agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
569,Vaccinated,adult,72,54,H_189,home,72,54,49,65
1520,Recovered,child,20,34,H_506,home,20,34,10,10
3168,Susceptible,child,32,56,H_1056,home,32,56,45,45
339,Susceptible,adult,62,50,H_113,home,62,50,76,25
2986,Vaccinated,adult,45,10,H_995,home,45,10,83,67
880,Recovered,child,60,67,H_293,home,60,67,65,65
3519,Vaccinated,adult,36,78,H_1173,home,36,78,3,87
209,Recovered,child,11,1,H_69,home,11,1,25,25
3522,Susceptible,adult,50,75,H_1174,home,50,75,27,86
206,Susceptible,adult,14,84,H_68,home,14,84,82,78
2550,Vaccinated,adult,14,57,H_850,home,14,57,0,49
4249,Susceptible,adult,7,59,H_1416,home,7,59,32,5
1151,Vaccinated,senior,22,74,H_383,home,22,74,13,84
4183,Susceptible,adult,81,55,H_1394,home,81,55,44,44
1923,Vaccinated,adult,88,24,H_641,home,88,24,13,2
4829,Vaccinated,adult,12,76,H_1609,home,12,76,7,87
1443,Susceptible,child,87,72,H_481,home,87,72,65,65
2999,Vaccinated,adult,63,37,H_999,home,63,37,80,52
801,Vaccinated,senior,83,3,H_267,home,83,3,2,56
303,Susceptible,adult,28,73,H_101,home,28,73,17,4
3004,Susceptible,adult,36,25,H_1001,home,36,25,57,5
1057,Susceptible,adult,61,64,H_352,home,61,64,54,44
4101,Susceptible,adult,83,10,H_1367,home,83,10,54,25
3364,Susceptible,adult,55,2,H_1121,home,55,2,53,72
4644,Susceptible,adult,5,48,H_1548,home,5,48,46,22
3512,Vaccinated,senior,11,70,H_1170,home,11,70,14,21
731,Vaccinated,adult,66,35,H_243,home,66,35,71,11
909,Vaccinated,adult,49,51,H_303,home,49,51,7,4
2790,Vaccinated,adult,40,8,H_930,home,40,8,80,37
1748,Vaccinated,adult,3,1,H_582,home,3,1,1,58
2215,Susceptible,senior,39,78,H_738,home,39,78,18,23
2987,Susceptible,adult,45,10,H_995,home,45,10,38,0
4069,Susceptible,adult,12,47,H_1356,home,12,47,43,22
1645,Susceptible,adult,41,24,H_548,home,41,24,79,44
3764,Vaccinated,adult,29,12,H_1254,home,29,12,44,79
3277,Susceptible,adult,3,3,H_1092,home,3,3,31,36
1827,Susceptible,senior,13,54,H_609,home,13,54,42,48
3003,Recovered,child,36,25,H_1001,home,36,25,45,45
1184,Recovered,senior,48,30,H_394,home,48,30,36,8
1372,Susceptible,senior,11,63,H_457,home,11,63,41,50
3280,Susceptible,adult,87,60,H_1093,home,87,60,81,45
3763,Vaccinated,adult,29,12,H_1254,home,29,12,40,85
3889,Vaccinated,senior,67,67,H_1296,home,67,67,80,52
3954,Susceptible,child,45,49,H_1318,home,45,49,10,10
698,Susceptible,adult,29,75,H_232,home,29,75,4,14
2260,Susceptible,senior,60,54,H_753,home,60,54,65,8
1554,Susceptible,adult,40,49,H_518,home,40,49,50,31
1557,Vaccinated,adult,48,18,H_519,home,48,18,25,84
4484,Susceptible,senior,80,35,H_1494,home,80,35,21,75
3938,Susceptible,senior,73,82,H_1312,home,73,82,70,13
3975,Susceptible,child,53,27,H_1325,home,53,27,65,65
2274,Susceptible,adult,88,59,H_758,home,88,59,80,44
705,Susceptible,adult,29,79,H_235,home,29,79,35,33
720,Susceptible,adult,84,30,H_240,home,84,30,32,12
3960,Recovered,child,82,23,H_1320,home,82,23,45,45
433,Recovered,child,80,88,H_144,home,80,88,25,25
668,Susceptible,adult,29,36,H_222,home,29,36,28,2
844,Susceptible,adult,58,25,H_281,home,58,25,41,65
520,Vaccinated,adult,39,58,H_173,home,39,58,77,8
4999,Susceptible,adult,23,48,H_1666,home,23,48,71,38
649,Susceptible,adult,50,89,H_216,home,50,89,80,33
2224,Susceptible,adult,72,59,H_741,home,72,59,68,31
2529,Susceptible,senior,50,10,H_843,home,50,10,70,86
3359,Susceptible,child,78,55,H_1119,home,78,55,10,10
4017,Vaccinated,adult,76,76,H_1339,home,76,76,18,61
4344,Susceptible,adult,1,80,H_1448,home,1,80,2,84
2706,Susceptible,adult,78,54,H_902,home,78,54,63,61
948,Susceptible,senior,32,58,H_316,home,32,58,5,49
2095,Vaccinated,adult,84,60,H_698,home,84,60,80,31
684,Vaccinated,adult,23,28,H_228,home,23,28,54,20
3441,Susceptible,senior,85,29,H_1147,home,85,29,72,49
4960,Vaccinated,adult,46,46,H_1653,home,46,46,51,52
