agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,child,13,3,H_0,13,3,15,15,home
1,Infected,adult,13,3,H_0,13,3,1,15,home
2,Infected,senior,13,3,H_0,13,3,6,6,home
3,Susceptible,senior,13,3,H_0,13,3,7,18,home
4,Vaccinated,adult,1,3,H_1,1,3,1,0,home
5,Susceptible,senior,1,3,H_1,1,3,16,7,home
6,Susceptible,child,1,3,H_1,1,3,15,15,home
7,Susceptible,adult,1,3,H_1,1,3,8,1,home
8,Susceptible,adult,8,15,H_2,8,15,2,14,home
9,Susceptible,child,8,15,H_2,8,15,5,5,home
10,Vaccinated,senior,8,15,H_2,8,15,1,4,home
11,Susceptible,adult,8,15,H_2,8,15,14,16,home
12,Vaccinated,adult,16,8,H_3,16,8,15,5,home
13,Susceptible,adult,16,8,H_3,16,8,8,8,home
14,Susceptible,adult,16,8,H_3,16,8,18,3,home
15,Vaccinated,adult,16,8,H_3,16,8,15,18,home
16,Vaccinated,adult,16,18,H_4,16,18,17,14,home
17,Susceptible,child,16,18,H_4,16,18,15,15,home
18,Susceptible,adult,16,18,H_4,16,18,14,10,home
19,Susceptible,adult,16,18,H_4,16,18,2,19,home
20,Susceptible,adult,12,1,H_5,12,1,15,9,home
21,Susceptible,child,12,1,H_5,12,1,5,5,home
22,Vaccinated,adult,12,1,H_5,12,1,7,14,home
23,Susceptible,child,12,1,H_5,12,1,5,5,home
24,Susceptible,child,3,1,H_6,3,1,5,5,home
25,Susceptible,child,3,1,H_6,3,1,5,5,home
26,Vaccinated,adult,3,1,H_6,3,1,9,18,home
27,Susceptible,senior,3,1,H_6,3,1,16,19,home
28,Susceptible,senior,14,10,H_7,14,10,0,1,home
29,Vaccinated,child,14,10,H_7,14,10,5,5,home
30,Vaccinated,adult,14,10,H_7,14,10,0,13,home
31,Susceptible,adult,14,10,H_7,14,10,12,18,home
32,Susceptible,child,0,11,H_8,0,11,15,15,home
33,Susceptible,adult,0,11,H_8,0,11,11,14,home
34,Susceptible,adult,0,11,H_8,0,11,18,13,home
35,Susceptible,adult,0,11,H_8,0,11,7,19,home
36,Susceptible,adult,11,1,H_9,11,1,10,6,home
37,Susceptible,adult,11,1,H_9,11,1,18,12,home
38,Susceptible,adult,11,1,H_9,11,1,15,14,home
39,Susceptible,child,11,1,H_9,11,1,15,15,home
40,Susceptible,senior,18,2,H_10,18,2,4,2,home
41,Susceptible,adult,18,2,H_10,18,2,7,5,home
42,Susceptible,child,18,2,H_10,18,2,5,5,home
43,Susceptible,adult,18,2,H_10,18,2,14,7,home
44,Vaccinated,senior,15,4,H_11,15,4,3,5,home
45,Susceptible,adult,15,4,H_11,15,4,17,1,home
46,Susceptible,child,15,4,H_11,15,4,5,5,home
47,Vaccinated,child,15,4,H_11,15,4,15,15,home
48,Susceptible,adult,9,9,H_12,9,9,8,8,home
