agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,17,16,H_0,17,16,6,10,home
1,Infected,child,17,16,H_0,17,16,5,5,home
2,Infected,adult,17,16,H_0,17,16,1,15,home
3,Susceptible,adult,17,16,H_0,17,16,6,18,home
4,Vaccinated,adult,6,11,H_1,6,11,6,9,home
5,Susceptible,adult,6,11,H_1,6,11,6,5,home
6,Susceptible,child,6,11,H_1,6,11,5,5,home
7,Susceptible,adult,6,11,H_1,6,11,15,7,home
8,Susceptible,adult,16,3,H_2,16,3,8,0,home
9,Susceptible,adult,16,3,H_2,16,3,13,17,home
10,Vaccinated,adult,16,3,H_2,16,3,13,11,home
11,Susceptible,adult,16,3,H_2,16,3,1,17,home
12,Vaccinated,child,9,15,H_3,9,15,5,5,home
13,Susceptible,senior,9,15,H_3,9,15,16,12,home
14,Susceptible,adult,9,15,H_3,9,15,3,4,home
15,Vaccinated,adult,9,15,H_3,9,15,9,7,home
16,Vaccinated,child,10,11,H_4,10,11,15,15,home
17,Susceptible,adult,10,11,H_4,10,11,1,8,home
18,Susceptible,adult,10,11,H_4,10,11,16,3,home
19,Susceptible,adult,10,11,H_4,10,11,19,17,home
20,Susceptible,adult,11,3,H_5,11,3,19,13,home
21,Susceptible,adult,11,3,H_5,11,3,12,4,home
22,Vaccinated,senior,11,3,H_5,11,3,6,9,home
23,Susceptible,child,11,3,H_5,11,3,15,15,home
24,Susceptible,adult,5,10,H_6,5,10,19,2,home
25,Susceptible,adult,5,10,H_6,5,10,17,3,home
26,Vaccinated,child,5,10,H_6,5,10,5,5,home
27,Susceptible,adult,5,10,H_6,5,10,9,14,home
28,Susceptible,senior,18,4,H_7,18,4,17,14,home
29,Vaccinated,child,18,4,H_7,18,4,15,15,home
30,Vaccinated,adult,18,4,H_7,18,4,11,8,home
31,Susceptible,adult,18,4,H_7,18,4,17,5,home
32,Susceptible,adult,19,6,H_8,19,6,8,19,home
33,Susceptible,adult,19,6,H_8,19,6,18,1,home
34,Susceptible,child,19,6,H_8,19,6,15,15,home
35,Susceptible,adult,19,6,H_8,19,6,14,5,home
36,Susceptible,senior,3,10,H_9,3,10,7,10,home
37,Susceptible,adult,3,10,H_9,3,10,9,15,home
38,Susceptible,adult,3,10,H_9,3,10,1,5,home
39,Susceptible,adult,3,10,H_9,3,10,9,1,home
40,Susceptible,adult,5,16,H_10,5,16,2,19,home
41,Susceptible,child,5,16,H_10,5,16,15,15,home
42,Susceptible,adult,5,16,H_10,5,16,18,1,home
43,Susceptible,child,5,16,H_10,5,16,5,5,home
44,Vaccinated,adult,17,9,H_11,17,9,9,15,home
45,Susceptible,adult,17,9,H_11,17,9,8,17,home
