agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,2,19,H_0,2,19,8,6,home
1,Infected,child,2,19,H_0,2,19,5,5,home
2,Infected,adult,2,19,H_0,2,19,8,4,home
3,Susceptible,senior,2,19,H_0,2,19,19,9,home
4,Vaccinated,adult,4,4,H_1,4,4,8,1,home
5,Susceptible,adult,4,4,H_1,4,4,14,15,home
6,Susceptible,adult,4,4,H_1,4,4,9,1,home
7,Susceptible,child,4,4,H_1,4,4,15,15,home
8,Susceptible,child,18,14,H_2,18,14,15,15,home
9,Susceptible,adult,18,14,H_2,18,14,0,3,home
10,Vaccinated,adult,18,14,H_2,18,14,12,10,home
11,Susceptible,child,18,14,H_2,18,14,15,15,home
12,Vaccinated,adult,6,1,H_3,6,1,10,15,home
13,Susceptible,adult,6,1,H_3,6,1,9,8,home
14,Susceptible,senior,6,1,H_3,6,1,16,13,home
15,Vaccinated,senior,6,1,H_3,6,1,9,18,home
16,Vaccinated,adult,13,3,H_4,13,3,15,5,home
17,Susceptible,child,13,3,H_4,13,3,15,15,home
18,Susceptible,child,13,3,H_4,13,3,15,15,home
19,Susceptible,adult,13,3,H_4,13,3,3,16,home
20,Susceptible,adult,14,0,H_5,14,0,5,16,home
21,Susceptible,child,14,0,H_5,14,0,15,15,home
22,Vaccinated,adult,14,0,H_5,14,0,8,10,home
23,Susceptible,child,14,0,H_5,14,0,5,5,home
24,Susceptible,adult,12,12,H_6,12,12,1,9,home
25,Susceptible,child,12,12,H_6,12,12,5,5,home
26,Vaccinated,adult,12,12,H_6,12,12,15,10,home
27,Susceptible,adult,12,12,H_6,12,12,9,10,home
28,Susceptible,adult,5,17,H_7,5,17,8,14,home
29,Vaccinated,senior,5,17,H_7,5,17,17,12,home
30,Vaccinated,adult,5,17,H_7,5,17,13,15,home
31,Susceptible,child,5,17,H_7,5,17,15,15,home
32,Susceptible,adult,10,2,H_8,10,2,9,6,home
33,Susceptible,adult,10,2,H_8,10,2,3,12,home
34,Susceptible,adult,10,2,H_8,10,2,12,18,home
35,Susceptible,child,10,2,H_8,10,2,15,15,home
36,Susceptible,adult,8,1,H_9,8,1,8,19,home
37,Susceptible,child,8,1,H_9,8,1,15,15,home
38,Susceptible,adult,8,1,H_9,8,1,10,0,home
39,Susceptible,adult,8,1,H_9,8,1,15,18,home
40,Susceptible,senior,19,7,H_10,19,7,0,8,home
41,Susceptible,adult,19,7,H_10,19,7,11,14,home
42,Susceptible,adult,19,7,H_10,19,7,5,17,home
43,Susceptible,adult,19,7,H_10,19,7,14,10,home
44,Vaccinated,senior,13,5,H_11,13,5,5,16,home
45,Susceptible,adult,13,5,H_11,13,5,17,6,home
46,Susceptible,senior,13,5,H_11,13,5,14,19,home
47,Vaccinated,adult,13,5,H_11,13,5,9,16,home
48,Susceptible,child,1,11,H_12,1,11,5,5,home
49,Vaccinated,senior,1,11,H_12,1,11,10,4,home
50,Susceptible,adult,1,11,H_12,1,11,14,1,home
51,Susceptible,child,1,11,H_12,1,11,5,5,home
52,Susceptible,child,1,18,H_13,1,18,5,5,home
53,Susceptible,senior,1,18,H_13,1,18,18,6,home
54,Susceptible,child,1,18,H_13,1,18,15,15,home
55,Susceptible,senior,1,18,H_13,1,18,16,11,home
56,Susceptible,adult,2,9,H_14,2,9,6,17,home
57,Susceptible,adult,2,9,H_14,2,9,16,0,home
58,Susceptible,senior,2,9,H_14,2,9,16,16,home
59,Vaccinated,adult,2,9,H_14,2,9,5,4,home
60,Susceptible,adult,6,17,H_15,6,17,5,9,home
61,Vaccinated,adult,6,17,H_15,6,17,5,13,home
62,Susceptible,adult,6,17,H_15,6,17,14,1,home
63,Susceptible,adult,6,17,H_15,6,17,7,4,home
64,Susceptible,child,7,18,H_16,7,18,15,15,home
65,Susceptible,adult,7,18,H_16,7,18,3,13,home
