agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,child,7,11,H_0,7,11,15,15,home
1,Infected,adult,7,11,H_0,7,11,3,8,home
2,Infected,senior,7,11,H_0,7,11,11,6,home
3,Susceptible,child,7,11,H_0,7,11,5,5,home
4,Vaccinated,adult,14,17,H_1,14,17,17,15,home
5,Susceptible,child,14,17,H_1,14,17,5,5,home
6,Susceptible,adult,14,17,H_1,14,17,13,12,home
7,Susceptible,child,14,17,H_1,14,17,5,5,home
8,Susceptible,adult,4,15,H_2,4,15,8,15,home
9,Susceptible,adult,4,15,H_2,4,15,5,4,home
10,Vaccinated,senior,4,15,H_2,4,15,12,5,home
11,Susceptible,adult,4,15,H_2,4,15,9,9,home
12,Vaccinated,adult,15,8,H_3,15,8,0,0,home
13,Susceptible,adult,15,8,H_3,15,8,13,5,home
14,Susceptible,adult,15,8,H_3,15,8,14,6,home
15,Vaccinated,child,15,8,H_3,15,8,15,15,home
16,Vaccinated,child,5,4,H_4,5,4,15,15,home
17,Susceptible,adult,5,4,H_4,5,4,10,8,home
18,Susceptible,adult,5,4,H_4,5,4,2,9,home
19,Susceptible,senior,5,4,H_4,5,4,8,18,home
20,Susceptible,child,6,12,H_5,6,12,15,15,home
21,Susceptible,adult,6,12,H_5,6,12,7,7,home
22,Vaccinated,adult,6,12,H_5,6,12,9,7,home
23,Susceptible,adult,6,12,H_5,6,12,19,17,home
24,Susceptible,child,15,3,H_6,15,3,5,5,home
25,Susceptible,senior,15,3,H_6,15,3,2,11,home
26,Vaccinated,adult,15,3,H_6,15,3,11,6,home
27,Susceptible,senior,15,3,H_6,15,3,19,18,home
28,Susceptible,adult,17,2,H_7,17,2,10,19,home
29,Vaccinated,child,17,2,H_7,17,2,15,15,home
30,Vaccinated,adult,17,2,H_7,17,2,2,15,home
31,Susceptible,adult,17,2,H_7,17,2,4,7,home
32,Susceptible,adult,10,13,H_8,10,13,11,7,home
33,Susceptible,child,10,13,H_8,10,13,15,15,home
34,Susceptible,child,10,13,H_8,10,13,15,15,home
35,Susceptible,adult,10,13,H_8,10,13,0,3,home
36,Susceptible,senior,4,4,H_9,4,4,18,17,home
37,Susceptible,senior,4,4,H_9,4,4,10,0,home
38,Susceptible,adult,4,4,H_9,4,4,15,17,home
39,Susceptible,child,4,4,H_9,4,4,5,5,home
40,Susceptible,adult,2,12,H_10,2,12,1,8,home
41,Susceptible,adult,2,12,H_10,2,12,15,15,home
42,Susceptible,adult,2,12,H_10,2,12,16,17,home
43,Susceptible,child,2,12,H_10,2,12,5,5,home
44,Vaccinated,child,2,5,H_11,2,5,15,15,home
45,Susceptible,adult,2,5,H_11,2,5,15,13,home
46,Susceptible,child,2,5,H_11,2,5,5,5,home
47,Vaccinated,senior,2,5,H_11,2,5,9,12,home
48,Susceptible,adult,4,1,H_12,4,1,13,9,home
49,Vaccinated,child,4,1,H_12,4,1,15,15,home
50,Susceptible,adult,4,1,H_12,4,1,18,7,home
51,Susceptible,child,4,1,H_12,4,1,5,5,home
52,Susceptible,child,13,14,H_13,13,14,15,15,home
53,Susceptible,adult,13,14,H_13,13,14,2,19,home
54,Susceptible,child,13,14,H_13,13,14,5,5,home
55,Susceptible,adult,13,14,H_13,13,14,11,0,home
56,Susceptible,senior,17,1,H_14,17,1,9,4,home
57,Susceptible,adult,17,1,H_14,17,1,15,19,home
58,Susceptible,adult,17,1,H_14,17,1,12,10,home
59,Vaccinated,adult,17,1,H_14,17,1,15,2,home
60,Susceptible,senior,13,6,H_15,13,6,7,10,home
61,Vaccinated,adult,13,6,H_15,13,6,10,7,home
62,Susceptible,adult,13,6,H_15,13,6,10,3,home
63,Susceptible,adult,13,6,H_15,13,6,7,3,home
64,Susceptible,adult,19,4,H_16,19,4,1,7,home
65,Susceptible,child,19,4,H_16,19,4,5,5,home
66,Susceptible,adult,19,4,H_16,19,4,12,14,home
67,Susceptible,adult,19,4,H_16,19,4,17,1,home
68,Susceptible,adult,6,19,H_17,6,19,9,1,home
69,Susceptible,adult,6,19,H_17,6,19,4,4,home
70,Vaccinated,adult,6,19,H_17,6,19,2,16,home
71,Susceptible,child,6,19,H_17,6,19,15,15,home
72,Susceptible,adult,14,14,H_18,14,14,1,1,home
73,Susceptible,senior,14,14,H_18,14,14,18,2,home
74,Susceptible,child,14,14,H_18,14,14,15,15,home
75,Susceptible,adult,14,14,H_18,14,14,0,7,home
76,Susceptible,child,8,3,H_19,8,3,15,15,home
77,Susceptible,adult,8,3,H_19,8,3,12,6,home
78,Susceptible,child,8,3,H_19,8,3,15,15,home
79,Susceptible,adult,8,3,H_19,8,3,8,6,home
80,Susceptible,adult,1,3,H_20,1,3,0,16,home
81,Susceptible,adult,1,3,H_20,1,3,16,3,home
82,Susceptible,child,1,3,H_20,1,3,5,5,home
83,Susceptible,child,1,3,H_20,1,3,5,5,home
84,Susceptible,adult,8,14,H_21,8,14,18,6,home
85,Susceptible,adult,8,14,H_21,8,14,10,12,home
86,Susceptible,adult,8,14,H_21,8,14,4,3,home
87,Susceptible,senior,8,14,H_21,8,14,0,0,home
88,Susceptible,adult,16,17,H_22,16,17,11,0,home
89,Susceptible,adult,16,17,H_22,16,17,16,2,home
90,Susceptible,adult,16,17,H_22,16,17,9,6,home
91,Vaccinated,child,16,17,H_22,16,17,5,5,home
92,Vaccinated,senior,1,13,H_23,1,13,14,4,home
93,Vaccinated,adult,1,13,H_23,1,13,10,17,home
94,Susceptible,child,1,13,H_23,1,13,15,15,home
95,Susceptible,adult,1,13,H_23,1,13,19,3,home
96,Susceptible,adult,11,9,H_24,11,9,16,3,home
97,Vaccinated,adult,11,9,H_24,11,9,17,18,home
98,Susceptible,senior,11,9,H_24,11,9,6,8,home
99,Susceptible,child,11,9,H_24,11,9,15,15,home
