agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,senior,3,17,H_0,3,17,16,10,home
1,Infected,adult,3,17,H_0,3,17,8,2,home
2,Infected,adult,3,17,H_0,3,17,9,15,home
3,Susceptible,senior,3,17,H_0,3,17,6,17,home
4,Vaccinated,child,15,3,H_1,15,3,15,15,home
5,Susceptible,child,15,3,H_1,15,3,15,15,home
6,Susceptible,adult,15,3,H_1,15,3,15,16,home
7,Susceptible,adult,15,3,H_1,15,3,9,1,home
8,Susceptible,adult,18,13,H_2,18,13,12,15,home
9,Susceptible,child,18,13,H_2,18,13,15,15,home
10,Vaccinated,senior,18,13,H_2,18,13,14,5,home
11,Susceptible,adult,18,13,H_2,18,13,6,3,home
12,Vaccinated,adult,16,0,H_3,16,0,15,1,home
13,Susceptible,adult,16,0,H_3,16,0,3,15,home
14,Susceptible,adult,16,0,H_3,16,0,7,11,home
15,Vaccinated,child,16,0,H_3,16,0,5,5,home
16,Vaccinated,adult,16,15,H_4,16,15,14,7,home
17,Susceptible,adult,16,15,H_4,16,15,0,4,home
18,Susceptible,adult,16,15,H_4,16,15,2,18,home
19,Susceptible,adult,16,15,H_4,16,15,17,9,home
20,Susceptible,adult,12,17,H_5,12,17,11,16,home
21,Susceptible,adult,12,17,H_5,12,17,1,14,home
22,Vaccinated,senior,12,17,H_5,12,17,12,18,home
23,Susceptible,adult,12,17,H_5,12,17,4,1,home
24,Susceptible,child,12,3,H_6,12,3,15,15,home
25,Susceptible,senior,12,3,H_6,12,3,14,16,home
26,Vaccinated,child,12,3,H_6,12,3,5,5,home
27,Susceptible,adult,12,3,H_6,12,3,3,8,home
28,Susceptible,adult,13,2,H_7,13,2,17,8,home
29,Vaccinated,child,13,2,H_7,13,2,5,5,home
30,Vaccinated,adult,13,2,H_7,13,2,18,5,home
31,Susceptible,adult,13,2,H_7,13,2,11,9,home
32,Susceptible,adult,3,13,H_8,3,13,14,1,home
33,Susceptible,adult,3,13,H_8,3,13,10,16,home
34,Susceptible,adult,3,13,H_8,3,13,7,5,home
35,Susceptible,senior,3,13,H_8,3,13,18,8,home
36,Susceptible,child,3,6,H_9,3,6,15,15,home
37,Susceptible,senior,3,6,H_9,3,6,16,17,home
38,Susceptible,adult,3,6,H_9,3,6,4,7,home
39,Susceptible,senior,3,6,H_9,3,6,11,13,home
40,Susceptible,adult,3,14,H_10,3,14,18,7,home
41,Susceptible,child,3,14,H_10,3,14,15,15,home
42,Susceptible,adult,3,14,H_10,3,14,4,6,home
43,Susceptible,adult,3,14,H_10,3,14,11,9,home
44,Vaccinated,senior,7,8,H_11,7,8,19,10,home
45,Susceptible,child,7,8,H_11,7,8,5,5,home
46,Susceptible,senior,7,8,H_11,7,8,3,10,home
47,Vaccinated,child,7,8,H_11,7,8,15,15,home
48,Susceptible,adult,18,4,H_12,18,4,16,8,home
49,Vaccinated,adult,18,4,H_12,18,4,9,12,home
50,Susceptible,adult,18,4,H_12,18,4,15,4,home
51,Susceptible,adult,18,4,H_12,18,4,12,14,home
52,Susceptible,adult,12,15,H_13,12,15,11,4,home
53,Susceptible,adult,12,15,H_13,12,15,10,15,home
54,Susceptible,adult,12,15,H_13,12,15,16,15,home
55,Susceptible,senior,12,15,H_13,12,15,12,4,home
56,Susceptible,adult,15,13,H_14,15,13,15,10,home
57,Susceptible,child,15,13,H_14,15,13,15,15,home
58,Susceptible,adult,15,13,H_14,15,13,0,17,home
59,Vaccinated,child,15,13,H_14,15,13,15,15,home
60,Susceptible,child,1,7,H_15,1,7,5,5,home
61,Vaccinated,adult,1,7,H_15,1,7,2,3,home
62,Susceptible,adult,1,7,H_15,1,7,16,4,home
63,Susceptible,senior,1,7,H_15,1,7,17,7,home
64,Susceptible,adult,13,3,H_16,13,3,9,7,home
65,Susceptible,adult,13,3,H_16,13,3,11,2,home
66,Susceptible,child,13,3,H_16,13,3,15,15,home
67,Susceptible,child,13,3,H_16,13,3,15,15,home
68,Susceptible,adult,12,11,H_17,12,11,5,11,home
69,Susceptible,adult,12,11,H_17,12,11,18,13,home
70,Vaccinated,adult,12,11,H_17,12,11,11,15,home
71,Susceptible,adult,12,11,H_17,12,11,8,1,home
72,Susceptible,child,7,14,H_18,7,14,15,15,home
73,Susceptible,child,7,14,H_18,7,14,5,5,home
74,Susceptible,adult,7,14,H_18,7,14,19,2,home
75,Susceptible,senior,7,14,H_18,7,14,10,6,home
76,Susceptible,adult,16,6,H_19,16,6,8,18,home
77,Susceptible,adult,16,6,H_19,16,6,19,10,home
78,Susceptible,adult,16,6,H_19,16,6,19,6,home
79,Susceptible,adult,16,6,H_19,16,6,15,8,home
80,Susceptible,adult,7,17,H_20,7,17,9,12,home
81,Susceptible,adult,7,17,H_20,7,17,19,3,home
82,Susceptible,adult,7,17,H_20,7,17,3,19,home
83,Susceptible,adult,7,17,H_20,7,17,11,6,home
84,Susceptible,child,8,4,H_21,8,4,5,5,home
85,Susceptible,adult,8,4,H_21,8,4,14,12,home
86,Susceptible,adult,8,4,H_21,8,4,7,6,home
87,Susceptible,adult,8,4,H_21,8,4,7,0,home
88,Susceptible,child,16,9,H_22,16,9,15,15,home
89,Susceptible,adult,16,9,H_22,16,9,3,6,home
90,Susceptible,adult,16,9,H_22,16,9,8,12,home
91,Vaccinated,adult,16,9,H_22,16,9,9,2,home
92,Vaccinated,child,5,10,H_23,5,10,15,15,home
93,Vaccinated,child,5,10,H_23,5,10,15,15,home
94,Susceptible,senior,5,10,H_23,5,10,0,1,home
95,Susceptible,adult,5,10,H_23,5,10,14,1,home
96,Susceptible,senior,14,8,H_24,14,8,0,0,home
97,Vaccinated,adult,14,8,H_24,14,8,17,17,home
98,Susceptible,child,14,8,H_24,14,8,5,5,home
99,Susceptible,senior,14,8,H_24,14,8,17,17,home
