agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,16,13,H_0,16,13,6,7,home
1,Infected,child,16,13,H_0,16,13,15,15,home
2,Infected,child,16,13,H_0,16,13,15,15,home
3,Susceptible,child,16,13,H_0,16,13,5,5,home
4,Vaccinated,senior,13,16,H_1,13,16,17,2,home
5,Susceptible,senior,13,16,H_1,13,16,5,13,home
6,Susceptible,adult,13,16,H_1,13,16,9,0,home
7,Susceptible,adult,13,16,H_1,13,16,6,13,home
8,Susceptible,child,6,9,H_2,6,9,15,15,home
9,Susceptible,adult,6,9,H_2,6,9,10,13,home
10,Vaccinated,child,6,9,H_2,6,9,15,15,home
11,Susceptible,senior,6,9,H_2,6,9,10,12,home
12,Vaccinated,adult,5,4,H_3,5,4,5,6,home
13,Susceptible,adult,5,4,H_3,5,4,0,14,home
14,Susceptible,adult,5,4,H_3,5,4,16,3,home
15,Vaccinated,adult,5,4,H_3,5,4,7,17,home
16,Vaccinated,senior,19,9,H_4,19,9,9,3,home
17,Susceptible,adult,19,9,H_4,19,9,14,14,home
18,Susceptible,child,19,9,H_4,19,9,5,5,home
19,Susceptible,adult,19,9,H_4,19,9,11,1,home
20,Susceptible,adult,14,16,H_5,14,16,15,8,home
21,Susceptible,child,14,16,H_5,14,16,15,15,home
22,Vaccinated,senior,14,16,H_5,14,16,18,6,home
23,Susceptible,senior,14,16,H_5,14,16,8,1,home
24,Susceptible,senior,5,1,H_6,5,1,11,9,home
25,Susceptible,child,5,1,H_6,5,1,5,5,home
26,Vaccinated,adult,5,1,H_6,5,1,4,15,home
27,Susceptible,adult,5,1,H_6,5,1,7,7,home
28,Susceptible,adult,16,1,H_7,16,1,14,3,home
29,Vaccinated,child,16,1,H_7,16,1,5,5,home
30,Vaccinated,adult,16,1,H_7,16,1,2,15,home
31,Susceptible,adult,16,1,H_7,16,1,5,10,home
32,Susceptible,senior,11,2,H_8,11,2,17,12,home
33,Susceptible,senior,11,2,H_8,11,2,19,18,home
34,Susceptible,adult,11,2,H_8,11,2,13,8,home
35,Susceptible,child,11,2,H_8,11,2,15,15,home
36,Susceptible,child,15,10,H_9,15,10,15,15,home
37,Susceptible,adult,15,10,H_9,15,10,2,16,home
38,Susceptible,child,15,10,H_9,15,10,5,5,home
39,Susceptible,senior,15,10,H_9,15,10,6,15,home
40,Susceptible,adult,6,19,H_10,6,19,11,6,home
41,Susceptible,senior,6,19,H_10,6,19,18,9,home
42,Susceptible,adult,6,19,H_10,6,19,9,6,home
43,Susceptible,adult,6,19,H_10,6,19,8,9,home
44,Vaccinated,senior,12,15,H_11,12,15,16,2,home
45,Susceptible,adult,12,15,H_11,12,15,0,17,home
