agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y
0,Infected,child,19,1,H_0,19,1,15,15
1,Infected,adult,19,1,H_0,19,1,15,4
2,Infected,adult,19,1,H_0,19,1,8,14
3,Susceptible,adult,19,1,H_0,19,1,17,7
4,Vaccinated,adult,1,18,H_1,1,18,14,13
5,Susceptible,senior,1,18,H_1,1,18,13,5
6,Susceptible,adult,1,18,H_1,1,18,6,5
7,Susceptible,adult,1,18,H_1,1,18,12,14
8,Susceptible,adult,8,4,H_2,8,4,15,5
9,Susceptible,adult,8,4,H_2,8,4,2,9
10,Vaccinated,adult,8,4,H_2,8,4,2,1
11,Susceptible,senior,8,4,H_2,8,4,6,16
12,Vaccinated,child,9,8,H_3,9,8,5,5
13,Susceptible,adult,9,8,H_3,9,8,15,5
14,Susceptible,child,9,8,H_3,9,8,15,15
15,Vaccinated,child,9,8,H_3,9,8,15,15
16,Vaccinated,adult,0,0,H_4,0,0,17,14
17,Susceptible,adult,0,0,H_4,0,0,16,11
18,Susceptible,senior,0,0,H_4,0,0,11,1
19,Susceptible,adult,0,0,H_4,0,0,7,10
20,Susceptible,adult,19,4,H_5,19,4,12,17
21,Susceptible,adult,19,4,H_5,19,4,7,4
22,Vaccinated,adult,19,4,H_5,19,4,18,9
23,Susceptible,adult,19,4,H_5,19,4,10,6
24,Susceptible,adult,18,3,H_6,18,3,10,14
25,Susceptible,senior,18,3,H_6,18,3,3,3
26,Vaccinated,adult,18,3,H_6,18,3,10,19
27,Susceptible,child,18,3,H_6,18,3,5,5
28,Susceptible,child,7,16,H_7,7,16,5,5
29,Vaccinated,adult,7,16,H_7,7,16,12,13
30,Vaccinated,adult,7,16,H_7,7,16,8,8
31,Susceptible,adult,7,16,H_7,7,16,2,19
32,Susceptible,adult,10,3,H_8,10,3,18,17
33,Susceptible,adult,10,3,H_8,10,3,4,14
34,Susceptible,adult,10,3,H_8,10,3,6,4
35,Susceptible,child,10,3,H_8,10,3,5,5
36,Susceptible,child,16,12,H_9,16,12,15,15
37,Susceptible,adult,16,12,H_9,16,12,5,8
38,Susceptible,adult,16,12,H_9,16,12,17,6
39,Susceptible,adult,16,12,H_9,16,12,13,4
40,Susceptible,child,18,10,H_10,18,10,15,15
41,Susceptible,adult,18,10,H_10,18,10,15,12
42,Susceptible,adult,18,10,H_10,18,10,13,17
43,Susceptible,child,18,10,H_10,18,10,15,15
44,Vaccinated,adult,12,2,H_11,12,2,14,12
45,Susceptible,adult,12,2,H_11,12,2,11,4
46,Susceptible,adult,12,2,H_11,12,2,11,12
47,Vaccinated,adult,12,2,H_11,12,2,6,2
48,Susceptible,adult,12,19,H_12,12,19,15,11
49,Vaccinated,adult,12,19,H_12,12,19,9,12
50,Susceptible,adult,12,19,H_12,12,19,13,9
51,Susceptible,adult,12,19,H_12,12,19,13,2
52,Susceptible,adult,18,16,H_13,18,16,5,2
53,Susceptible,child,18,16,H_13,18,16,15,15
54,Susceptible,adult,18,16,H_13,18,16,13,10
55,Susceptible,adult,18,16,H_13,18,16,6,18
56,Susceptible,senior,9,5,H_14,9,5,4,19
57,Susceptible,senior,9,5,H_14,9,5,2,0
58,Susceptible,child,9,5,H_14,9,5,5,5
59,Vaccinated,adult,9,5,H_14,9,5,16,10
60,Susceptible,adult,18,17,H_15,18,17,1,18
61,Vaccinated,senior,18,17,H_15,18,17,19,0
62,Susceptible,adult,18,17,H_15,18,17,9,11
63,Susceptible,child,18,17,H_15,18,17,5,5
64,Susceptible,senior,15,7,H_16,15,7,11,14
65,Susceptible,senior,15,7,H_16,15,7,0,0
66,Susceptible,senior,15,7,H_16,15,7,15,1
67,Susceptible,adult,15,7,H_16,15,7,6,5
68,Susceptible,adult,10,7,H_17,10,7,6,13
69,Susceptible,adult,10,7,H_17,10,7,11,4
70,Vaccinated,adult,10,7,H_17,10,7,17,2
71,Susceptible,child,10,7,H_17,10,7,15,15
72,Susceptible,senior,14,6,H_18,14,6,14,1
73,Susceptible,senior,14,6,H_18,14,6,7,2
74,Susceptible,adult,14,6,H_18,14,6,1,16
75,Susceptible,adult,14,6,H_18,14,6,11,3
76,Susceptible,child,0,6,H_19,0,6,15,15
77,Susceptible,senior,0,6,H_19,0,6,7,10
78,Susceptible,adult,0,6,H_19,0,6,16,8
79,Susceptible,adult,0,6,H_19,0,6,1,10
80,Susceptible,adult,10,8,H_20,10,8,15,4
81,Susceptible,adult,10,8,H_20,10,8,8,9
82,Susceptible,senior,10,8,H_20,10,8,10,11
83,Susceptible,child,10,8,H_20,10,8,5,5
84,Susceptible,child,1,15,H_21,1,15,15,15
85,Susceptible,adult,1,15,H_21,1,15,18,16
86,Susceptible,senior,1,15,H_21,1,15,12,18
87,Susceptible,child,1,15,H_21,1,15,15,15
88,Susceptible,adult,10,15,H_22,10,15,5,16
89,Susceptible,senior,10,15,H_22,10,15,11,6
90,Susceptible,child,10,15,H_22,10,15,5,5
91,Vaccinated,adult,10,15,H_22,10,15,1,10
92,Vaccinated,child,9,19,H_23,9,19,15,15
93,Vaccinated,senior,9,19,H_23,9,19,6,9
94,Susceptible,adult,9,19,H_23,9,19,13,13
95,Susceptible,adult,9,19,H_23,9,19,8,16
96,Susceptible,child,15,4,H_24,15,4,15,15
97,Vaccinated,adult,15,4,H_24,15,4,1,6
98,Susceptible,child,15,4,H_24,15,4,5,5
99,Susceptible,adult,15,4,H_24,15,4,19,8
