agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,12,2,H_0,12,2,14,3,home
1,Infected,child,12,2,H_0,12,2,5,5,home
2,Infected,child,12,2,H_0,12,2,5,5,home
3,Susceptible,senior,12,2,H_0,12,2,10,15,home
4,Vaccinated,adult,3,17,H_1,3,17,12,16,home
5,Susceptible,child,3,17,H_1,3,17,5,5,home
6,Susceptible,child,3,17,H_1,3,17,15,15,home
7,Susceptible,adult,3,17,H_1,3,17,3,12,home
8,Susceptible,senior,19,19,H_2,19,19,0,9,home
9,Susceptible,child,19,19,H_2,19,19,15,15,home
10,Vaccinated,adult,19,19,H_2,19,19,17,5,home
11,Susceptible,adult,19,19,H_2,19,19,3,13,home
12,Vaccinated,adult,17,19,H_3,17,19,11,12,home
13,Susceptible,child,17,19,H_3,17,19,5,5,home
14,Susceptible,child,17,19,H_3,17,19,15,15,home
15,Vaccinated,adult,17,19,H_3,17,19,6,5,home
16,Vaccinated,child,17,17,H_4,17,17,15,15,home
17,Susceptible,adult,17,17,H_4,17,17,6,1,home
18,Susceptible,adult,17,17,H_4,17,17,13,17,home
19,Susceptible,child,17,17,H_4,17,17,15,15,home
20,Susceptible,adult,14,5,H_5,14,5,14,17,home
21,Susceptible,adult,14,5,H_5,14,5,0,16,home
22,Vaccinated,adult,14,5,H_5,14,5,7,9,home
23,Susceptible,adult,14,5,H_5,14,5,14,15,home
24,Susceptible,adult,15,7,H_6,15,7,19,10,home
25,Susceptible,child,15,7,H_6,15,7,15,15,home
26,Vaccinated,adult,15,7,H_6,15,7,8,17,home
27,Susceptible,child,15,7,H_6,15,7,15,15,home
28,Susceptible,senior,1,16,H_7,1,16,4,14,home
29,Vaccinated,adult,1,16,H_7,1,16,13,5,home
30,Vaccinated,senior,1,16,H_7,1,16,8,6,home
31,Susceptible,senior,1,16,H_7,1,16,6,10,home
32,Susceptible,child,3,13,H_8,3,13,15,15,home
33,Susceptible,child,3,13,H_8,3,13,15,15,home
34,Susceptible,child,3,13,H_8,3,13,5,5,home
35,Susceptible,adult,3,13,H_8,3,13,14,5,home
36,Susceptible,child,6,19,H_9,6,19,15,15,home
37,Susceptible,adult,6,19,H_9,6,19,11,2,home
38,Susceptible,adult,6,19,H_9,6,19,3,13,home
39,Susceptible,adult,6,19,H_9,6,19,15,15,home
40,Susceptible,adult,9,6,H_10,9,6,3,10,home
41,Susceptible,child,9,6,H_10,9,6,15,15,home
42,Susceptible,senior,9,6,H_10,9,6,1,5,home
43,Susceptible,adult,9,6,H_10,9,6,5,2,home
44,Vaccinated,adult,19,5,H_11,19,5,8,18,home
45,Susceptible,adult,19,5,H_11,19,5,1,17,home
46,Susceptible,senior,19,5,H_11,19,5,14,2,home
47,Vaccinated,child,19,5,H_11,19,5,15,15,home
48,Susceptible,adult,7,9,H_12,7,9,14,11,home
49,Vaccinated,adult,7,9,H_12,7,9,14,4,home
50,Susceptible,child,7,9,H_12,7,9,5,5,home
51,Susceptible,senior,7,9,H_12,7,9,10,0,home
52,Susceptible,senior,0,15,H_13,0,15,12,16,home
53,Susceptible,senior,0,15,H_13,0,15,12,3,home
54,Susceptible,adult,0,15,H_13,0,15,10,15,home
55,Susceptible,adult,0,15,H_13,0,15,19,18,home
56,Susceptible,adult,15,5,H_14,15,5,6,13,home
57,Susceptible,adult,15,5,H_14,15,5,16,0,home
58,Susceptible,child,15,5,H_14,15,5,15,15,home
59,Vaccinated,child,15,5,H_14,15,5,5,5,home
60,Susceptible,adult,0,0,H_15,0,0,16,7,home
61,Vaccinated,adult,0,0,H_15,0,0,14,6,home
62,Susceptible,child,0,0,H_15,0,0,15,15,home
63,Susceptible,adult,0,0,H_15,0,0,13,3,home
64,Susceptible,adult,4,8,H_16,4,8,12,16,home
65,Susceptible,adult,4,8,H_16,4,8,16,12,home
66,Susceptible,adult,4,8,H_16,4,8,19,9,home
67,Susceptible,adult,4,8,H_16,4,8,8,5,home
68,Susceptible,adult,7,11,H_17,7,11,3,18,home
69,Susceptible,adult,7,11,H_17,7,11,13,14,home
70,Vaccinated,adult,7,11,H_17,7,11,2,6,home
71,Susceptible,child,7,11,H_17,7,11,15,15,home
72,Susceptible,adult,17,18,H_18,17,18,3,12,home
73,Susceptible,adult,17,18,H_18,17,18,19,8,home
74,Susceptible,senior,17,18,H_18,17,18,15,11,home
75,Susceptible,child,17,18,H_18,17,18,5,5,home
76,Susceptible,adult,3,15,H_19,3,15,15,8,home
77,Susceptible,child,3,15,H_19,3,15,5,5,home
78,Susceptible,senior,3,15,H_19,3,15,17,9,home
79,Susceptible,adult,3,15,H_19,3,15,2,8,home
80,Susceptible,child,13,15,H_20,13,15,15,15,home
81,Susceptible,child,13,15,H_20,13,15,5,5,home
82,Susceptible,adult,13,15,H_20,13,15,19,7,home
83,Susceptible,adult,13,15,H_20,13,15,9,2,home
84,Susceptible,adult,12,11,H_21,12,11,18,18,home
85,Susceptible,adult,12,11,H_21,12,11,2,0,home
86,Susceptible,senior,12,11,H_21,12,11,8,19,home
87,Susceptible,child,12,11,H_21,12,11,15,15,home
88,Susceptible,child,8,3,H_22,8,3,5,5,home
89,Susceptible,child,8,3,H_22,8,3,5,5,home
90,Susceptible,adult,8,3,H_22,8,3,19,13,home
91,Vaccinated,senior,8,3,H_22,8,3,3,11,home
92,Vaccinated,senior,10,12,H_23,10,12,14,4,home
93,Vaccinated,child,10,12,H_23,10,12,15,15,home
94,Susceptible,adult,10,12,H_23,10,12,6,9,home
95,Susceptible,child,10,12,H_23,10,12,15,15,home
96,Susceptible,senior,9,14,H_24,9,14,9,8,home
97,Vaccinated,adult,9,14,H_24,9,14,6,19,home
98,Susceptible,adult,9,14,H_24,9,14,7,9,home
99,Susceptible,adult,9,14,H_24,9,14,5,4,home
