agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,5,10,H_0,5,10,11,17,home
1,Infected,child,5,10,H_0,5,10,5,5,home
2,Infected,adult,5,10,H_0,5,10,18,6,home
3,Susceptible,adult,5,10,H_0,5,10,16,14,home
4,Vaccinated,adult,4,19,H_1,4,19,18,10,home
5,Susceptible,child,4,19,H_1,4,19,15,15,home
6,Susceptible,child,4,19,H_1,4,19,5,5,home
7,Susceptible,senior,4,19,H_1,4,19,7,0,home
8,Susceptible,child,12,6,H_2,12,6,15,15,home
9,Susceptible,senior,12,6,H_2,12,6,0,13,home
10,Vaccinated,senior,12,6,H_2,12,6,11,7,home
11,Susceptible,child,12,6,H_2,12,6,15,15,home
12,Vaccinated,adult,9,1,H_3,9,1,7,17,home
13,Susceptible,child,9,1,H_3,9,1,15,15,home
14,Susceptible,senior,9,1,H_3,9,1,1,10,home
15,Vaccinated,child,9,1,H_3,9,1,5,5,home
16,Vaccinated,adult,7,7,H_4,7,7,11,6,home
17,Susceptible,adult,7,7,H_4,7,7,3,14,home
18,Susceptible,child,7,7,H_4,7,7,15,15,home
19,Susceptible,adult,7,7,H_4,7,7,0,18,home
20,Susceptible,child,1,8,H_5,1,8,15,15,home
21,Susceptible,child,1,8,H_5,1,8,15,15,home
22,Vaccinated,child,1,8,H_5,1,8,15,15,home
23,Susceptible,senior,1,8,H_5,1,8,6,2,home
24,Susceptible,child,16,14,H_6,16,14,5,5,home
25,Susceptible,child,16,14,H_6,16,14,5,5,home
26,Vaccinated,adult,16,14,H_6,16,14,6,3,home
27,Susceptible,adult,16,14,H_6,16,14,6,15,home
28,Susceptible,adult,15,19,H_7,15,19,7,19,home
29,Vaccinated,adult,15,19,H_7,15,19,10,13,home
30,Vaccinated,adult,15,19,H_7,15,19,5,3,home
31,Susceptible,child,15,19,H_7,15,19,15,15,home
32,Susceptible,child,2,5,H_8,2,5,15,15,home
33,Susceptible,adult,2,5,H_8,2,5,11,0,home
34,Susceptible,senior,2,5,H_8,2,5,10,9,home
35,Susceptible,adult,2,5,H_8,2,5,2,4,home
36,Susceptible,adult,1,6,H_9,1,6,11,18,home
37,Susceptible,adult,1,6,H_9,1,6,0,16,home
38,Susceptible,senior,1,6,H_9,1,6,14,1,home
39,Susceptible,adult,1,6,H_9,1,6,0,1,home
40,Susceptible,adult,15,3,H_10,15,3,10,16,home
41,Susceptible,adult,15,3,H_10,15,3,8,18,home
42,Susceptible,senior,15,3,H_10,15,3,11,18,home
43,Susceptible,adult,15,3,H_10,15,3,12,17,home
44,Vaccinated,child,13,2,H_11,13,2,5,5,home
45,Susceptible,adult,13,2,H_11,13,2,19,3,home
46,Susceptible,adult,13,2,H_11,13,2,8,4,home
47,Vaccinated,adult,13,2,H_11,13,2,5,7,home
48,Susceptible,adult,9,19,H_12,9,19,9,15,home
49,Vaccinated,adult,9,19,H_12,9,19,7,15,home
50,Susceptible,child,9,19,H_12,9,19,5,5,home
51,Susceptible,adult,9,19,H_12,9,19,2,0,home
52,Susceptible,adult,2,7,H_13,2,7,11,16,home
53,Susceptible,child,2,7,H_13,2,7,15,15,home
54,Susceptible,adult,2,7,H_13,2,7,18,5,home
55,Susceptible,child,2,7,H_13,2,7,5,5,home
56,Susceptible,child,4,19,H_14,4,19,15,15,home
57,Susceptible,adult,4,19,H_14,4,19,4,11,home
58,Susceptible,adult,4,19,H_14,4,19,9,8,home
59,Vaccinated,child,4,19,H_14,4,19,15,15,home
60,Susceptible,adult,15,9,H_15,15,9,4,0,home
61,Vaccinated,adult,15,9,H_15,15,9,13,6,home
62,Susceptible,adult,15,9,H_15,15,9,11,10,home
63,Susceptible,adult,15,9,H_15,15,9,2,19,home
64,Susceptible,child,0,16,H_16,0,16,5,5,home
65,Susceptible,adult,0,16,H_16,0,16,8,10,home
66,Susceptible,adult,0,16,H_16,0,16,6,15,home
67,Susceptible,adult,0,16,H_16,0,16,12,2,home
