agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
2199,Susceptible,senior,37,9,H_733,home,37,9,24,9
4838,Susceptible,adult,31,14,H_1612,home,31,14,30,28
4269,Vaccinated,adult,11,87,H_1423,home,11,87,16,43
3127,Vaccinated,adult,28,28,H_1042,home,28,28,49,4
1017,Vaccinated,adult,66,36,H_339,home,66,36,9,65
4439,Susceptible,senior,82,42,H_1479,home,82,42,71,0
3971,Recovered,adult,20,83,H_1323,home,20,83,19,76
2545,Vaccinated,child,68,20,H_848,home,68,20,45,45
3463,Vaccinated,adult,51,43,H_1154,home,51,43,9,58
4292,Vaccinated,adult,27,3,H_1430,home,27,3,55,24
1591,Susceptible,child,13,70,H_530,home,13,70,10,10
2748,Susceptible,senior,23,74,H_916,home,23,74,83,54
3386,Vaccinated,child,3,67,H_1128,home,3,67,75,20
3516,Susceptible,adult,83,78,H_1172,home,83,78,89,57
2493,Vaccinated,adult,30,14,H_831,home,30,14,9,1
676,Vaccinated,adult,60,11,H_225,home,60,11,44,56
3447,Vaccinated,adult,36,22,H_1149,home,36,22,71,32
4661,Vaccinated,adult,32,66,H_1553,home,32,66,10,42
4912,Vaccinated,child,6,47,H_1637,home,6,47,45,45
3251,Vaccinated,child,64,49,H_1083,home,64,49,65,65
4397,Vaccinated,adult,60,16,H_1465,home,60,16,89,6
711,Susceptible,senior,87,66,H_237,home,87,66,81,76
1435,Vaccinated,senior,44,9,H_478,home,44,9,66,73
902,Susceptible,adult,50,85,H_300,home,50,85,56,58
2398,Recovered,child,61,65,H_799,home,61,65,10,10
3939,Susceptible,adult,29,49,H_1313,home,29,49,20,80
4546,Vaccinated,adult,45,62,H_1515,home,45,62,55,31
981,Susceptible,senior,70,62,H_327,home,70,62,26,81
316,Vaccinated,adult,37,61,H_105,home,37,61,31,43
80,Susceptible,child,22,25,H_26,home,22,25,75,20
3856,Vaccinated,adult,82,45,H_1285,home,82,45,34,34
2495,Susceptible,senior,30,14,H_831,home,30,14,30,10
2196,Susceptible,child,10,39,H_732,home,10,39,75,20
2739,Susceptible,senior,7,4,H_913,home,7,4,58,88
4791,Susceptible,adult,31,28,H_1597,home,31,28,72,36
3755,Susceptible,adult,41,54,H_1251,home,41,54,16,27
232,Susceptible,senior,78,2,H_77,home,78,2,22,1
2673,Vaccinated,adult,63,44,H_891,home,63,44,44,67
4060,Susceptible,adult,80,75,H_1353,home,80,75,80,65
3616,Vaccinated,adult,44,47,H_1205,home,44,47,41,18
1168,Susceptible,adult,39,8,H_389,home,39,8,32,86
4246,Susceptible,child,19,40,H_1415,home,19,40,45,45
4281,Vaccinated,adult,18,60,H_1427,home,18,60,55,40
3690,Vaccinated,child,39,20,H_1230,home,39,20,45,45
3174,Vaccinated,senior,54,10,H_1058,home,54,10,13,70
1493,Vaccinated,adult,60,24,H_497,home,60,24,30,26
4712,Susceptible,senior,62,28,H_1570,home,62,28,34,69
1528,Susceptible,adult,6,20,H_509,home,6,20,87,37
581,Susceptible,adult,16,38,H_193,home,16,38,82,66
4347,Susceptible,senior,58,21,H_1449,home,58,21,10,24
4953,Vaccinated,adult,28,58,H_1651,home,28,58,67,34
25,Susceptible,child,27,65,H_8,home,27,65,75,20
3806,Vaccinated,adult,79,54,H_1268,home,79,54,44,13
4381,Vaccinated,child,54,63,H_1460,home,54,63,75,20
1823,Susceptible,senior,71,36,H_607,home,71,36,53,27
2996,Vaccinated,adult,82,73,H_998,home,82,73,58,79
2852,Recovered,adult,15,72,H_950,home,15,72,75,34
4195,Susceptible,adult,67,37,H_1398,home,67,37,67,71
648,Susceptible,adult,88,40,H_216,home,88,40,6,6
4305,Susceptible,adult,87,31,H_1435,home,87,31,15,30
2253,Vaccinated,adult,53,78,H_751,home,53,78,78,10
584,Susceptible,adult,28,27,H_194,home,28,27,24,43
3056,Vaccinated,child,6,68,H_1018,home,6,68,45,45
2873,Vaccinated,child,26,56,H_957,home,26,56,75,20
4497,Susceptible,senior,20,37,H_1499,home,20,37,49,68
4180,Recovered,child,77,7,H_1393,home,77,7,10,10
2641,Susceptible,adult,42,84,H_880,home,42,84,32,82
4998,Vaccinated,adult,12,38,H_1666,home,12,38,60,31
4130,Susceptible,senior,37,4,H_1376,home,37,4,38,84
1560,Vaccinated,adult,70,73,H_520,home,70,73,11,38
3519,Vaccinated,adult,77,25,H_1173,home,77,25,28,75
