agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
3057,Susceptible,adult,82,74,H_1019,home,82,74,29,31
4345,Vaccinated,adult,71,11,H_1448,home,71,11,69,13
3268,Recovered,adult,54,15,H_1089,home,54,15,78,25
2792,Susceptible,senior,34,28,H_930,home,34,28,2,9
117,Recovered,senior,50,12,H_39,home,50,12,46,29
1693,Recovered,adult,80,81,H_564,home,80,81,62,77
2332,Susceptible,adult,27,55,H_777,home,27,55,74,78
366,Vaccinated,adult,5,16,H_122,home,5,16,65,5
1940,Vaccinated,senior,25,86,H_646,home,25,86,41,10
3342,Susceptible,adult,27,79,H_1114,home,27,79,43,37
3906,Susceptible,adult,22,48,H_1302,home,22,48,61,51
2971,Susceptible,senior,35,71,H_990,home,35,71,88,52
85,Susceptible,adult,14,74,H_28,home,14,74,46,37
2632,Vaccinated,adult,20,1,H_877,home,20,1,66,12
2434,Vaccinated,adult,81,62,H_811,home,81,62,53,64
3037,Vaccinated,senior,77,86,H_1012,home,77,86,36,12
461,Vaccinated,adult,41,81,H_153,home,41,81,13,20
2214,Susceptible,senior,74,34,H_738,home,74,34,45,43
619,Recovered,child,68,64,H_206,home,68,64,10,10
1724,Vaccinated,adult,50,15,H_574,home,50,15,58,73
4259,Susceptible,senior,18,41,H_1419,home,18,41,80,45
2008,Vaccinated,adult,24,74,H_669,home,24,74,18,87
4171,Vaccinated,adult,76,70,H_1390,home,76,70,19,9
1268,Recovered,child,2,40,H_422,home,2,40,10,10
2635,Recovered,child,18,2,H_878,home,18,2,45,45
1880,Recovered,child,86,7,H_626,home,86,7,10,10
319,Susceptible,adult,60,69,H_106,home,60,69,41,28
1615,Vaccinated,adult,44,29,H_538,home,44,29,2,84
4037,Vaccinated,adult,31,53,H_1345,home,31,53,41,50
1344,Vaccinated,adult,81,61,H_448,home,81,61,81,8
3320,Recovered,child,26,3,H_1106,home,26,3,45,45
1972,Susceptible,adult,20,60,H_657,home,20,60,41,47
4872,Susceptible,adult,48,74,H_1624,home,48,74,61,24
2719,Recovered,child,44,39,H_906,home,44,39,75,20
2244,Recovered,adult,17,68,H_748,home,17,68,16,11
2631,Recovered,child,20,1,H_877,home,20,1,75,20
666,Vaccinated,adult,86,55,H_222,home,86,55,33,18
3014,Susceptible,adult,69,70,H_1004,home,69,70,49,16
977,Recovered,child,66,10,H_325,home,66,10,25,25
4331,Recovered,adult,59,79,H_1443,home,59,79,65,20
1368,Vaccinated,senior,71,32,H_456,home,71,32,63,84
4589,Vaccinated,adult,49,63,H_1529,home,49,63,42,7
4515,Vaccinated,adult,1,51,H_1505,home,1,51,36,5
2022,Recovered,senior,79,26,H_674,home,79,26,70,31
4206,Vaccinated,adult,32,8,H_1402,home,32,8,68,26
1938,Vaccinated,adult,25,86,H_646,home,25,86,33,0
4187,Recovered,child,73,54,H_1395,home,73,54,45,45
1963,Recovered,adult,88,16,H_654,home,88,16,9,16
4660,Recovered,adult,75,30,H_1553,home,75,30,18,1
1925,Recovered,child,26,44,H_641,home,26,44,10,10
2003,Recovered,child,25,47,H_667,home,25,47,65,65
3575,Recovered,child,55,28,H_1191,home,55,28,45,45
1381,Recovered,adult,58,60,H_460,home,58,60,69,58
3160,Susceptible,adult,72,24,H_1053,home,72,24,27,73
2093,Vaccinated,senior,42,29,H_697,home,42,29,25,40
1996,Susceptible,adult,17,52,H_665,home,17,52,56,32
1192,Susceptible,adult,25,46,H_397,home,25,46,63,68
2884,Susceptible,adult,20,51,H_961,home,20,51,7,65
890,Recovered,child,2,30,H_296,home,2,30,10,10
