agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
3112,Vaccinated,adult,83,88,H_1037,work,20,25,83,88
2164,Susceptible,adult,8,23,H_721,work,89,63,8,23
2903,Susceptible,adult,86,57,H_967,work,84,27,86,57
4210,Vaccinated,adult,75,42,H_1403,work,67,87,75,42
3162,Susceptible,adult,42,52,H_1054,work,69,27,42,52
733,Vaccinated,child,65,65,H_244,school,15,12,65,65
2689,Susceptible,adult,74,15,H_896,work,65,3,74,15
535,Susceptible,child,75,20,H_178,school,15,65,75,20
4120,Susceptible,adult,62,88,H_1373,work,7,3,62,88
4659,Susceptible,senior,74,87,H_1553,home,74,87,51,1
1524,Susceptible,adult,30,54,H_508,work,5,51,30,54
98,Susceptible,adult,89,5,H_32,work,86,36,89,5
1601,Susceptible,adult,56,49,H_533,work,20,35,56,49
1628,Vaccinated,adult,37,55,H_542,work,41,23,37,55
2910,Susceptible,senior,27,25,H_970,home,27,25,33,88
3691,Susceptible,senior,0,50,H_1230,home,0,50,58,57
991,Susceptible,adult,44,49,H_330,work,16,19,44,49
4183,Susceptible,adult,83,52,H_1394,work,40,59,83,52
1286,Susceptible,child,75,20,H_428,school,25,87,75,20
1536,Susceptible,adult,72,3,H_512,work,3,69,72,3
3536,Susceptible,senior,37,84,H_1178,work,24,28,37,84
2949,Susceptible,adult,63,6,H_983,work,69,59,63,6
3273,Susceptible,adult,56,20,H_1091,work,71,28,56,20
4597,Vaccinated,adult,54,4,H_1532,work,42,30,54,4
3287,Vaccinated,adult,65,47,H_1095,work,55,11,65,47
1087,Vaccinated,child,25,25,H_362,school,48,4,25,25
3868,Susceptible,adult,30,42,H_1289,work,14,52,30,42
973,Susceptible,senior,4,31,H_324,work,73,24,4,31
2589,Vaccinated,adult,43,18,H_863,work,4,39,43,18
3761,Vaccinated,adult,23,81,H_1253,work,82,53,23,81
4145,Vaccinated,adult,78,3,H_1381,work,58,56,78,3
4310,Susceptible,adult,6,66,H_1436,work,41,12,6,66
3373,Susceptible,adult,75,20,H_1124,work,23,20,75,20
1105,Vaccinated,senior,9,73,H_368,work,4,47,9,73
181,Susceptible,adult,44,50,H_60,work,88,23,44,50
2798,Susceptible,adult,26,63,H_932,work,1,89,26,63
3588,Susceptible,senior,9,58,H_1196,work,64,61,9,58
3765,Susceptible,adult,36,44,H_1255,work,85,14,36,44
2746,Susceptible,adult,61,63,H_915,work,17,71,61,63
4115,Vaccinated,adult,82,45,H_1371,work,37,83,82,45
767,Susceptible,child,75,20,H_255,school,18,86,75,20
1177,Vaccinated,adult,68,4,H_392,work,81,81,68,4
745,Vaccinated,adult,67,81,H_248,work,52,60,67,81
3632,Vaccinated,adult,19,31,H_1210,work,63,58,19,31
2870,Susceptible,adult,33,9,H_956,work,26,78,33,9
4049,Susceptible,adult,27,51,H_1349,work,62,86,27,51
2674,Susceptible,senior,75,59,H_891,work,87,88,75,59
4842,Vaccinated,child,10,10,H_1614,school,49,71,10,10
2210,Vaccinated,adult,59,58,H_736,work,83,60,59,58
883,Susceptible,senior,86,48,H_294,work,60,27,86,48
4441,Susceptible,senior,80,86,H_1480,work,0,35,80,86
4948,Susceptible,senior,20,77,H_1649,home,20,77,76,87
4947,Susceptible,child,25,25,H_1649,school,20,77,25,25
2696,Vaccinated,adult,66,67,H_898,work,69,45,66,67
2182,Vaccinated,senior,58,17,H_727,home,58,17,73,58
2933,Susceptible,senior,41,46,H_977,home,41,46,63,38
3522,Recovered,child,45,45,H_1174,school,34,22,45,45
2709,Vaccinated,adult,67,65,H_903,work,85,23,67,65
3863,Susceptible,adult,89,50,H_1287,work,37,15,89,50
1391,Susceptible,adult,39,46,H_463,work,82,42,39,46
2997,Vaccinated,adult,51,45,H_999,work,42,75,51,45
1096,Susceptible,adult,83,89,H_365,work,59,50,83,89
1066,Vaccinated,adult,68,41,H_355,work,57,77,68,41
1504,Susceptible,senior,35,70,H_501,home,35,70,52,1
3730,Vaccinated,adult,62,19,H_1243,work,59,23,62,19
2877,Susceptible,child,25,25,H_959,school,83,35,25,25
1121,Susceptible,child,10,10,H_373,school,44,20,10,10
2068,Susceptible,adult,12,74,H_689,work,17,30,12,74
1516,Susceptible,senior,10,16,H_505,home,10,16,30,36
1300,Vaccinated,adult,16,34,H_433,work,19,13,16,34
1187,Vaccinated,senior,5,46,H_395,home,5,46,19,11
1112,Susceptible,adult,78,7,H_370,work,84,86,78,7
3260,Susceptible,adult,26,58,H_1086,work,5,68,26,58
1394,Susceptible,adult,76,20,H_464,work,73,81,76,20
4519,Susceptible,senior,66,79,H_1506,work,71,11,66,79
3577,Susceptible,senior,3,24,H_1192,work,69,14,3,24
2439,Vaccinated,adult,64,65,H_813,work,47,83,64,65
2530,Vaccinated,child,75,20,H_843,school,61,56,75,20
220,Vaccinated,senior,65,62,H_73,home,65,62,18,40
4723,Susceptible,adult,36,49,H_1574,work,1,72,36,49
4978,Susceptible,adult,73,16,H_1659,work,20,25,73,16
2061,Susceptible,adult,28,16,H_687,work,29,73,28,16
3222,Susceptible,adult,10,52,H_1074,work,43,11,10,52
3398,Susceptible,adult,26,71,H_1132,work,0,3,26,71
913,Vaccinated,adult,63,35,H_304,work,78,0,63,35
2073,Susceptible,adult,24,81,H_691,work,46,6,24,81
4920,Susceptible,adult,72,64,H_1640,work,20,86,72,64
2926,Vaccinated,adult,89,33,H_975,work,78,65,89,33
280,Recovered,adult,41,46,H_93,work,43,71,41,46
1364,Susceptible,child,10,10,H_454,school,75,7,10,10
547,Susceptible,adult,66,3,H_182,work,13,79,66,3
2091,Susceptible,adult,68,52,H_697,work,19,30,68,52
493,Susceptible,adult,3,53,H_164,work,89,48,3,53
4367,Susceptible,adult,40,56,H_1455,work,52,81,40,56
2609,Vaccinated,adult,85,33,H_869,work,27,65,85,33
3612,Vaccinated,adult,89,27,H_1204,work,10,85,89,27
3409,Vaccinated,senior,45,19,H_1136,work,84,61,45,19
2865,Vaccinated,adult,22,9,H_955,work,84,28,22,9
47,Susceptible,child,65,65,H_15,school,56,30,65,65
3938,Vaccinated,senior,61,43,H_1312,home,61,43,69,53
2152,Susceptible,adult,67,61,H_717,work,71,23,67,61
1311,Susceptible,senior,80,28,H_437,work,27,82,80,28
4452,Vaccinated,adult,35,13,H_1484,work,11,42,35,13
4537,Vaccinated,senior,16,60,H_1512,work,48,71,16,60
3155,Susceptible,child,25,25,H_1051,school,79,72,25,25
1038,Susceptible,adult,72,13,H_346,work,21,76,72,13
304,Susceptible,adult,66,30,H_101,work,83,58,66,30
1676,Susceptible,adult,11,18,H_558,work,1,47,11,18
3871,Susceptible,adult,3,52,H_1290,work,80,82,3,52
4455,Susceptible,adult,65,25,H_1485,work,54,57,65,25
3968,Vaccinated,child,45,45,H_1322,school,55,72,45,45
1719,Susceptible,child,45,45,H_573,school,22,70,45,45
2969,Susceptible,adult,58,2,H_989,work,52,5,58,2
3236,Vaccinated,adult,24,68,H_1078,work,62,26,24,68
2527,Susceptible,adult,61,8,H_842,work,35,30,61,8
1002,Vaccinated,child,25,25,H_334,school,82,18,25,25
2777,Susceptible,adult,68,36,H_925,work,45,76,68,36
1120,Susceptible,child,10,10,H_373,school,44,20,10,10
270,Vaccinated,child,10,10,H_90,school,34,79,10,10
370,Susceptible,adult,59,69,H_123,work,68,46,59,69
1362,Recovered,child,25,25,H_454,school,75,7,25,25
3361,Vaccinated,senior,43,11,H_1120,work,62,36,43,11
3671,Susceptible,adult,69,31,H_1223,work,0,19,69,31
1828,Susceptible,child,10,10,H_609,school,29,85,10,10
675,Susceptible,senior,6,78,H_225,work,86,44,6,78
980,Susceptible,adult,67,59,H_326,work,28,11,67,59
1744,Recovered,child,45,45,H_581,school,64,54,45,45
3755,Susceptible,adult,25,30,H_1251,work,49,88,25,30
1067,Vaccinated,child,25,25,H_355,school,57,77,25,25
815,Susceptible,adult,38,12,H_271,work,53,44,38,12
812,Vaccinated,adult,80,51,H_270,work,14,54,80,51
4019,Vaccinated,adult,15,20,H_1339,work,60,66,15,20
4268,Vaccinated,adult,34,1,H_1422,work,37,65,34,1
702,Vaccinated,child,75,20,H_234,school,87,45,75,20
248,Vaccinated,senior,0,49,H_82,work,30,7,0,49
4618,Vaccinated,adult,31,11,H_1539,work,38,66,31,11
1512,Susceptible,adult,9,40,H_504,work,58,6,9,40
3455,Vaccinated,adult,45,13,H_1151,work,22,18,45,13
568,Susceptible,adult,17,28,H_189,work,25,40,17,28
2273,Vaccinated,adult,44,75,H_757,work,47,59,44,75
4380,Susceptible,senior,0,25,H_1460,work,83,87,0,25
4712,Vaccinated,child,75,20,H_1570,school,35,19,75,20
4279,Vaccinated,senior,58,19,H_1426,work,57,88,58,19
4629,Vaccinated,adult,10,50,H_1543,work,55,81,10,50
4465,Susceptible,adult,61,14,H_1488,work,86,44,61,14
4008,Vaccinated,child,10,10,H_1336,school,7,6,10,10
1956,Vaccinated,adult,13,39,H_652,work,52,59,13,39
830,Susceptible,adult,42,48,H_276,work,51,7,42,48
1981,Vaccinated,adult,34,38,H_660,work,66,1,34,38
711,Susceptible,adult,45,41,H_237,work,56,55,45,41
3286,Susceptible,senior,21,73,H_1095,work,55,11,21,73
173,Susceptible,adult,84,43,H_57,work,2,73,84,43
1882,Susceptible,adult,4,35,H_627,work,87,71,4,35
4462,Susceptible,adult,39,30,H_1487,work,42,16,39,30
1352,Susceptible,adult,38,49,H_450,work,61,28,38,49
509,Susceptible,senior,7,28,H_169,home,7,28,76,20
3719,Recovered,senior,82,76,H_1239,work,63,55,82,76
4560,Vaccinated,senior,36,33,H_1520,home,36,33,48,50
