agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
1680,Susceptible,adult,58,48,H_560,work,85,69,58,48
2893,Susceptible,adult,26,68,H_964,work,51,46,26,68
3820,Susceptible,adult,47,73,H_1273,work,69,48,47,73
4981,Susceptible,adult,13,40,H_1660,work,48,54,13,40
4681,Susceptible,adult,15,85,H_1560,work,57,10,15,85
3458,Susceptible,adult,7,44,H_1152,work,86,57,7,44
3693,Susceptible,senior,70,57,H_1231,work,44,13,70,57
4394,Recovered,child,75,20,H_1464,school,35,64,75,20
2921,Susceptible,adult,48,75,H_973,work,85,26,48,75
4604,Recovered,child,10,10,H_1534,school,53,1,10,10
1303,Susceptible,adult,89,65,H_434,work,84,35,89,65
1848,Susceptible,adult,6,45,H_616,work,43,58,6,45
2669,Susceptible,senior,58,50,H_889,home,58,50,14,42
4936,Vaccinated,senior,61,53,H_1645,work,46,49,61,53
1873,Susceptible,adult,35,38,H_624,work,87,68,35,38
2212,Susceptible,adult,19,11,H_737,work,43,42,19,11
255,Recovered,child,65,65,H_85,school,33,28,65,65
4403,Susceptible,adult,61,76,H_1467,work,74,59,61,76
2465,Susceptible,adult,10,61,H_821,work,57,68,10,61
2982,Vaccinated,adult,13,89,H_994,work,56,19,13,89
1544,Recovered,senior,65,44,H_514,home,65,44,69,41
1767,Vaccinated,senior,21,25,H_589,work,16,2,21,25
4195,Susceptible,adult,58,42,H_1398,work,67,18,58,42
2729,Susceptible,adult,49,35,H_909,work,25,54,49,35
1791,Recovered,adult,23,37,H_597,work,89,71,23,37
4734,Susceptible,adult,81,45,H_1578,work,17,25,81,45
79,Susceptible,adult,66,74,H_26,work,13,74,66,74
635,Susceptible,adult,77,71,H_211,work,56,55,77,71
2345,Recovered,child,10,10,H_781,school,7,31,10,10
1891,Vaccinated,adult,69,50,H_630,work,13,38,69,50
3138,Recovered,senior,63,28,H_1046,work,56,9,63,28
1758,Vaccinated,adult,9,59,H_586,work,87,37,9,59
1918,Vaccinated,adult,54,63,H_639,work,89,17,54,63
1723,Susceptible,senior,55,89,H_574,work,44,4,55,89
3852,Susceptible,adult,6,58,H_1284,work,52,71,6,58
4872,Recovered,child,10,10,H_1624,school,75,82,10,10
824,Susceptible,adult,89,64,H_274,work,56,70,89,64
4570,Vaccinated,adult,80,75,H_1523,work,75,74,80,75
2502,Susceptible,adult,76,43,H_834,work,53,86,76,43
4476,Susceptible,adult,53,58,H_1492,work,10,23,53,58
2054,Susceptible,senior,80,40,H_684,work,86,49,80,40
2657,Vaccinated,senior,71,25,H_885,work,14,74,71,25
2524,Vaccinated,adult,13,87,H_841,work,40,8,13,87
3453,Recovered,child,75,20,H_1151,school,9,36,75,20
951,Recovered,child,75,20,H_317,school,34,7,75,20
2053,Susceptible,adult,69,51,H_684,work,86,49,69,51
3619,Susceptible,adult,35,9,H_1206,work,54,84,35,9
2568,Susceptible,senior,12,20,H_856,home,12,20,65,12
1362,Vaccinated,adult,24,2,H_454,work,59,53,24,2
4244,Recovered,senior,80,32,H_1414,home,80,32,42,47
668,Susceptible,adult,88,83,H_222,work,83,64,88,83
2193,Susceptible,adult,49,13,H_731,work,6,31,49,13
686,Susceptible,senior,4,50,H_228,work,11,16,4,50
1958,Recovered,child,10,10,H_652,school,2,0,10,10
3294,Susceptible,senior,83,10,H_1098,home,83,10,87,69
1920,Susceptible,senior,44,31,H_640,home,44,31,46,56
2055,Susceptible,adult,41,66,H_685,work,81,67,41,66
3157,Recovered,child,25,25,H_1052,school,53,9,25,25
2915,Recovered,child,10,10,H_971,school,57,2,10,10
404,Susceptible,adult,13,74,H_134,work,56,88,13,74
2591,Vaccinated,adult,45,27,H_863,work,53,47,45,27
410,Susceptible,adult,38,25,H_136,work,17,14,38,25
3498,Susceptible,adult,88,32,H_1166,work,26,61,88,32
2679,Susceptible,adult,15,63,H_893,work,10,35,15,63
3083,Susceptible,senior,63,24,H_1027,home,63,24,62,53
3686,Recovered,child,45,45,H_1228,school,81,66,45,45
4562,Recovered,child,10,10,H_1520,school,56,32,10,10
1578,Recovered,child,45,45,H_526,school,72,67,45,45
3227,Recovered,child,65,65,H_1075,school,29,45,65,65
2456,Recovered,senior,65,62,H_818,work,54,38,65,62
3026,Recovered,child,25,25,H_1008,school,52,59,25,25
4313,Vaccinated,adult,40,85,H_1437,work,41,51,40,85
4861,Susceptible,senior,27,6,H_1620,work,61,83,27,6
4123,Susceptible,adult,23,46,H_1374,work,81,71,23,46
2813,Susceptible,adult,24,7,H_937,work,27,59,24,7
3876,Susceptible,adult,88,78,H_1292,work,46,43,88,78
3126,Recovered,child,65,65,H_1042,school,83,27,65,65
2396,Susceptible,adult,68,18,H_798,work,84,83,68,18
2616,Recovered,adult,40,52,H_872,work,31,20,40,52
4468,Susceptible,adult,65,54,H_1489,work,28,87,65,54
123,Recovered,child,75,20,H_41,school,14,38,75,20
2475,Recovered,adult,48,74,H_825,work,67,21,48,74
4708,Recovered,child,25,25,H_1569,school,47,9,25,25
1386,Susceptible,adult,50,42,H_462,work,26,22,50,42
1112,Vaccinated,senior,72,11,H_370,home,72,11,46,70
1330,Vaccinated,senior,55,60,H_443,work,63,89,55,60
504,Susceptible,senior,40,2,H_168,work,71,60,40,2
4736,Vaccinated,senior,85,63,H_1578,work,17,25,85,63
2763,Vaccinated,adult,67,22,H_921,work,11,11,67,22
2009,Susceptible,adult,35,84,H_669,work,45,29,35,84
2329,Recovered,child,45,45,H_776,school,14,64,45,45
2993,Vaccinated,senior,24,54,H_997,home,24,54,88,8
3034,Vaccinated,adult,10,15,H_1011,work,71,81,10,15
2048,Vaccinated,adult,70,66,H_682,work,46,28,70,66
524,Vaccinated,adult,32,51,H_174,work,85,26,32,51
3260,Susceptible,adult,60,38,H_1086,work,9,62,60,38
31,Susceptible,adult,34,38,H_10,work,55,50,34,38
4101,Susceptible,adult,20,7,H_1367,work,17,52,20,7
4207,Vaccinated,senior,7,86,H_1402,home,7,86,7,42
3076,Susceptible,adult,57,52,H_1025,work,55,66,57,52
1715,Vaccinated,adult,20,13,H_571,work,61,45,20,13
95,Susceptible,adult,22,15,H_31,work,42,42,22,15
3900,Susceptible,senior,35,25,H_1300,home,35,25,38,18
4075,Vaccinated,adult,55,89,H_1358,work,45,33,55,89
268,Susceptible,adult,21,76,H_89,work,13,89,21,76
2839,Vaccinated,senior,6,68,H_946,home,6,68,1,78
320,Vaccinated,adult,89,15,H_106,work,9,61,89,15
643,Vaccinated,adult,28,54,H_214,work,19,56,28,54
2748,Susceptible,senior,12,11,H_916,home,12,11,78,34
2796,Susceptible,adult,7,79,H_932,work,63,40,7,79
4039,Recovered,child,10,10,H_1346,school,13,73,10,10
3561,Susceptible,senior,70,37,H_1187,work,61,30,70,37
4916,Vaccinated,adult,43,50,H_1638,work,22,87,43,50
680,Susceptible,adult,78,65,H_226,work,40,46,78,65
4056,Susceptible,adult,58,10,H_1352,work,52,80,58,10
3309,Vaccinated,senior,29,63,H_1103,home,29,63,64,8
171,Vaccinated,adult,60,19,H_57,work,15,68,60,19
316,Recovered,child,45,45,H_105,school,34,82,45,45
1451,Recovered,child,25,25,H_483,school,57,40,25,25
3941,Vaccinated,adult,17,70,H_1313,work,1,32,17,70
4882,Susceptible,adult,85,82,H_1627,work,12,73,85,82
4037,Susceptible,adult,80,52,H_1345,work,35,51,80,52
1588,Recovered,child,45,45,H_529,school,26,66,45,45
3046,Recovered,child,75,20,H_1015,school,40,69,75,20
4791,Susceptible,adult,62,71,H_1597,work,36,55,62,71
136,Vaccinated,senior,77,10,H_45,home,77,10,19,5
1508,Recovered,child,45,45,H_502,school,81,52,45,45
1644,Recovered,child,75,20,H_548,school,14,3,75,20
4152,Susceptible,adult,2,41,H_1384,work,81,9,2,41
1387,Vaccinated,adult,70,3,H_462,work,26,22,70,3
1853,Recovered,child,75,20,H_617,school,11,80,75,20
409,Susceptible,adult,37,7,H_136,work,17,14,37,7
3814,Vaccinated,adult,68,14,H_1271,work,12,65,68,14
3388,Recovered,adult,23,78,H_1129,work,20,63,23,78
1898,Susceptible,adult,60,19,H_632,work,62,23,60,19
422,Recovered,senior,41,46,H_140,work,89,57,41,46
1924,Susceptible,adult,6,46,H_641,work,84,27,6,46
476,Recovered,child,45,45,H_158,school,65,46,45,45
2303,Vaccinated,adult,6,66,H_767,work,38,79,6,66
2022,Vaccinated,adult,88,61,H_674,work,59,85,88,61
318,Vaccinated,senior,1,22,H_106,work,9,61,1,22
2917,Vaccinated,adult,79,12,H_972,work,80,69,79,12
1165,Vaccinated,adult,71,39,H_388,work,82,5,71,39
1738,Vaccinated,senior,42,69,H_579,home,42,69,19,13
735,Vaccinated,adult,29,66,H_245,work,1,7,29,66
1568,Susceptible,senior,10,83,H_522,work,87,40,10,83
1420,Recovered,child,10,10,H_473,school,46,29,10,10
1269,Vaccinated,senior,33,85,H_423,home,33,85,0,16
564,Recovered,child,65,65,H_188,school,53,59,65,65
714,Recovered,child,25,25,H_238,school,45,89,25,25
2841,Recovered,adult,66,66,H_947,work,37,49,66,66
2068,Vaccinated,child,10,10,H_689,school,22,85,10,10
2805,Recovered,child,45,45,H_935,school,39,75,45,45
1527,Vaccinated,senior,33,0,H_509,work,0,22,33,0
2842,Vaccinated,adult,33,34,H_947,work,37,49,33,34
2835,Susceptible,senior,44,67,H_945,home,44,67,52,66
3198,Vaccinated,adult,23,27,H_1066,work,50,15,23,27
147,Susceptible,adult,84,78,H_49,work,73,39,84,78
4001,Susceptible,adult,88,53,H_1333,work,54,12,88,53
4636,Susceptible,adult,26,2,H_1545,work,20,63,26,2
3594,Susceptible,adult,29,17,H_1198,work,21,60,29,17
2346,Susceptible,adult,42,26,H_782,work,7,53,42,26
4830,Vaccinated,adult,76,89,H_1610,work,74,69,76,89
334,Susceptible,adult,81,50,H_111,work,19,36,81,50
4358,Vaccinated,adult,71,55,H_1452,work,81,7,71,55
4865,Susceptible,adult,57,77,H_1621,work,40,62,57,77
1287,Susceptible,adult,28,10,H_429,work,0,38,28,10
2073,Recovered,child,45,45,H_691,school,42,6,45,45
2135,Recovered,adult,75,89,H_711,work,65,58,75,89
2762,Susceptible,senior,62,18,H_920,work,8,23,62,18
1343,Vaccinated,adult,38,46,H_447,work,50,48,38,46
2422,Recovered,child,45,45,H_807,school,82,5,45,45
3813,Vaccinated,adult,11,18,H_1271,work,12,65,11,18
761,Susceptible,senior,51,13,H_253,work,38,34,51,13
4443,Recovered,child,45,45,H_1481,school,16,28,45,45
4151,Vaccinated,senior,82,26,H_1383,home,82,26,10,31
1261,Susceptible,adult,30,11,H_420,work,71,33,30,11
2971,Susceptible,adult,2,57,H_990,work,31,24,2,57
1864,Recovered,child,65,65,H_621,school,39,4,65,65
3269,Recovered,adult,38,39,H_1089,work,20,81,38,39
3244,Recovered,child,65,65,H_1081,school,5,77,65,65
4905,Recovered,child,75,20,H_1635,school,47,49,75,20
4767,Susceptible,adult,9,76,H_1589,work,20,64,9,76
4502,Recovered,child,10,10,H_1500,school,70,88,10,10
290,Vaccinated,adult,28,38,H_96,work,14,42,28,38
4342,Vaccinated,adult,5,65,H_1447,work,69,86,5,65
211,Susceptible,adult,89,25,H_70,work,23,68,89,25
2182,Recovered,child,65,65,H_727,school,49,81,65,65
276,Recovered,adult,6,33,H_92,work,53,25,6,33
688,Susceptible,adult,56,71,H_229,work,1,66,56,71
757,Susceptible,adult,13,54,H_252,work,82,50,13,54
507,Recovered,child,75,20,H_169,school,69,82,75,20
4661,Susceptible,adult,29,68,H_1553,work,47,70,29,68
4992,Susceptible,adult,68,65,H_1664,work,70,1,68,65
540,Recovered,adult,8,87,H_180,work,45,0,8,87
87,Susceptible,adult,55,67,H_29,work,12,79,55,67
394,Vaccinated,adult,8,37,H_131,work,59,53,8,37
23,Susceptible,senior,65,55,H_7,home,65,55,68,61
2087,Susceptible,senior,65,4,H_695,work,25,11,65,4
1202,Vaccinated,senior,36,45,H_400,home,36,45,54,3
3610,Recovered,senior,32,53,H_1203,home,32,53,41,61
3463,Vaccinated,adult,60,24,H_1154,work,10,2,60,24
2379,Recovered,adult,85,33,H_793,work,79,63,85,33
4423,Recovered,child,65,65,H_1474,school,23,70,65,65
4866,Vaccinated,senior,24,43,H_1622,work,72,77,24,43
1655,Susceptible,adult,30,60,H_551,work,6,36,30,60
10,Recovered,adult,84,32,H_3,work,85,89,84,32
1473,Susceptible,adult,84,56,H_491,work,9,38,84,56
