agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,16,14,H_0,16,14,18,18,home
1,Infected,adult,16,14,H_0,16,14,3,11,home
2,Infected,adult,16,14,H_0,16,14,17,3,home
3,Susceptible,adult,16,14,H_0,16,14,6,6,home
4,Vaccinated,adult,5,14,H_1,5,14,8,5,home
5,Susceptible,adult,5,14,H_1,5,14,12,1,home
6,Susceptible,adult,5,14,H_1,5,14,0,17,home
7,Susceptible,adult,5,14,H_1,5,14,13,6,home
8,Susceptible,senior,16,3,H_2,16,3,13,1,home
9,Susceptible,adult,16,3,H_2,16,3,11,15,home
10,Vaccinated,adult,16,3,H_2,16,3,7,19,home
11,Susceptible,child,16,3,H_2,16,3,5,5,home
12,Vaccinated,adult,1,16,H_3,1,16,17,10,home
13,Susceptible,adult,1,16,H_3,1,16,8,2,home
14,Susceptible,child,1,16,H_3,1,16,5,5,home
15,Vaccinated,adult,1,16,H_3,1,16,11,13,home
16,Vaccinated,adult,5,15,H_4,5,15,9,14,home
17,Susceptible,adult,5,15,H_4,5,15,5,2,home
18,Susceptible,senior,5,15,H_4,5,15,17,8,home
19,Susceptible,adult,5,15,H_4,5,15,18,3,home
20,Susceptible,senior,14,1,H_5,14,1,7,4,home
21,Susceptible,child,14,1,H_5,14,1,5,5,home
22,Vaccinated,adult,14,1,H_5,14,1,14,9,home
23,Susceptible,child,14,1,H_5,14,1,5,5,home
24,Susceptible,child,6,12,H_6,6,12,15,15,home
25,Susceptible,child,6,12,H_6,6,12,15,15,home
26,Vaccinated,senior,6,12,H_6,6,12,13,9,home
27,Susceptible,child,6,12,H_6,6,12,5,5,home
28,Susceptible,senior,16,9,H_7,16,9,2,4,home
29,Vaccinated,adult,16,9,H_7,16,9,19,14,home
30,Vaccinated,senior,16,9,H_7,16,9,18,16,home
31,Susceptible,adult,16,9,H_7,16,9,17,15,home
32,Susceptible,adult,3,18,H_8,3,18,1,1,home
33,Susceptible,adult,3,18,H_8,3,18,11,8,home
34,Susceptible,child,3,18,H_8,3,18,15,15,home
35,Susceptible,adult,3,18,H_8,3,18,3,9,home
36,Susceptible,adult,17,8,H_9,17,8,15,7,home
37,Susceptible,adult,17,8,H_9,17,8,17,12,home
38,Susceptible,senior,17,8,H_9,17,8,0,8,home
39,Susceptible,adult,17,8,H_9,17,8,13,14,home
40,Susceptible,child,6,10,H_10,6,10,15,15,home
41,Susceptible,senior,6,10,H_10,6,10,6,14,home
42,Susceptible,senior,6,10,H_10,6,10,3,2,home
43,Susceptible,adult,6,10,H_10,6,10,10,8,home
44,Vaccinated,adult,10,1,H_11,10,1,13,8,home
45,Susceptible,adult,10,1,H_11,10,1,11,1,home
46,Susceptible,child,10,1,H_11,10,1,15,15,home
47,Vaccinated,senior,10,1,H_11,10,1,12,3,home
48,Susceptible,adult,8,6,H_12,8,6,7,2,home
49,Vaccinated,child,8,6,H_12,8,6,5,5,home
50,Susceptible,senior,8,6,H_12,8,6,9,11,home
51,Susceptible,adult,8,6,H_12,8,6,2,4,home
52,Susceptible,adult,14,11,H_13,14,11,11,0,home
53,Susceptible,adult,14,11,H_13,14,11,5,8,home
54,Susceptible,adult,14,11,H_13,14,11,18,6,home
