agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,child,2,9,H_0,2,9,5,5,home
1,Infected,adult,2,9,H_0,2,9,10,9,home
2,Infected,adult,2,9,H_0,2,9,4,11,home
3,Susceptible,adult,2,9,H_0,2,9,1,16,home
4,Vaccinated,senior,18,12,H_1,18,12,4,15,home
5,Susceptible,senior,18,12,H_1,18,12,18,4,home
6,Susceptible,child,18,12,H_1,18,12,5,5,home
7,Susceptible,adult,18,12,H_1,18,12,13,7,home
8,Susceptible,adult,7,3,H_2,7,3,10,11,home
9,Susceptible,adult,7,3,H_2,7,3,5,11,home
10,Vaccinated,adult,7,3,H_2,7,3,2,19,home
11,Susceptible,senior,7,3,H_2,7,3,1,15,home
12,Vaccinated,child,5,9,H_3,5,9,5,5,home
13,Susceptible,adult,5,9,H_3,5,9,14,17,home
14,Susceptible,adult,5,9,H_3,5,9,3,15,home
15,Vaccinated,child,5,9,H_3,5,9,5,5,home
16,Vaccinated,adult,5,4,H_4,5,4,7,11,home
17,Susceptible,senior,5,4,H_4,5,4,14,1,home
18,Susceptible,child,5,4,H_4,5,4,5,5,home
19,Susceptible,adult,5,4,H_4,5,4,15,15,home
20,Susceptible,adult,10,17,H_5,10,17,11,7,home
21,Susceptible,senior,10,17,H_5,10,17,8,4,home
22,Vaccinated,senior,10,17,H_5,10,17,8,15,home
23,Susceptible,adult,10,17,H_5,10,17,7,8,home
24,Susceptible,adult,4,19,H_6,4,19,18,1,home
25,Susceptible,child,4,19,H_6,4,19,15,15,home
26,Vaccinated,adult,4,19,H_6,4,19,7,19,home
27,Susceptible,adult,4,19,H_6,4,19,16,19,home
28,Susceptible,adult,11,2,H_7,11,2,17,3,home
29,Vaccinated,adult,11,2,H_7,11,2,6,7,home
30,Vaccinated,child,11,2,H_7,11,2,15,15,home
31,Susceptible,child,11,2,H_7,11,2,15,15,home
32,Susceptible,senior,8,8,H_8,8,8,8,12,home
33,Susceptible,adult,8,8,H_8,8,8,15,9,home
34,Susceptible,senior,8,8,H_8,8,8,17,14,home
35,Susceptible,senior,8,8,H_8,8,8,15,17,home
36,Susceptible,adult,8,13,H_9,8,13,12,16,home
37,Susceptible,senior,8,13,H_9,8,13,3,4,home
38,Susceptible,adult,8,13,H_9,8,13,17,19,home
39,Susceptible,adult,8,13,H_9,8,13,0,10,home
40,Susceptible,adult,16,8,H_10,16,8,10,13,home
41,Susceptible,adult,16,8,H_10,16,8,0,15,home
42,Susceptible,child,16,8,H_10,16,8,15,15,home
43,Susceptible,child,16,8,H_10,16,8,5,5,home
44,Vaccinated,child,16,18,H_11,16,18,15,15,home
45,Susceptible,adult,16,18,H_11,16,18,6,18,home
46,Susceptible,senior,16,18,H_11,16,18,9,5,home
47,Vaccinated,adult,16,18,H_11,16,18,19,5,home
48,Susceptible,adult,9,10,H_12,9,10,15,19,home
49,Vaccinated,adult,9,10,H_12,9,10,6,2,home
50,Susceptible,adult,9,10,H_12,9,10,6,0,home
51,Susceptible,senior,9,10,H_12,9,10,0,17,home
52,Susceptible,adult,7,7,H_13,7,7,1,13,home
53,Susceptible,adult,7,7,H_13,7,7,2,16,home
54,Susceptible,adult,7,7,H_13,7,7,8,2,home
55,Susceptible,adult,7,7,H_13,7,7,10,14,home
56,Susceptible,adult,7,2,H_14,7,2,4,8,home
57,Susceptible,adult,7,2,H_14,7,2,0,14,home
58,Susceptible,adult,7,2,H_14,7,2,18,14,home
59,Vaccinated,adult,7,2,H_14,7,2,8,8,home
60,Susceptible,adult,1,5,H_15,1,5,7,1,home
61,Vaccinated,adult,1,5,H_15,1,5,3,3,home
62,Susceptible,child,1,5,H_15,1,5,5,5,home
63,Susceptible,adult,1,5,H_15,1,5,2,15,home
64,Susceptible,adult,6,7,H_16,6,7,11,15,home
65,Susceptible,senior,6,7,H_16,6,7,15,12,home
66,Susceptible,senior,6,7,H_16,6,7,13,16,home
67,Susceptible,child,6,7,H_16,6,7,5,5,home
68,Susceptible,adult,3,6,H_17,3,6,3,14,home
69,Susceptible,child,3,6,H_17,3,6,5,5,home
70,Vaccinated,child,3,6,H_17,3,6,5,5,home
71,Susceptible,senior,3,6,H_17,3,6,6,5,home
72,Susceptible,adult,10,15,H_18,10,15,14,16,home
73,Susceptible,senior,10,15,H_18,10,15,6,7,home
74,Susceptible,adult,10,15,H_18,10,15,9,17,home
75,Susceptible,adult,10,15,H_18,10,15,6,7,home
76,Susceptible,senior,6,9,H_19,6,9,16,6,home
77,Susceptible,adult,6,9,H_19,6,9,9,10,home
78,Susceptible,senior,6,9,H_19,6,9,16,19,home
79,Susceptible,adult,6,9,H_19,6,9,17,6,home
80,Susceptible,senior,19,16,H_20,19,16,17,16,home
81,Susceptible,child,19,16,H_20,19,16,5,5,home
82,Susceptible,child,19,16,H_20,19,16,5,5,home
83,Susceptible,senior,19,16,H_20,19,16,4,13,home
84,Susceptible,adult,2,1,H_21,2,1,13,7,home
85,Susceptible,adult,2,1,H_21,2,1,17,6,home
86,Susceptible,child,2,1,H_21,2,1,15,15,home
87,Susceptible,adult,2,1,H_21,2,1,19,15,home
88,Susceptible,adult,11,10,H_22,11,10,19,8,home
89,Susceptible,senior,11,10,H_22,11,10,14,7,home
90,Susceptible,adult,11,10,H_22,11,10,11,5,home
91,Vaccinated,adult,11,10,H_22,11,10,9,8,home
92,Vaccinated,adult,11,11,H_23,11,11,14,16,home
93,Vaccinated,adult,11,11,H_23,11,11,16,12,home
94,Susceptible,adult,11,11,H_23,11,11,7,3,home
95,Susceptible,child,11,11,H_23,11,11,15,15,home
96,Susceptible,adult,0,6,H_24,0,6,3,15,home
97,Vaccinated,adult,0,6,H_24,0,6,10,2,home
98,Susceptible,senior,0,6,H_24,0,6,5,3,home
99,Susceptible,adult,0,6,H_24,0,6,15,6,home
