agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,senior,8,12,H_0,8,12,4,10,home
1,Infected,adult,8,12,H_0,8,12,4,14,home
2,Infected,child,8,12,H_0,8,12,5,5,home
3,Susceptible,adult,8,12,H_0,8,12,2,8,home
4,Vaccinated,adult,17,17,H_1,17,17,15,7,home
5,Susceptible,adult,17,17,H_1,17,17,9,5,home
6,Susceptible,adult,17,17,H_1,17,17,7,9,home
7,Susceptible,adult,17,17,H_1,17,17,7,8,home
8,Susceptible,adult,2,9,H_2,2,9,13,12,home
9,Susceptible,adult,2,9,H_2,2,9,11,15,home
10,Vaccinated,senior,2,9,H_2,2,9,4,5,home
11,Susceptible,adult,2,9,H_2,2,9,1,13,home
12,Vaccinated,adult,2,2,H_3,2,2,12,17,home
13,Susceptible,adult,2,2,H_3,2,2,5,15,home
14,Susceptible,senior,2,2,H_3,2,2,7,0,home
15,Vaccinated,senior,2,2,H_3,2,2,7,18,home
16,Vaccinated,child,4,5,H_4,4,5,5,5,home
17,Susceptible,child,4,5,H_4,4,5,15,15,home
18,Susceptible,child,4,5,H_4,4,5,15,15,home
19,Susceptible,adult,4,5,H_4,4,5,9,10,home
20,Susceptible,adult,16,5,H_5,16,5,2,19,home
21,Susceptible,child,16,5,H_5,16,5,15,15,home
22,Vaccinated,child,16,5,H_5,16,5,15,15,home
23,Susceptible,adult,16,5,H_5,16,5,18,8,home
24,Susceptible,adult,18,16,H_6,18,16,5,7,home
25,Susceptible,adult,18,16,H_6,18,16,14,12,home
26,Vaccinated,adult,18,16,H_6,18,16,14,11,home
27,Susceptible,adult,18,16,H_6,18,16,9,8,home
28,Susceptible,adult,10,8,H_7,10,8,1,4,home
29,Vaccinated,adult,10,8,H_7,10,8,17,17,home
30,Vaccinated,child,10,8,H_7,10,8,5,5,home
31,Susceptible,child,10,8,H_7,10,8,15,15,home
32,Susceptible,child,17,16,H_8,17,16,5,5,home
33,Susceptible,adult,17,16,H_8,17,16,3,3,home
34,Susceptible,adult,17,16,H_8,17,16,1,16,home
35,Susceptible,child,17,16,H_8,17,16,5,5,home
36,Susceptible,child,10,7,H_9,10,7,5,5,home
37,Susceptible,adult,10,7,H_9,10,7,19,5,home
38,Susceptible,senior,10,7,H_9,10,7,15,3,home
39,Susceptible,adult,10,7,H_9,10,7,2,11,home
40,Susceptible,senior,2,14,H_10,2,14,0,9,home
41,Susceptible,adult,2,14,H_10,2,14,9,7,home
42,Susceptible,child,2,14,H_10,2,14,5,5,home
43,Susceptible,adult,2,14,H_10,2,14,17,15,home
44,Vaccinated,adult,3,15,H_11,3,15,11,6,home
45,Susceptible,adult,3,15,H_11,3,15,19,16,home
46,Susceptible,adult,3,15,H_11,3,15,12,10,home
47,Vaccinated,adult,3,15,H_11,3,15,15,5,home
48,Susceptible,child,11,4,H_12,11,4,5,5,home
49,Vaccinated,child,11,4,H_12,11,4,15,15,home
50,Susceptible,adult,11,4,H_12,11,4,16,11,home
51,Susceptible,child,11,4,H_12,11,4,5,5,home
52,Susceptible,child,10,6,H_13,10,6,5,5,home
53,Susceptible,adult,10,6,H_13,10,6,4,13,home
54,Susceptible,adult,10,6,H_13,10,6,12,4,home
55,Susceptible,adult,10,6,H_13,10,6,2,10,home
56,Susceptible,adult,17,10,H_14,17,10,3,14,home
57,Susceptible,child,17,10,H_14,17,10,5,5,home
58,Susceptible,adult,17,10,H_14,17,10,9,18,home
59,Vaccinated,adult,17,10,H_14,17,10,9,18,home
60,Susceptible,child,12,12,H_15,12,12,15,15,home
61,Vaccinated,adult,12,12,H_15,12,12,5,3,home
62,Susceptible,child,12,12,H_15,12,12,15,15,home
63,Susceptible,adult,12,12,H_15,12,12,13,3,home
64,Susceptible,adult,10,15,H_16,10,15,10,4,home
65,Susceptible,child,10,15,H_16,10,15,15,15,home
66,Susceptible,child,10,15,H_16,10,15,15,15,home
67,Susceptible,child,10,15,H_16,10,15,5,5,home
68,Susceptible,adult,6,7,H_17,6,7,0,12,home
69,Susceptible,adult,6,7,H_17,6,7,3,10,home
70,Vaccinated,child,6,7,H_17,6,7,5,5,home
71,Susceptible,adult,6,7,H_17,6,7,2,0,home
72,Susceptible,child,11,3,H_18,11,3,15,15,home
73,Susceptible,adult,11,3,H_18,11,3,15,15,home
74,Susceptible,senior,11,3,H_18,11,3,9,4,home
75,Susceptible,adult,11,3,H_18,11,3,4,5,home
76,Susceptible,child,18,13,H_19,18,13,15,15,home
77,Susceptible,child,18,13,H_19,18,13,5,5,home
78,Susceptible,adult,18,13,H_19,18,13,3,8,home
79,Susceptible,senior,18,13,H_19,18,13,9,10,home
