agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,5,1,H_0,5,1,15,0,home
1,Infected,adult,5,1,H_0,5,1,6,4,home
2,Infected,child,5,1,H_0,5,1,15,15,home
3,Susceptible,child,5,1,H_0,5,1,5,5,home
4,Vaccinated,adult,4,11,H_1,4,11,19,6,home
5,Susceptible,adult,4,11,H_1,4,11,18,5,home
6,Susceptible,child,4,11,H_1,4,11,5,5,home
7,Susceptible,adult,4,11,H_1,4,11,4,14,home
8,Susceptible,adult,16,7,H_2,16,7,19,5,home
9,Susceptible,child,16,7,H_2,16,7,5,5,home
10,Vaccinated,senior,16,7,H_2,16,7,14,10,home
11,Susceptible,senior,16,7,H_2,16,7,6,14,home
12,Vaccinated,adult,2,17,H_3,2,17,11,10,home
13,Susceptible,senior,2,17,H_3,2,17,1,4,home
14,Susceptible,adult,2,17,H_3,2,17,6,15,home
15,Vaccinated,child,2,17,H_3,2,17,15,15,home
16,Vaccinated,senior,17,0,H_4,17,0,7,17,home
17,Susceptible,adult,17,0,H_4,17,0,16,2,home
18,Susceptible,child,17,0,H_4,17,0,5,5,home
19,Susceptible,adult,17,0,H_4,17,0,19,5,home
20,Susceptible,adult,6,3,H_5,6,3,9,13,home
21,Susceptible,child,6,3,H_5,6,3,5,5,home
22,Vaccinated,adult,6,3,H_5,6,3,18,15,home
23,Susceptible,adult,6,3,H_5,6,3,11,16,home
24,Susceptible,child,14,19,H_6,14,19,5,5,home
25,Susceptible,child,14,19,H_6,14,19,5,5,home
26,Vaccinated,adult,14,19,H_6,14,19,17,4,home
27,Susceptible,adult,14,19,H_6,14,19,3,19,home
28,Susceptible,adult,9,18,H_7,9,18,2,10,home
29,Vaccinated,child,9,18,H_7,9,18,5,5,home
30,Vaccinated,child,9,18,H_7,9,18,15,15,home
31,Susceptible,senior,9,18,H_7,9,18,17,2,home
32,Susceptible,adult,3,3,H_8,3,3,13,1,home
33,Susceptible,child,3,3,H_8,3,3,15,15,home
34,Susceptible,child,3,3,H_8,3,3,15,15,home
35,Susceptible,child,3,3,H_8,3,3,5,5,home
36,Susceptible,senior,18,2,H_9,18,2,8,15,home
37,Susceptible,child,18,2,H_9,18,2,5,5,home
38,Susceptible,adult,18,2,H_9,18,2,2,19,home
39,Susceptible,child,18,2,H_9,18,2,5,5,home
40,Susceptible,adult,5,15,H_10,5,15,0,5,home
41,Susceptible,senior,5,15,H_10,5,15,18,18,home
42,Susceptible,child,5,15,H_10,5,15,5,5,home
43,Susceptible,child,5,15,H_10,5,15,5,5,home
44,Vaccinated,adult,0,4,H_11,0,4,9,11,home
45,Susceptible,child,0,4,H_11,0,4,15,15,home
46,Susceptible,adult,0,4,H_11,0,4,17,2,home
47,Vaccinated,child,0,4,H_11,0,4,5,5,home
48,Susceptible,adult,12,18,H_12,12,18,18,14,home
49,Vaccinated,adult,12,18,H_12,12,18,16,11,home
50,Susceptible,child,12,18,H_12,12,18,15,15,home
51,Susceptible,adult,12,18,H_12,12,18,7,1,home
52,Susceptible,adult,13,3,H_13,13,3,5,18,home
53,Susceptible,adult,13,3,H_13,13,3,1,6,home
54,Susceptible,adult,13,3,H_13,13,3,6,4,home
55,Susceptible,child,13,3,H_13,13,3,15,15,home
56,Susceptible,adult,17,7,H_14,17,7,7,13,home
57,Susceptible,adult,17,7,H_14,17,7,17,11,home
58,Susceptible,child,17,7,H_14,17,7,15,15,home
59,Vaccinated,child,17,7,H_14,17,7,5,5,home
60,Susceptible,adult,16,13,H_15,16,13,5,13,home
61,Vaccinated,adult,16,13,H_15,16,13,8,16,home
62,Susceptible,adult,16,13,H_15,16,13,6,18,home
63,Susceptible,adult,16,13,H_15,16,13,5,9,home
