agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y
0,Infected,adult,10,0,H_0,10,0,10,9
1,Infected,adult,10,0,H_0,10,0,0,3
2,Infected,child,10,0,H_0,10,0,5,5
3,Susceptible,adult,10,0,H_0,10,0,8,16
4,Vaccinated,senior,3,15,H_1,3,15,1,1
5,Susceptible,child,3,15,H_1,3,15,15,15
6,Susceptible,senior,3,15,H_1,3,15,12,12
7,Susceptible,child,3,15,H_1,3,15,5,5
8,Susceptible,adult,6,7,H_2,6,7,14,8
9,Susceptible,adult,6,7,H_2,6,7,2,8
10,Vaccinated,adult,6,7,H_2,6,7,18,6
11,Susceptible,adult,6,7,H_2,6,7,10,6
12,Vaccinated,child,8,19,H_3,8,19,5,5
13,Susceptible,adult,8,19,H_3,8,19,14,17
14,Susceptible,senior,8,19,H_3,8,19,13,15
15,Vaccinated,child,8,19,H_3,8,19,5,5
16,Vaccinated,child,8,15,H_4,8,15,15,15
17,Susceptible,adult,8,15,H_4,8,15,0,0
18,Susceptible,child,8,15,H_4,8,15,15,15
19,Susceptible,senior,8,15,H_4,8,15,17,16
20,Susceptible,child,8,19,H_5,8,19,15,15
21,Susceptible,adult,8,19,H_5,8,19,19,19
22,Vaccinated,adult,8,19,H_5,8,19,15,16
23,Susceptible,adult,8,19,H_5,8,19,2,19
24,Susceptible,adult,9,0,H_6,9,0,0,12
25,Susceptible,adult,9,0,H_6,9,0,5,5
26,Vaccinated,child,9,0,H_6,9,0,5,5
27,Susceptible,child,9,0,H_6,9,0,15,15
28,Susceptible,adult,18,4,H_7,18,4,19,8
29,Vaccinated,adult,18,4,H_7,18,4,2,7
30,Vaccinated,adult,18,4,H_7,18,4,1,2
31,Susceptible,adult,18,4,H_7,18,4,11,2
32,Susceptible,adult,1,16,H_8,1,16,16,3
33,Susceptible,adult,1,16,H_8,1,16,2,6
34,Susceptible,adult,1,16,H_8,1,16,9,11
35,Susceptible,adult,1,16,H_8,1,16,4,13
36,Susceptible,adult,15,6,H_9,15,6,13,8
37,Susceptible,adult,15,6,H_9,15,6,12,0
38,Susceptible,adult,15,6,H_9,15,6,0,11
39,Susceptible,adult,15,6,H_9,15,6,1,14
40,Susceptible,adult,17,1,H_10,17,1,1,11
41,Susceptible,adult,17,1,H_10,17,1,14,18
42,Susceptible,senior,17,1,H_10,17,1,17,14
43,Susceptible,child,17,1,H_10,17,1,5,5
44,Vaccinated,child,11,7,H_11,11,7,15,15
45,Susceptible,adult,11,7,H_11,11,7,13,18
46,Susceptible,adult,11,7,H_11,11,7,13,9
47,Vaccinated,senior,11,7,H_11,11,7,17,12
48,Susceptible,adult,11,3,H_12,11,3,16,0
49,Vaccinated,adult,11,3,H_12,11,3,2,15
50,Susceptible,adult,11,3,H_12,11,3,8,0
51,Susceptible,adult,11,3,H_12,11,3,4,16
52,Susceptible,adult,14,19,H_13,14,19,19,0
53,Susceptible,adult,14,19,H_13,14,19,6,16
54,Susceptible,adult,14,19,H_13,14,19,3,16
55,Susceptible,adult,14,19,H_13,14,19,5,19
56,Susceptible,adult,2,15,H_14,2,15,16,15
57,Susceptible,child,2,15,H_14,2,15,15,15
58,Susceptible,senior,2,15,H_14,2,15,19,10
59,Vaccinated,child,2,15,H_14,2,15,15,15
60,Susceptible,child,0,18,H_15,0,18,15,15
61,Vaccinated,adult,0,18,H_15,0,18,17,5
62,Susceptible,adult,0,18,H_15,0,18,7,4
63,Susceptible,adult,0,18,H_15,0,18,6,8
64,Susceptible,child,14,9,H_16,14,9,5,5
65,Susceptible,adult,14,9,H_16,14,9,10,17
66,Susceptible,senior,14,9,H_16,14,9,3,17
67,Susceptible,adult,14,9,H_16,14,9,8,9
68,Susceptible,child,3,0,H_17,3,0,5,5
69,Susceptible,child,3,0,H_17,3,0,15,15
70,Vaccinated,adult,3,0,H_17,3,0,6,15
71,Susceptible,child,3,0,H_17,3,0,15,15
72,Susceptible,senior,12,15,H_18,12,15,1,10
73,Susceptible,adult,12,15,H_18,12,15,16,10
74,Susceptible,adult,12,15,H_18,12,15,17,13
75,Susceptible,adult,12,15,H_18,12,15,1,2
76,Susceptible,adult,9,12,H_19,9,12,9,2
77,Susceptible,adult,9,12,H_19,9,12,14,11
78,Susceptible,adult,9,12,H_19,9,12,6,0
79,Susceptible,adult,9,12,H_19,9,12,15,6
80,Susceptible,child,8,3,H_20,8,3,15,15
81,Susceptible,adult,8,3,H_20,8,3,17,4
82,Susceptible,adult,8,3,H_20,8,3,9,19
83,Susceptible,adult,8,3,H_20,8,3,4,13
84,Susceptible,child,9,14,H_21,9,14,5,5
85,Susceptible,adult,9,14,H_21,9,14,5,9
86,Susceptible,adult,9,14,H_21,9,14,12,17
87,Susceptible,adult,9,14,H_21,9,14,18,18
88,Susceptible,child,16,2,H_22,16,2,15,15
89,Susceptible,adult,16,2,H_22,16,2,15,17
90,Susceptible,child,16,2,H_22,16,2,15,15
91,Vaccinated,senior,16,2,H_22,16,2,6,9
92,Vaccinated,adult,4,19,H_23,4,19,18,10
93,Vaccinated,adult,4,19,H_23,4,19,8,4
94,Susceptible,adult,4,19,H_23,4,19,15,10
95,Susceptible,child,4,19,H_23,4,19,15,15
96,Susceptible,adult,7,19,H_24,7,19,10,12
97,Vaccinated,senior,7,19,H_24,7,19,3,5
98,Susceptible,senior,7,19,H_24,7,19,12,7
99,Susceptible,adult,7,19,H_24,7,19,11,4
