agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
4098,Susceptible,adult,50,66,H_1366,work,62,53,50,66
1679,Susceptible,adult,49,9,H_559,work,27,43,49,9
4892,Susceptible,adult,55,58,H_1630,work,2,79,55,58
4886,Susceptible,senior,75,4,H_1628,home,75,4,77,16
1168,Vaccinated,adult,7,55,H_389,work,61,81,7,55
4709,Susceptible,adult,37,3,H_1569,work,13,20,37,3
3575,Susceptible,senior,54,34,H_1191,home,54,34,36,45
3488,Susceptible,senior,74,36,H_1162,work,3,78,74,36
1307,Vaccinated,adult,31,28,H_435,work,58,9,31,28
445,Dead,senior,19,68,H_148,home,19,68,20,51
4454,Susceptible,adult,33,8,H_1484,work,59,50,33,8
2891,Susceptible,adult,84,21,H_963,work,14,2,84,21
396,Susceptible,adult,63,18,H_132,work,27,21,63,18
4185,Vaccinated,adult,39,3,H_1395,work,63,78,39,3
267,Susceptible,adult,85,40,H_89,work,36,16,85,40
3420,Susceptible,senior,22,25,H_1140,home,22,25,44,63
2006,Vaccinated,adult,29,41,H_668,work,27,16,29,41
93,Susceptible,adult,56,47,H_31,work,69,63,56,47
890,Susceptible,adult,49,17,H_296,work,30,12,49,17
2415,Susceptible,adult,82,72,H_805,work,39,71,82,72
1375,Vaccinated,adult,36,59,H_458,work,78,39,36,59
1422,Vaccinated,adult,66,25,H_474,work,6,12,66,25
538,Recovered,child,10,10,H_179,school,85,47,10,10
3222,Vaccinated,adult,71,89,H_1074,work,13,14,71,89
2050,Vaccinated,senior,67,80,H_683,work,15,48,67,80
4746,Susceptible,adult,9,82,H_1582,work,27,30,9,82
4521,Vaccinated,adult,66,69,H_1507,work,62,46,66,69
1941,Vaccinated,senior,52,16,H_647,work,49,81,52,16
3127,Susceptible,senior,28,56,H_1042,work,45,11,28,56
787,Vaccinated,senior,20,84,H_262,work,69,41,20,84
4698,Susceptible,adult,58,5,H_1566,work,78,80,58,5
1822,Recovered,child,10,10,H_607,school,83,44,10,10
245,Recovered,child,75,20,H_81,school,44,69,75,20
1251,Recovered,child,10,10,H_417,school,57,8,10,10
4863,Susceptible,adult,47,9,H_1621,work,27,54,47,9
4049,Susceptible,adult,22,68,H_1349,work,66,84,22,68
4847,Susceptible,adult,9,4,H_1615,work,43,18,9,4
4341,Vaccinated,adult,47,45,H_1447,work,56,37,47,45
2698,Susceptible,adult,70,33,H_899,work,83,35,70,33
3550,Vaccinated,adult,58,5,H_1183,work,59,59,58,5
2921,Susceptible,adult,57,13,H_973,work,18,3,57,13
312,Recovered,child,25,25,H_104,school,31,6,25,25
2652,Vaccinated,senior,24,67,H_884,work,69,88,24,67
3062,Recovered,adult,86,84,H_1020,work,43,42,86,84
4802,Susceptible,adult,77,49,H_1600,work,39,77,77,49
2625,Recovered,child,45,45,H_875,school,10,19,45,45
2233,Recovered,child,75,20,H_744,school,63,50,75,20
1567,Susceptible,adult,14,76,H_522,work,51,87,14,76
736,Recovered,child,65,65,H_245,school,28,12,65,65
2253,Susceptible,adult,33,61,H_751,work,36,23,33,61
4754,Susceptible,adult,80,33,H_1584,work,73,74,80,33
3185,Susceptible,adult,72,73,H_1061,work,16,18,72,73
3704,Vaccinated,adult,61,81,H_1234,work,5,26,61,81
964,Susceptible,adult,32,69,H_321,work,43,29,32,69
3978,Recovered,child,10,10,H_1326,school,30,58,10,10
1676,Vaccinated,adult,66,19,H_558,work,34,55,66,19
2859,Susceptible,senior,53,72,H_953,work,45,20,53,72
1866,Recovered,child,75,20,H_622,school,59,42,75,20
1407,Susceptible,adult,51,85,H_469,work,15,31,51,85
2555,Vaccinated,adult,41,30,H_851,work,16,37,41,30
149,Vaccinated,adult,13,19,H_49,work,6,10,13,19
3919,Susceptible,adult,68,31,H_1306,work,28,66,68,31
2063,Susceptible,senior,17,21,H_687,work,69,89,17,21
4268,Vaccinated,senior,46,14,H_1422,home,46,14,87,87
2927,Vaccinated,adult,72,17,H_975,work,19,67,72,17
945,Recovered,child,75,20,H_315,school,61,7,75,20
4861,Recovered,adult,82,43,H_1620,work,63,76,82,43
4726,Vaccinated,adult,58,71,H_1575,work,66,25,58,71
3315,Recovered,child,45,45,H_1105,school,66,38,45,45
2792,Susceptible,adult,14,6,H_930,work,40,8,14,6
4822,Susceptible,adult,8,51,H_1607,work,76,65,8,51
3551,Vaccinated,adult,64,45,H_1183,work,59,59,64,45
1372,Susceptible,senior,41,50,H_457,work,11,63,41,50
1166,Recovered,child,75,20,H_388,school,65,17,75,20
1503,Vaccinated,adult,24,0,H_501,work,46,57,24,0
