agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
3103,Recovered,child,45,45,H_1034,school,36,61,45,45
3952,Vaccinated,adult,83,10,H_1317,work,0,0,83,10
2352,Vaccinated,adult,87,89,H_784,work,21,87,87,89
151,Vaccinated,adult,17,82,H_50,work,69,60,17,82
4141,Susceptible,adult,30,19,H_1380,work,40,52,30,19
1583,Recovered,adult,7,77,H_527,work,57,10,7,77
4962,Susceptible,adult,86,5,H_1654,work,44,66,86,5
1953,Recovered,child,65,65,H_651,school,28,4,65,65
146,Vaccinated,adult,12,82,H_48,work,9,34,12,82
3066,Vaccinated,child,25,25,H_1022,school,81,16,25,25
2725,Susceptible,adult,70,2,H_908,work,63,89,70,2
4022,Recovered,child,65,65,H_1340,school,87,49,65,65
1332,Vaccinated,adult,15,73,H_444,work,88,40,15,73
1406,Susceptible,adult,10,44,H_468,work,3,88,10,44
2484,Recovered,child,10,10,H_828,school,43,88,10,10
2701,Vaccinated,adult,52,6,H_900,work,11,9,52,6
2508,Recovered,child,75,20,H_836,school,61,22,75,20
3905,Recovered,child,75,20,H_1301,school,72,62,75,20
4538,Susceptible,adult,8,77,H_1512,work,48,71,8,77
1976,Susceptible,adult,33,42,H_658,work,24,0,33,42
1293,Susceptible,senior,65,39,H_431,work,83,2,65,39
1112,Recovered,adult,78,7,H_370,work,84,86,78,7
3439,Vaccinated,adult,59,46,H_1146,work,20,39,59,46
1403,Susceptible,adult,3,62,H_467,work,30,5,3,62
1706,Susceptible,adult,23,53,H_568,work,38,29,23,53
2876,Vaccinated,adult,79,1,H_958,work,23,28,79,1
1871,Recovered,child,65,65,H_623,school,11,37,65,65
4159,Recovered,child,75,20,H_1386,school,73,51,75,20
3948,Vaccinated,adult,57,86,H_1316,work,12,47,57,86
3691,Susceptible,senior,0,50,H_1230,home,0,50,58,57
1410,Susceptible,senior,63,12,H_470,work,77,33,63,12
4756,Susceptible,senior,70,58,H_1585,work,53,37,70,58
2775,Susceptible,adult,53,9,H_925,work,45,76,53,9
4224,Susceptible,child,75,20,H_1408,school,31,25,75,20
4509,Susceptible,child,10,10,H_1503,school,68,26,10,10
4561,Susceptible,senior,53,47,H_1520,work,36,33,53,47
1232,Susceptible,adult,74,61,H_410,work,45,15,74,61
2068,Susceptible,adult,12,74,H_689,work,17,30,12,74
386,Susceptible,adult,34,72,H_128,work,65,39,34,72
4762,Susceptible,adult,60,73,H_1587,work,3,25,60,73
3528,Susceptible,adult,67,18,H_1176,work,14,15,67,18
869,Susceptible,senior,25,74,H_289,work,0,14,25,74
1347,Susceptible,adult,45,66,H_449,work,72,88,45,66
4479,Recovered,child,65,65,H_1493,school,9,85,65,65
3961,Susceptible,adult,56,26,H_1320,work,57,42,56,26
1153,Susceptible,adult,6,54,H_384,work,58,89,6,54
1917,Susceptible,adult,84,81,H_639,work,86,63,84,81
1785,Susceptible,adult,80,30,H_595,work,32,69,80,30
4881,Vaccinated,senior,19,88,H_1627,home,19,88,1,33
100,Vaccinated,child,25,25,H_33,school,30,71,25,25
575,Susceptible,adult,73,35,H_191,work,16,62,73,35
1144,Susceptible,adult,51,64,H_381,work,22,79,51,64
189,Susceptible,senior,31,48,H_63,work,12,17,31,48
4137,Susceptible,senior,5,36,H_1379,work,37,58,5,36
1760,Vaccinated,adult,55,44,H_586,work,52,88,55,44
1674,Vaccinated,adult,22,3,H_558,work,1,47,22,3
762,Vaccinated,senior,7,14,H_254,work,63,41,7,14
3879,Recovered,child,65,65,H_1293,school,46,6,65,65
1960,Susceptible,adult,29,10,H_653,work,29,54,29,10
1391,Susceptible,adult,39,46,H_463,work,82,42,39,46
2703,Recovered,child,75,20,H_901,school,71,53,75,20
4572,Vaccinated,adult,19,18,H_1524,work,9,15,19,18
3971,Vaccinated,senior,0,35,H_1323,home,0,35,82,71
4165,Recovered,child,75,20,H_1388,school,85,65,75,20
4073,Susceptible,adult,53,68,H_1357,work,48,36,53,68
2887,Susceptible,adult,43,73,H_962,work,6,46,43,73
1876,Susceptible,adult,71,89,H_625,work,59,37,71,89
1781,Recovered,child,45,45,H_593,school,55,31,45,45
430,Susceptible,adult,87,11,H_143,work,19,74,87,11
3871,Susceptible,adult,3,52,H_1290,work,80,82,3,52
4641,Vaccinated,senior,56,54,H_1547,work,46,6,56,54
