agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
4036,Susceptible,adult,31,53,H_1345,home,31,53,70,58
307,Susceptible,adult,45,75,H_102,home,45,75,19,76
646,Susceptible,adult,11,75,H_215,home,11,75,2,28
3691,Recovered,child,86,37,H_1230,home,86,37,75,20
4792,Susceptible,adult,30,23,H_1597,home,30,23,83,83
1234,Susceptible,adult,50,3,H_411,home,50,3,51,72
1769,Susceptible,adult,55,41,H_589,home,55,41,22,88
419,Recovered,child,11,71,H_139,home,11,71,75,20
4685,Susceptible,adult,60,46,H_1561,home,60,46,6,85
2835,Vaccinated,adult,46,44,H_945,home,46,44,43,41
3521,Vaccinated,adult,19,52,H_1173,home,19,52,44,64
204,Susceptible,senior,37,71,H_68,home,37,71,85,48
3549,Vaccinated,adult,55,61,H_1183,home,55,61,55,49
4577,Vaccinated,senior,8,69,H_1525,home,8,69,72,76
2312,Susceptible,adult,62,55,H_770,home,62,55,3,27
337,Susceptible,adult,23,72,H_112,home,23,72,40,6
4504,Susceptible,senior,18,50,H_1501,home,18,50,27,12
279,Vaccinated,senior,27,7,H_93,home,27,7,30,14
4429,Vaccinated,adult,42,84,H_1476,home,42,84,78,55
2446,Susceptible,senior,7,6,H_815,home,7,6,42,8
2762,Susceptible,adult,30,86,H_920,home,30,86,19,26
1830,Vaccinated,senior,71,23,H_610,home,71,23,17,78
1404,Susceptible,adult,21,34,H_468,home,21,34,34,0
1288,Recovered,child,6,59,H_429,home,6,59,10,10
3585,Vaccinated,adult,55,4,H_1195,home,55,4,45,19
2885,Susceptible,senior,20,51,H_961,home,20,51,73,38
1419,Susceptible,adult,60,55,H_473,home,60,55,8,38
1599,Susceptible,adult,61,5,H_533,home,61,5,4,69
974,Recovered,senior,38,17,H_324,home,38,17,69,40
1361,Vaccinated,adult,54,89,H_453,home,54,89,79,53
3516,Susceptible,senior,16,35,H_1172,home,16,35,11,69
1101,Susceptible,adult,44,16,H_367,home,44,16,3,64
4722,Susceptible,adult,19,70,H_1574,home,19,70,35,43
2018,Recovered,senior,70,69,H_672,home,70,69,7,83
2576,Susceptible,senior,70,50,H_858,home,70,50,70,50
1528,Recovered,adult,44,23,H_509,home,44,23,80,13
1523,Recovered,child,52,78,H_507,home,52,78,65,65
2282,Susceptible,senior,73,34,H_760,home,73,34,30,80
4132,Susceptible,adult,32,8,H_1377,home,32,8,47,9
2536,Susceptible,adult,11,57,H_845,home,11,57,48,11
3856,Susceptible,adult,0,11,H_1285,home,0,11,32,21
3017,Vaccinated,adult,18,67,H_1005,home,18,67,5,77
2097,Susceptible,adult,10,56,H_699,home,10,56,82,80
1410,Susceptible,adult,29,15,H_470,home,29,15,71,85
3890,Susceptible,senior,18,17,H_1296,home,18,17,27,16
515,Susceptible,adult,65,65,H_171,home,65,65,55,5
4361,Vaccinated,adult,35,31,H_1453,home,35,31,13,42
