agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
4617,Vaccinated,adult,32,72,H_1539,home,32,72,4,65
4872,Susceptible,adult,48,51,H_1624,home,48,51,63,59
3090,Vaccinated,child,79,30,H_1030,home,79,30,45,45
3139,Susceptible,adult,31,62,H_1046,home,31,62,71,40
1400,Susceptible,adult,5,53,H_466,home,5,53,26,74
3037,Vaccinated,senior,51,24,H_1012,home,51,24,23,70
4035,Susceptible,adult,53,3,H_1345,home,53,3,30,13
2800,Susceptible,senior,87,1,H_933,home,87,1,82,82
4346,Susceptible,adult,1,80,H_1448,home,1,80,82,67
581,Susceptible,adult,47,74,H_193,home,47,74,56,80
90,Susceptible,adult,15,80,H_30,home,15,80,32,25
2044,Susceptible,child,30,42,H_681,home,30,42,25,25
4943,Susceptible,adult,57,84,H_1647,home,57,84,36,84
418,Vaccinated,adult,60,76,H_139,home,60,76,3,26
2791,Vaccinated,adult,40,8,H_930,home,40,8,53,41
758,Recovered,child,15,40,H_252,home,15,40,65,65
4822,Susceptible,adult,76,65,H_1607,home,76,65,8,51
4803,Susceptible,adult,23,43,H_1601,home,23,43,24,54
1749,Vaccinated,adult,42,80,H_583,home,42,80,65,48
1480,Recovered,adult,63,70,H_493,home,63,70,84,56
2761,Vaccinated,senior,26,46,H_920,home,26,46,35,19
2591,Susceptible,senior,39,17,H_863,home,39,17,70,64
1138,Vaccinated,adult,28,70,H_379,home,28,70,44,73
154,Susceptible,child,87,33,H_51,home,87,33,25,25
2320,Vaccinated,senior,63,45,H_773,home,63,45,42,9
2492,Susceptible,adult,67,85,H_830,home,67,85,8,89
461,Vaccinated,adult,71,77,H_153,home,71,77,76,6
4265,Vaccinated,senior,80,15,H_1421,home,80,15,68,74
1188,Susceptible,adult,4,26,H_396,home,4,26,49,69
2664,Vaccinated,child,45,78,H_888,home,45,78,65,65
4783,Susceptible,adult,27,76,H_1594,home,27,76,36,76
2107,Susceptible,adult,79,74,H_702,home,79,74,43,41
2294,Susceptible,adult,71,62,H_764,home,71,62,19,64
2148,Susceptible,child,34,17,H_716,home,34,17,10,10
4054,Recovered,child,15,17,H_1351,home,15,17,75,20
2587,Susceptible,adult,60,78,H_862,home,60,78,77,70
3395,Vaccinated,adult,48,70,H_1131,home,48,70,29,27
3835,Vaccinated,adult,60,46,H_1278,home,60,46,46,20
1316,Vaccinated,senior,87,58,H_438,home,87,58,2,5
2197,Susceptible,adult,76,36,H_732,home,76,36,22,82
2807,Susceptible,child,52,37,H_935,home,52,37,65,65
3872,Vaccinated,adult,16,17,H_1290,home,16,17,69,80
4839,Vaccinated,senior,3,68,H_1613,home,3,68,14,89
1331,Vaccinated,senior,67,26,H_443,home,67,26,42,65
1223,Susceptible,senior,41,68,H_407,home,41,68,69,63
3825,Vaccinated,adult,61,68,H_1275,home,61,68,24,9
4924,Susceptible,senior,20,72,H_1641,home,20,72,88,50
3700,Vaccinated,senior,71,17,H_1233,home,71,17,27,74
4921,Susceptible,child,23,66,H_1640,home,23,66,65,65
2943,Susceptible,adult,61,30,H_981,home,61,30,62,23
3114,Vaccinated,adult,19,22,H_1038,home,19,22,38,14
4391,Vaccinated,adult,7,84,H_1463,home,7,84,34,56
1620,Susceptible,adult,80,70,H_540,home,80,70,79,48
3793,Susceptible,adult,12,26,H_1264,home,12,26,41,64
4014,Vaccinated,senior,82,35,H_1338,home,82,35,31,76
4194,Susceptible,child,73,80,H_1398,home,73,80,10,10
2225,Vaccinated,adult,72,59,H_741,home,72,59,83,15
3161,Susceptible,adult,87,83,H_1053,home,87,83,85,71
4965,Susceptible,adult,32,86,H_1655,home,32,86,56,62
5,Recovered,adult,46,81,H_1,home,46,81,30,72
1354,Vaccinated,adult,29,78,H_451,home,29,78,32,36
3021,Vaccinated,adult,45,58,H_1007,home,45,58,26,83
355,Vaccinated,adult,42,64,H_118,home,42,64,69,80
2907,Vaccinated,adult,82,34,H_969,home,82,34,87,18
4905,Vaccinated,child,77,38,H_1635,home,77,38,25,25
