agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
1496,Susceptible,child,1,80,H_498,home,1,80,10,10
3478,Susceptible,senior,37,33,H_1159,home,37,33,30,33
4890,Susceptible,adult,88,10,H_1630,home,88,10,21,1
4097,Vaccinated,adult,51,73,H_1365,home,51,73,77,31
4407,Vaccinated,adult,1,36,H_1469,home,1,36,13,36
4704,Susceptible,child,69,72,H_1568,home,69,72,75,20
198,Vaccinated,child,34,49,H_66,home,34,49,75,20
4139,Susceptible,adult,18,18,H_1379,home,18,18,43,19
1014,Susceptible,child,4,44,H_338,home,4,44,10,10
4993,Susceptible,adult,43,37,H_1664,home,43,37,88,72
2843,Recovered,child,75,18,H_947,home,75,18,10,10
621,Susceptible,adult,87,18,H_207,home,87,18,68,7
4742,Vaccinated,adult,48,71,H_1580,home,48,71,26,89
2245,Vaccinated,senior,17,68,H_748,home,17,68,3,30
2883,Susceptible,adult,20,51,H_961,home,20,51,66,56
3931,Susceptible,adult,17,3,H_1310,home,17,3,58,54
1097,Susceptible,adult,64,33,H_365,home,64,33,43,43
920,Susceptible,child,0,37,H_306,home,0,37,25,25
902,Susceptible,senior,60,24,H_300,home,60,24,12,40
3951,Vaccinated,child,55,39,H_1317,home,55,39,10,10
2642,Susceptible,child,80,76,H_880,home,80,76,25,25
1221,Susceptible,adult,49,67,H_407,home,49,67,9,46
1734,Susceptible,adult,37,34,H_578,home,37,34,57,87
2730,Recovered,child,4,40,H_910,home,4,40,10,10
1061,Susceptible,adult,58,32,H_353,home,58,32,11,44
1302,Susceptible,senior,5,84,H_434,home,5,84,52,16
462,Susceptible,adult,46,9,H_154,home,46,9,87,89
4036,Susceptible,adult,31,53,H_1345,home,31,53,70,58
3530,Susceptible,adult,27,17,H_1176,home,27,17,51,7
3181,Recovered,senior,83,53,H_1060,home,83,53,86,41
706,Susceptible,adult,88,42,H_235,home,88,42,36,85
1571,Vaccinated,senior,24,43,H_523,home,24,43,52,62
3770,Susceptible,adult,9,36,H_1256,home,9,36,40,10
433,Vaccinated,child,46,15,H_144,home,46,15,10,10
3578,Vaccinated,adult,24,12,H_1192,home,24,12,84,46
4583,Vaccinated,adult,63,70,H_1527,home,63,70,0,52
2971,Susceptible,senior,35,71,H_990,home,35,71,88,52
2743,Susceptible,adult,66,12,H_914,home,66,12,22,25
2734,Vaccinated,child,20,26,H_911,home,20,26,25,25
4922,Vaccinated,adult,9,39,H_1640,home,9,39,45,16
4639,Susceptible,adult,52,31,H_1546,home,52,31,58,84
4760,Susceptible,child,21,82,H_1586,home,21,82,65,65
343,Vaccinated,child,55,19,H_114,home,55,19,75,20
755,Susceptible,adult,43,25,H_251,home,43,25,52,1
721,Recovered,child,42,41,H_240,home,42,41,45,45
2114,Susceptible,child,62,66,H_704,home,62,66,10,10
898,Susceptible,senior,50,78,H_299,home,50,78,52,11
2543,Vaccinated,adult,64,51,H_847,home,64,51,27,11
1906,Susceptible,adult,84,5,H_635,home,84,5,20,40
3458,Susceptible,adult,78,50,H_1152,home,78,50,22,4
1088,Vaccinated,adult,87,48,H_362,home,87,48,65,72
1897,Susceptible,adult,63,29,H_632,home,63,29,37,72
4032,Susceptible,senior,54,75,H_1344,home,54,75,16,51
3036,Vaccinated,child,77,86,H_1012,home,77,86,65,65
71,Vaccinated,adult,8,77,H_23,home,8,77,48,84
3587,Vaccinated,adult,55,4,H_1195,home,55,4,1,14
3208,Susceptible,senior,45,65,H_1069,home,45,65,17,26
1183,Susceptible,adult,69,16,H_394,home,69,16,40,54
2673,Vaccinated,adult,68,31,H_891,home,68,31,57,59
4546,Susceptible,adult,40,89,H_1515,home,40,89,39,12
4471,Susceptible,adult,9,0,H_1490,home,9,0,22,26
1824,Vaccinated,senior,43,89,H_608,home,43,89,28,37
2988,Susceptible,adult,81,8,H_996,home,81,8,2,29
3148,Vaccinated,adult,83,32,H_1049,home,83,32,57,6
3444,Vaccinated,adult,23,5,H_1148,home,23,5,67,26
4042,Susceptible,adult,12,56,H_1347,home,12,56,40,4
1523,Susceptible,child,52,78,H_507,home,52,78,65,65
1114,Susceptible,adult,32,19,H_371,home,32,19,21,2
1334,Susceptible,senior,19,33,H_444,home,19,33,7,60
2737,Vaccinated,adult,67,19,H_912,home,67,19,71,78
96,Susceptible,adult,14,47,H_32,home,14,47,8,29
1672,Vaccinated,adult,44,4,H_557,home,44,4,20,0
1816,Susceptible,adult,88,18,H_605,home,88,18,89,68
2607,Susceptible,adult,23,25,H_869,home,23,25,41,89
1406,Vaccinated,adult,21,34,H_468,home,21,34,66,48
2388,Recovered,child,82,62,H_796,home,82,62,45,45
3891,Susceptible,adult,17,19,H_1297,home,17,19,62,41
4335,Vaccinated,adult,85,34,H_1445,home,85,34,37,70
770,Susceptible,senior,60,53,H_256,home,60,53,45,11
317,Vaccinated,senior,62,78,H_105,home,62,78,72,78
4297,Vaccinated,adult,8,49,H_1432,home,8,49,80,23
608,Recovered,child,44,45,H_202,home,44,45,75,20
4637,Susceptible,senior,74,60,H_1545,home,74,60,36,76
3811,Susceptible,child,9,46,H_1270,home,9,46,25,25
20,Susceptible,adult,3,8,H_6,home,3,8,50,85
430,Susceptible,adult,22,26,H_143,home,22,26,58,77
1558,Susceptible,senior,64,89,H_519,home,64,89,83,40
1631,Susceptible,senior,51,32,H_543,home,51,32,78,36
962,Vaccinated,adult,26,12,H_320,home,26,12,88,35
1800,Vaccinated,adult,40,30,H_600,home,40,30,15,64
3197,Susceptible,senior,69,78,H_1065,home,69,78,74,24
295,Susceptible,adult,36,15,H_98,home,36,15,19,24
2122,Susceptible,senior,48,40,H_707,home,48,40,60,14
4852,Recovered,adult,60,6,H_1617,home,60,6,3,86
2915,Recovered,child,23,14,H_971,home,23,14,75,20
1402,Vaccinated,senior,83,52,H_467,home,83,52,75,43
1391,Vaccinated,adult,13,12,H_463,home,13,12,13,44
1447,Susceptible,adult,13,46,H_482,home,13,46,27,9
3183,Vaccinated,child,44,1,H_1061,home,44,1,25,25
2826,Vaccinated,adult,83,45,H_942,home,83,45,21,75
974,Susceptible,senior,38,17,H_324,home,38,17,69,40
1920,Vaccinated,adult,86,37,H_640,home,86,37,38,62
164,Susceptible,senior,60,48,H_54,home,60,48,30,38
1059,Vaccinated,child,58,32,H_353,home,58,32,65,65
1272,Vaccinated,adult,88,61,H_424,home,88,61,69,44
1704,Susceptible,child,63,34,H_568,home,63,34,25,25
4183,Susceptible,adult,50,3,H_1394,home,50,3,55,68
550,Susceptible,adult,24,76,H_183,home,24,76,42,3
2125,Vaccinated,adult,73,57,H_708,home,73,57,34,34
