agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
3631,Susceptible,child,25,25,H_1210,school,67,33,25,25
1217,Vaccinated,adult,55,73,H_405,work,82,23,55,73
958,Vaccinated,adult,38,35,H_319,work,32,83,38,35
35,Susceptible,adult,41,16,H_11,work,42,11,41,16
1498,Vaccinated,adult,74,68,H_499,work,61,20,74,68
3524,Susceptible,adult,77,39,H_1174,work,27,20,77,39
2594,Vaccinated,adult,11,75,H_864,work,49,66,11,75
1755,Vaccinated,adult,10,64,H_585,work,70,48,10,64
521,Vaccinated,senior,51,28,H_173,work,61,79,51,28
3669,Susceptible,child,65,65,H_1223,school,79,40,65,65
3205,Susceptible,adult,50,49,H_1068,work,14,46,50,49
3954,Susceptible,adult,76,74,H_1318,work,8,3,76,74
2825,Susceptible,adult,87,71,H_941,work,17,64,87,71
1524,Vaccinated,adult,37,44,H_508,work,57,47,37,44
488,Vaccinated,adult,78,11,H_162,work,36,8,78,11
1980,Susceptible,adult,38,60,H_660,work,26,77,38,60
3608,Susceptible,adult,70,16,H_1202,work,9,54,70,16
2138,Vaccinated,adult,62,7,H_712,work,34,55,62,7
776,Vaccinated,adult,65,75,H_258,work,81,38,65,75
3819,Susceptible,adult,58,54,H_1273,work,14,38,58,54
1008,Susceptible,senior,23,21,H_336,work,24,34,23,21
4557,Vaccinated,senior,86,43,H_1519,home,86,43,86,24
4289,Susceptible,adult,52,11,H_1429,work,79,25,52,11
4022,Vaccinated,adult,11,80,H_1340,work,12,43,11,80
4324,Vaccinated,adult,56,77,H_1441,work,32,25,56,77
710,Susceptible,senior,50,22,H_236,home,50,22,32,5
1943,Susceptible,adult,67,71,H_647,work,5,60,67,71
112,Susceptible,adult,21,5,H_37,work,21,69,21,5
949,Vaccinated,adult,15,4,H_316,work,48,52,15,4
2283,Vaccinated,senior,49,57,H_761,work,2,49,49,57
1576,Vaccinated,child,75,20,H_525,school,31,18,75,20
1698,Recovered,child,75,20,H_566,school,38,60,75,20
4335,Vaccinated,adult,37,70,H_1445,work,85,34,37,70
1462,Susceptible,adult,16,19,H_487,work,18,28,16,19
44,Susceptible,adult,18,71,H_14,work,60,59,18,71
4123,Vaccinated,child,65,65,H_1374,school,61,37,65,65
4731,Susceptible,adult,10,33,H_1577,work,56,27,10,33
4329,Susceptible,adult,49,58,H_1443,work,59,79,49,58
2484,Susceptible,adult,57,67,H_828,work,2,88,57,67
2638,Vaccinated,adult,68,68,H_879,work,62,33,68,68
1399,Vaccinated,senior,49,22,H_466,work,49,21,49,22
7,Recovered,child,10,10,H_2,school,75,29,10,10
2246,Susceptible,child,25,25,H_748,school,17,68,25,25
1419,Susceptible,adult,8,38,H_473,work,60,55,8,38
4461,Vaccinated,adult,60,47,H_1487,work,21,49,60,47
827,Susceptible,adult,70,26,H_275,work,65,3,70,26
2756,Vaccinated,adult,76,30,H_918,work,2,45,76,30
1404,Susceptible,adult,34,0,H_468,work,21,34,34,0
242,Susceptible,senior,46,10,H_80,work,77,76,46,10
50,Vaccinated,senior,89,69,H_16,home,89,69,56,26
3420,Vaccinated,senior,60,66,H_1140,work,76,72,60,66
645,Susceptible,adult,62,57,H_215,work,11,75,62,57
4689,Vaccinated,adult,56,74,H_1563,work,2,77,56,74
