agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
3424,Recovered,senior,33,83,H_1141,home,33,83,86,62
4222,Vaccinated,adult,51,42,H_1407,work,7,17,51,42
3810,Recovered,child,25,25,H_1270,school,61,27,25,25
1965,Vaccinated,adult,31,7,H_655,work,16,11,31,7
4118,Susceptible,adult,44,47,H_1372,work,69,7,44,47
2211,Susceptible,adult,51,50,H_737,work,78,5,51,50
256,Susceptible,adult,70,44,H_85,work,64,77,70,44
588,Susceptible,adult,43,53,H_196,work,17,33,43,53
155,Susceptible,senior,57,19,H_51,work,40,51,57,19
4661,Vaccinated,adult,68,7,H_1553,work,3,81,68,7
4801,Susceptible,adult,9,23,H_1600,work,38,0,9,23
3251,Susceptible,child,10,10,H_1083,school,15,33,10,10
383,Susceptible,adult,68,36,H_127,work,84,55,68,36
4867,Recovered,child,75,20,H_1622,school,26,56,75,20
4214,Susceptible,adult,54,2,H_1404,work,5,51,54,2
876,Vaccinated,adult,39,51,H_292,work,3,5,39,51
4819,Recovered,child,75,20,H_1606,school,17,38,75,20
4097,Susceptible,child,10,10,H_1365,school,86,39,10,10
617,Susceptible,adult,78,88,H_205,work,6,11,78,88
2163,Susceptible,senior,82,73,H_721,work,18,16,82,73
3444,Susceptible,child,10,10,H_1148,school,61,31,10,10
118,Vaccinated,adult,36,39,H_39,work,85,34,36,39
352,Vaccinated,adult,83,2,H_117,work,4,42,83,2
1389,Susceptible,adult,53,0,H_463,work,80,87,53,0
1417,Vaccinated,adult,58,43,H_472,work,57,56,58,43
2376,Susceptible,adult,7,13,H_792,work,3,77,7,13
2349,Vaccinated,adult,7,30,H_783,work,84,61,7,30
1666,Vaccinated,adult,76,41,H_555,work,63,37,76,41
4781,Susceptible,adult,71,33,H_1593,work,38,61,71,33
233,Recovered,child,75,20,H_77,school,82,43,75,20
1874,Susceptible,child,65,65,H_624,school,1,59,65,65
4162,Susceptible,senior,29,22,H_1387,work,28,0,29,22
2877,Vaccinated,adult,78,85,H_959,work,77,17,78,85
1194,Vaccinated,adult,39,14,H_398,work,19,55,39,14
3860,Susceptible,adult,2,36,H_1286,work,83,60,2,36
3829,Recovered,child,25,25,H_1276,school,30,31,25,25
4846,Vaccinated,adult,28,20,H_1615,work,48,35,28,20
4673,Susceptible,adult,9,9,H_1557,work,48,55,9,9
3827,Susceptible,adult,18,79,H_1275,work,78,75,18,79
2992,Recovered,child,45,45,H_997,school,80,65,45,45
1849,Susceptible,adult,84,16,H_616,work,10,78,84,16
2759,Susceptible,adult,67,29,H_919,work,89,84,67,29
1834,Susceptible,adult,20,53,H_611,work,55,18,20,53
2216,Susceptible,adult,39,88,H_738,work,84,66,39,88
4780,Susceptible,senior,38,61,H_1593,home,38,61,10,22
2390,Susceptible,adult,8,56,H_796,work,89,39,8,56
1972,Susceptible,adult,28,13,H_657,work,53,22,28,13
3553,Recovered,child,75,20,H_1184,school,68,1,75,20
3946,Vaccinated,adult,57,49,H_1315,work,51,54,57,49
2774,Vaccinated,child,65,65,H_924,school,42,16,65,65
3793,Susceptible,adult,78,64,H_1264,work,48,50,78,64
