agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
60,Susceptible,adult,72,83,H_20,work,69,78,72,83
3746,Recovered,child,45,45,H_1248,school,81,36,45,45
1868,Susceptible,adult,1,15,H_622,work,15,45,1,15
1265,Susceptible,adult,32,63,H_421,work,32,59,32,63
3311,Recovered,adult,49,78,H_1103,work,27,41,49,78
1609,Susceptible,adult,45,50,H_536,work,16,88,45,50
4636,Susceptible,senior,49,53,H_1545,work,36,16,49,53
2331,Susceptible,adult,15,15,H_777,work,44,52,15,15
548,Susceptible,adult,47,28,H_182,work,1,86,47,28
2540,Susceptible,adult,31,78,H_846,work,38,43,31,78
3834,Susceptible,senior,77,88,H_1278,home,77,88,32,16
503,Susceptible,senior,13,37,H_167,work,69,23,13,37
320,Susceptible,adult,57,49,H_106,work,84,25,57,49
773,Susceptible,adult,72,75,H_257,work,40,56,72,75
1397,Recovered,child,10,10,H_465,school,66,22,10,10
1016,Susceptible,adult,22,46,H_338,work,50,8,22,46
2117,Recovered,child,10,10,H_705,school,70,26,10,10
4186,Susceptible,adult,51,42,H_1395,work,14,75,51,42
3416,Susceptible,adult,40,34,H_1138,work,47,74,40,34
4758,Susceptible,adult,9,76,H_1586,work,22,35,9,76
4055,Susceptible,adult,47,20,H_1351,work,27,10,47,20
1793,Susceptible,adult,0,30,H_597,work,67,9,0,30
552,Susceptible,adult,10,71,H_184,work,47,24,10,71
4473,Susceptible,adult,5,7,H_1491,work,54,82,5,7
1379,Recovered,adult,25,11,H_459,work,67,30,25,11
275,Susceptible,adult,73,64,H_91,work,21,28,73,64
2668,Susceptible,senior,39,28,H_889,work,80,78,39,28
4251,Susceptible,adult,42,14,H_1417,work,28,18,42,14
4846,Recovered,adult,81,13,H_1615,work,28,46,81,13
729,Susceptible,adult,56,64,H_243,work,88,55,56,64
428,Susceptible,senior,62,5,H_142,home,62,5,77,36
1590,Susceptible,adult,48,10,H_530,work,68,22,48,10
2147,Recovered,child,75,20,H_715,school,52,6,75,20
2125,Susceptible,adult,51,66,H_708,work,63,20,51,66
3662,Recovered,adult,61,60,H_1220,work,38,56,61,60
3945,Susceptible,senior,53,43,H_1315,work,70,47,53,43
2229,Susceptible,adult,28,29,H_743,work,30,25,28,29
4629,Susceptible,child,25,25,H_1543,school,86,43,25,25
643,Susceptible,adult,82,48,H_214,work,28,36,82,48
1887,Susceptible,adult,20,16,H_629,work,58,18,20,16
931,Susceptible,adult,77,55,H_310,work,23,4,77,55
1794,Recovered,adult,27,7,H_598,work,67,44,27,7
863,Susceptible,adult,7,53,H_287,work,72,46,7,53
962,Susceptible,adult,1,45,H_320,work,23,43,1,45
4085,Susceptible,senior,81,78,H_1361,work,52,46,81,78
4593,Susceptible,adult,38,21,H_1531,work,28,2,38,21
3373,Susceptible,adult,33,29,H_1124,work,19,73,33,29
4684,Susceptible,adult,79,29,H_1561,work,12,19,79,29
2425,Susceptible,child,10,10,H_808,school,41,64,10,10
1210,Susceptible,adult,69,7,H_403,work,5,49,69,7
2617,Susceptible,adult,52,11,H_872,work,63,49,52,11
4463,Recovered,adult,28,61,H_1487,work,10,8,28,61
4390,Susceptible,senior,21,83,H_1463,work,46,61,21,83
