agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,10,10,H_0,10,10,18,9,home
1,Infected,adult,10,10,H_0,10,10,1,10,home
2,Infected,senior,10,10,H_0,10,10,6,7,home
3,Susceptible,adult,10,10,H_0,10,10,14,9,home
4,Vaccinated,adult,8,0,H_1,8,0,18,3,home
5,Susceptible,adult,8,0,H_1,8,0,9,11,home
6,Susceptible,child,8,0,H_1,8,0,5,5,home
7,Susceptible,adult,8,0,H_1,8,0,7,4,home
8,Susceptible,adult,14,9,H_2,14,9,10,13,home
9,Susceptible,child,14,9,H_2,14,9,15,15,home
10,Vaccinated,adult,14,9,H_2,14,9,6,11,home
11,Susceptible,senior,14,9,H_2,14,9,11,17,home
12,Vaccinated,senior,9,7,H_3,9,7,2,8,home
13,Susceptible,child,9,7,H_3,9,7,5,5,home
14,Susceptible,child,9,7,H_3,9,7,5,5,home
15,Vaccinated,child,9,7,H_3,9,7,5,5,home
16,Vaccinated,child,13,11,H_4,13,11,5,5,home
17,Susceptible,senior,13,11,H_4,13,11,14,13,home
18,Susceptible,adult,13,11,H_4,13,11,17,17,home
19,Susceptible,senior,13,11,H_4,13,11,6,13,home
20,Susceptible,adult,14,1,H_5,14,1,8,9,home
21,Susceptible,adult,14,1,H_5,14,1,0,8,home
22,Vaccinated,adult,14,1,H_5,14,1,11,18,home
23,Susceptible,adult,14,1,H_5,14,1,4,13,home
24,Susceptible,child,8,11,H_6,8,11,15,15,home
25,Susceptible,adult,8,11,H_6,8,11,7,16,home
26,Vaccinated,adult,8,11,H_6,8,11,3,8,home
27,Susceptible,adult,8,11,H_6,8,11,15,0,home
28,Susceptible,adult,15,12,H_7,15,12,12,13,home
29,Vaccinated,adult,15,12,H_7,15,12,7,15,home
30,Vaccinated,adult,15,12,H_7,15,12,9,17,home
31,Susceptible,child,15,12,H_7,15,12,5,5,home
32,Susceptible,adult,12,13,H_8,12,13,4,3,home
33,Susceptible,adult,12,13,H_8,12,13,4,14,home
34,Susceptible,adult,12,13,H_8,12,13,18,2,home
35,Susceptible,adult,12,13,H_8,12,13,6,10,home
