agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
773,Susceptible,adult,40,56,H_257,home,40,56,72,75
610,Susceptible,adult,72,16,H_203,home,72,16,23,10
56,Susceptible,child,6,84,H_18,home,6,84,65,65
3469,Vaccinated,adult,26,17,H_1156,home,26,17,18,70
4796,Vaccinated,child,88,51,H_1598,home,88,51,25,25
3602,Susceptible,adult,46,32,H_1200,home,46,32,43,79
4223,Vaccinated,senior,20,54,H_1407,home,20,54,35,17
2478,Vaccinated,senior,89,31,H_826,home,89,31,74,55
805,Vaccinated,adult,40,17,H_268,home,40,17,40,59
291,Recovered,adult,11,11,H_97,home,11,11,40,7
1047,Susceptible,senior,36,28,H_349,home,36,28,7,89
642,Vaccinated,adult,28,36,H_214,home,28,36,43,79
3785,Recovered,adult,58,86,H_1261,home,58,86,36,24
2546,Susceptible,adult,54,11,H_848,home,54,11,57,44
1428,Susceptible,adult,52,89,H_476,home,52,89,24,75
758,Susceptible,senior,15,76,H_252,home,15,76,88,50
1474,Vaccinated,adult,24,78,H_491,home,24,78,37,50
4564,Recovered,child,81,32,H_1521,home,81,32,25,25
717,Vaccinated,adult,87,3,H_239,home,87,3,55,74
2392,Susceptible,adult,77,23,H_797,home,77,23,13,1
827,Vaccinated,adult,42,79,H_275,home,42,79,1,16
2860,Recovered,child,59,69,H_953,home,59,69,65,65
2741,Vaccinated,adult,77,26,H_913,home,77,26,63,28
1443,Recovered,child,32,0,H_481,home,32,0,45,45
4509,Susceptible,child,6,81,H_1503,home,6,81,25,25
2226,Vaccinated,child,82,35,H_742,home,82,35,65,65
156,Susceptible,adult,82,29,H_52,home,82,29,46,10
3523,Vaccinated,senior,4,49,H_1174,home,4,49,70,33
2014,Recovered,senior,21,4,H_671,home,21,4,2,62
4699,Recovered,child,75,7,H_1566,home,75,7,10,10
4827,Susceptible,adult,79,39,H_1609,home,79,39,42,0
3931,Vaccinated,senior,42,32,H_1310,home,42,32,8,37
2122,Susceptible,senior,55,75,H_707,home,55,75,14,42
1130,Vaccinated,adult,68,51,H_376,home,68,51,3,72
3745,Susceptible,adult,81,36,H_1248,home,81,36,14,1
3053,Vaccinated,senior,81,62,H_1017,home,81,62,41,66
4705,Vaccinated,child,0,35,H_1568,home,0,35,25,25
2203,Susceptible,adult,87,64,H_734,home,87,64,23,45
2590,Susceptible,adult,67,27,H_863,home,67,27,47,4
377,Vaccinated,adult,40,45,H_125,home,40,45,40,6
1995,Recovered,child,50,49,H_665,home,50,49,75,20
2045,Susceptible,adult,75,49,H_681,home,75,49,31,66
3367,Vaccinated,adult,36,54,H_1122,home,36,54,2,79
4977,Vaccinated,adult,49,13,H_1659,home,49,13,41,43
876,Susceptible,adult,49,52,H_292,home,49,52,85,32
4928,Recovered,child,78,8,H_1642,home,78,8,75,20
3002,Recovered,child,2,58,H_1000,home,2,58,10,10
1597,Susceptible,adult,55,38,H_532,home,55,38,59,43
4993,Vaccinated,adult,52,56,H_1664,home,52,56,65,13
693,Recovered,child,85,55,H_231,home,85,55,65,65
4255,Vaccinated,senior,54,72,H_1418,home,54,72,89,83
859,Susceptible,senior,54,42,H_286,home,54,42,12,84
3607,Recovered,child,37,27,H_1202,home,37,27,25,25
2448,Recovered,child,89,2,H_816,home,89,2,65,65
1515,Susceptible,adult,52,69,H_505,home,52,69,33,36
2974,Susceptible,adult,77,12,H_991,home,77,12,59,66
3603,Recovered,child,9,73,H_1201,home,9,73,65,65
2850,Susceptible,adult,50,58,H_950,home,50,58,7,7
4501,Susceptible,child,70,87,H_1500,home,70,87,25,25
689,Vaccinated,adult,61,4,H_229,home,61,4,44,67
2708,Recovered,child,7,72,H_902,home,7,72,10,10
4707,Susceptible,adult,30,54,H_1569,home,30,54,54,21
4544,Recovered,child,38,57,H_1514,home,38,57,75,20
3194,Susceptible,adult,68,7,H_1064,home,68,7,13,11
1122,Vaccinated,adult,38,47,H_374,home,38,47,28,40
3225,Vaccinated,child,49,44,H_1075,home,49,44,75,20
2633,Susceptible,senior,22,75,H_877,home,22,75,78,21
4174,Susceptible,adult,76,55,H_1391,home,76,55,60,9
486,Susceptible,child,27,87,H_162,home,27,87,75,20
1730,Vaccinated,adult,86,39,H_576,home,86,39,85,53
2479,Susceptible,senior,89,31,H_826,home,89,31,9,33
3267,Susceptible,senior,42,68,H_1089,home,42,68,77,8
2053,Susceptible,child,67,16,H_684,home,67,16,10,10
3827,Susceptible,adult,12,38,H_1275,home,12,38,46,31
2010,Vaccinated,adult,69,83,H_670,home,69,83,50,40
1565,Vaccinated,adult,66,3,H_521,home,66,3,43,79
3789,Recovered,adult,20,58,H_1263,home,20,58,65,64
1638,Vaccinated,adult,34,35,H_546,home,34,35,24,13
3265,Susceptible,adult,10,43,H_1088,home,10,43,39,45
1827,Susceptible,adult,28,42,H_609,home,28,42,28,45
385,Vaccinated,adult,22,62,H_128,home,22,62,11,9
4279,Susceptible,adult,3,11,H_1426,home,3,11,72,22
443,Vaccinated,adult,78,60,H_147,home,78,60,81,57
1283,Vaccinated,senior,72,20,H_427,home,72,20,22,28
4609,Vaccinated,adult,76,30,H_1536,home,76,30,86,52
768,Susceptible,adult,22,42,H_256,home,22,42,51,52
4188,Recovered,child,43,20,H_1396,home,43,20,65,65
3968,Vaccinated,adult,9,53,H_1322,home,9,53,72,20
970,Susceptible,senior,56,89,H_323,home,56,89,72,19
2105,Vaccinated,adult,87,14,H_701,home,87,14,39,64
2393,Susceptible,senior,77,23,H_797,home,77,23,46,48
4398,Susceptible,child,50,14,H_1466,home,50,14,25,25
3533,Vaccinated,adult,37,12,H_1177,home,37,12,0,11
2617,Vaccinated,adult,63,49,H_872,home,63,49,52,11
4785,Susceptible,adult,53,35,H_1595,home,53,35,38,23
3886,Susceptible,adult,89,20,H_1295,home,89,20,5,28
939,Susceptible,child,0,7,H_313,home,0,7,45,45
2289,Susceptible,adult,33,5,H_763,home,33,5,81,8
2680,Susceptible,adult,86,73,H_893,home,86,73,39,58
4183,Vaccinated,child,2,26,H_1394,home,2,26,45,45
4893,Recovered,adult,69,52,H_1631,home,69,52,75,66
1625,Recovered,child,47,42,H_541,home,47,42,25,25
1087,Vaccinated,adult,29,67,H_362,home,29,67,78,0
3937,Vaccinated,senior,0,78,H_1312,home,0,78,78,44
341,Recovered,child,30,6,H_113,home,30,6,65,65
2566,Vaccinated,senior,50,44,H_855,home,50,44,37,76
1648,Susceptible,adult,83,82,H_549,home,83,82,84,23
1728,Recovered,child,86,39,H_576,home,86,39,25,25
1197,Susceptible,senior,22,9,H_399,home,22,9,52,59
63,Susceptible,adult,26,83,H_21,home,26,83,14,54
2298,Recovered,child,11,49,H_766,home,11,49,10,10
3977,Recovered,child,20,70,H_1325,home,20,70,25,25
946,Vaccinated,senior,72,29,H_315,home,72,29,23,59
4916,Recovered,child,82,34,H_1638,home,82,34,65,65
1277,Vaccinated,adult,10,44,H_425,home,10,44,39,35
4274,Susceptible,adult,45,43,H_1424,home,45,43,29,34
3489,Vaccinated,senior,45,84,H_1163,home,45,84,27,70
975,Susceptible,senior,68,69,H_325,home,68,69,57,77
119,Susceptible,senior,47,88,H_39,home,47,88,47,8
971,Susceptible,senior,56,89,H_323,home,56,89,27,53
850,Vaccinated,adult,29,26,H_283,home,29,26,58,61
1670,Vaccinated,adult,36,23,H_556,home,36,23,29,15
2449,Vaccinated,senior,89,2,H_816,home,89,2,44,52
4698,Vaccinated,adult,75,7,H_1566,home,75,7,14,50
4903,Vaccinated,adult,61,70,H_1634,home,61,70,37,64
2428,Susceptible,senior,77,75,H_809,home,77,75,50,5
2889,Susceptible,child,30,88,H_963,home,30,88,10,10
194,Susceptible,adult,86,66,H_64,home,86,66,76,75
276,Recovered,child,77,39,H_92,home,77,39,45,45
3024,Susceptible,adult,67,62,H_1008,home,67,62,0,38
3795,Susceptible,adult,46,43,H_1265,home,46,43,49,46
883,Susceptible,adult,58,65,H_294,home,58,65,62,51
4080,Susceptible,child,0,58,H_1360,home,0,58,75,20
3373,Susceptible,adult,19,73,H_1124,home,19,73,33,29
3518,Susceptible,child,19,38,H_1172,home,19,38,75,20
1541,Susceptible,child,1,80,H_513,home,1,80,65,65
4650,Susceptible,adult,49,52,H_1550,home,49,52,86,9
1131,Susceptible,adult,72,11,H_377,home,72,11,77,11
2292,Recovered,child,79,25,H_764,home,79,25,10,10
2303,Vaccinated,adult,61,31,H_767,home,61,31,61,24
629,Recovered,senior,34,20,H_209,home,34,20,10,77
3003,Vaccinated,senior,86,28,H_1001,home,86,28,68,20
1259,Susceptible,senior,36,68,H_419,home,36,68,69,5
2410,Susceptible,adult,70,50,H_803,home,70,50,9,29
1569,Vaccinated,adult,47,79,H_523,home,47,79,36,81
2813,Susceptible,adult,26,79,H_937,home,26,79,3,2
2653,Vaccinated,adult,42,52,H_884,home,42,52,54,42
2379,Susceptible,adult,29,76,H_793,home,29,76,23,24
580,Susceptible,senior,67,24,H_193,home,67,24,34,58
1938,Vaccinated,adult,38,13,H_646,home,38,13,60,6
1847,Susceptible,adult,82,8,H_615,home,82,8,81,68
4904,Vaccinated,senior,61,70,H_1634,home,61,70,43,52
3801,Vaccinated,senior,8,48,H_1267,home,8,48,73,87
3635,Susceptible,senior,87,89,H_1211,home,87,89,8,84
112,Vaccinated,senior,8,6,H_37,home,8,6,3,41
4231,Vaccinated,senior,69,3,H_1410,home,69,3,76,41
4176,Vaccinated,adult,31,62,H_1392,home,31,62,41,57
4953,Vaccinated,adult,34,73,H_1651,home,34,73,62,32
799,Susceptible,adult,22,25,H_266,home,22,25,85,39
1498,Susceptible,child,8,51,H_499,home,8,51,45,45
1774,Vaccinated,adult,12,75,H_591,home,12,75,72,78
2929,Susceptible,adult,69,74,H_976,home,69,74,55,20
599,Vaccinated,child,3,84,H_199,home,3,84,25,25
4601,Vaccinated,adult,29,27,H_1533,home,29,27,10,0
2047,Susceptible,adult,12,47,H_682,home,12,47,64,4
1806,Recovered,adult,85,45,H_602,home,85,45,81,65
1257,Vaccinated,senior,36,68,H_419,home,36,68,63,3
3375,Vaccinated,adult,51,75,H_1125,home,51,75,86,52
3145,Recovered,child,3,55,H_1048,home,3,55,75,20
3241,Susceptible,adult,83,42,H_1080,home,83,42,85,21
1105,Susceptible,adult,77,80,H_368,home,77,80,53,5
3385,Vaccinated,adult,52,18,H_1128,home,52,18,39,41
4869,Susceptible,adult,84,47,H_1623,home,84,47,2,20
2802,Susceptible,adult,79,83,H_934,home,79,83,68,72
3478,Susceptible,adult,68,60,H_1159,home,68,60,51,23
594,Susceptible,adult,20,70,H_198,home,20,70,29,64
314,Vaccinated,senior,40,1,H_104,home,40,1,70,45
2557,Vaccinated,child,61,7,H_852,home,61,7,10,10
1510,Dead,senior,2,32,H_503,home,2,32,79,53
2926,Vaccinated,senior,84,81,H_975,home,84,81,72,10
3171,Susceptible,child,49,63,H_1057,home,49,63,45,45
4703,Vaccinated,senior,88,15,H_1567,home,88,15,1,4
3070,Vaccinated,adult,31,21,H_1023,home,31,21,61,68
2309,Susceptible,adult,25,42,H_769,home,25,42,24,2
4632,Recovered,child,3,16,H_1544,home,3,16,75,20
3617,Susceptible,adult,72,82,H_1205,home,72,82,37,20
4363,Susceptible,senior,13,5,H_1454,home,13,5,68,6
3806,Susceptible,adult,4,85,H_1268,home,4,85,11,41
845,Recovered,child,3,0,H_281,home,3,0,25,25
1422,Recovered,child,34,83,H_474,home,34,83,10,10
3107,Recovered,child,25,30,H_1035,home,25,30,25,25
1582,Susceptible,senior,88,74,H_527,home,88,74,16,26
3508,Vaccinated,adult,46,75,H_1169,home,46,75,54,46
2260,Susceptible,adult,26,75,H_753,home,26,75,80,70
1045,Susceptible,senior,86,19,H_348,home,86,19,57,18
2134,Susceptible,adult,2,87,H_711,home,2,87,38,20
4125,Vaccinated,adult,1,62,H_1375,home,1,62,84,83
2432,Vaccinated,adult,43,17,H_810,home,43,17,0,46
600,Recovered,child,71,33,H_200,home,71,33,25,25
513,Susceptible,senior,60,66,H_171,home,60,66,13,68
4059,Vaccinated,adult,31,81,H_1353,home,31,81,75,19
2932,Vaccinated,adult,47,44,H_977,home,47,44,15,56
759,Recovered,senior,5,78,H_253,home,5,78,51,64
4235,Susceptible,adult,46,22,H_1411,home,46,22,85,37
3228,Recovered,child,44,60,H_1076,home,44,60,65,65
4345,Susceptible,adult,53,81,H_1448,home,53,81,50,78
3041,Susceptible,adult,73,89,H_1013,home,73,89,66,38
1196,Susceptible,adult,1,76,H_398,home,1,76,4,15
574,Susceptible,senior,88,62,H_191,home,88,62,9,79
2940,Vaccinated,adult,38,85,H_980,home,38,85,36,22
1184,Susceptible,adult,81,9,H_394,home,81,9,27,0
399,Recovered,child,17,2,H_133,home,17,2,10,10
4563,Vaccinated,child,81,32,H_1521,home,81,32,75,20
774,Susceptible,adult,18,30,H_258,home,18,30,32,70
4623,Vaccinated,adult,40,33,H_1541,home,40,33,60,87
1218,Vaccinated,child,23,67,H_406,home,23,67,25,25
3724,Vaccinated,adult,8,3,H_1241,home,8,3,66,37
2430,Recovered,child,43,17,H_810,home,43,17,65,65
1019,Susceptible,adult,26,8,H_339,home,26,8,75,81
3186,Susceptible,child,71,46,H_1062,home,71,46,25,25
