agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y
0,Infected,adult,5,15,H_0,5,15,2,0
1,Infected,child,5,15,H_0,5,15,15,15
2,Infected,child,5,15,H_0,5,15,15,15
3,Susceptible,child,5,15,H_0,5,15,15,15
4,Vaccinated,senior,14,11,H_1,14,11,9,1
5,Susceptible,adult,14,11,H_1,14,11,0,1
6,Susceptible,adult,14,11,H_1,14,11,19,0
7,Susceptible,adult,14,11,H_1,14,11,19,4
8,Susceptible,adult,10,8,H_2,10,8,3,18
9,Susceptible,senior,10,8,H_2,10,8,14,10
10,Vaccinated,child,10,8,H_2,10,8,15,15
11,Susceptible,adult,10,8,H_2,10,8,17,9
12,Vaccinated,adult,17,14,H_3,17,14,12,9
13,Susceptible,senior,17,14,H_3,17,14,13,8
14,Susceptible,adult,17,14,H_3,17,14,11,19
15,Vaccinated,adult,17,14,H_3,17,14,1,18
16,Vaccinated,adult,3,13,H_4,3,13,13,2
17,Susceptible,child,3,13,H_4,3,13,5,5
18,Susceptible,adult,3,13,H_4,3,13,16,19
19,Susceptible,adult,3,13,H_4,3,13,2,14
20,Susceptible,adult,4,4,H_5,4,4,8,17
21,Susceptible,adult,4,4,H_5,4,4,16,19
22,Vaccinated,adult,4,4,H_5,4,4,3,8
23,Susceptible,adult,4,4,H_5,4,4,6,1
24,Susceptible,adult,4,8,H_6,4,8,4,1
25,Susceptible,adult,4,8,H_6,4,8,9,8
26,Vaccinated,child,4,8,H_6,4,8,5,5
27,Susceptible,adult,4,8,H_6,4,8,15,0
28,Susceptible,adult,8,17,H_7,8,17,14,1
29,Vaccinated,adult,8,17,H_7,8,17,9,10
30,Vaccinated,child,8,17,H_7,8,17,15,15
31,Susceptible,adult,8,17,H_7,8,17,8,8
32,Susceptible,adult,14,3,H_8,14,3,13,17
33,Susceptible,senior,14,3,H_8,14,3,17,1
34,Susceptible,adult,14,3,H_8,14,3,10,5
35,Susceptible,adult,14,3,H_8,14,3,5,17
36,Susceptible,senior,8,12,H_9,8,12,6,4
37,Susceptible,adult,8,12,H_9,8,12,15,17
38,Susceptible,senior,8,12,H_9,8,12,5,1
39,Susceptible,adult,8,12,H_9,8,12,5,0
40,Susceptible,child,16,16,H_10,16,16,5,5
41,Susceptible,adult,16,16,H_10,16,16,10,7
42,Susceptible,adult,16,16,H_10,16,16,10,14
43,Susceptible,senior,16,16,H_10,16,16,3,16
44,Vaccinated,child,0,8,H_11,0,8,5,5
45,Susceptible,adult,0,8,H_11,0,8,14,1
46,Susceptible,adult,0,8,H_11,0,8,13,0
47,Vaccinated,senior,0,8,H_11,0,8,15,3
48,Susceptible,adult,4,17,H_12,4,17,9,10
49,Vaccinated,adult,4,17,H_12,4,17,2,16
50,Susceptible,senior,4,17,H_12,4,17,13,3
51,Susceptible,adult,4,17,H_12,4,17,9,7
52,Susceptible,adult,15,10,H_13,15,10,17,9
53,Susceptible,child,15,10,H_13,15,10,5,5
54,Susceptible,child,15,10,H_13,15,10,5,5
55,Susceptible,adult,15,10,H_13,15,10,16,12
56,Susceptible,adult,16,4,H_14,16,4,7,14
57,Susceptible,adult,16,4,H_14,16,4,14,11
58,Susceptible,child,16,4,H_14,16,4,5,5
59,Vaccinated,adult,16,4,H_14,16,4,17,7
60,Susceptible,adult,11,12,H_15,11,12,1,11
61,Vaccinated,adult,11,12,H_15,11,12,2,2
62,Susceptible,adult,11,12,H_15,11,12,1,4
63,Susceptible,adult,11,12,H_15,11,12,13,15
64,Susceptible,child,15,0,H_16,15,0,15,15
65,Susceptible,senior,15,0,H_16,15,0,1,3
66,Susceptible,adult,15,0,H_16,15,0,3,7
67,Susceptible,adult,15,0,H_16,15,0,14,9
68,Susceptible,adult,17,13,H_17,17,13,19,14
69,Susceptible,adult,17,13,H_17,17,13,19,5
70,Vaccinated,child,17,13,H_17,17,13,15,15
71,Susceptible,child,17,13,H_17,17,13,5,5
72,Susceptible,senior,15,0,H_18,15,0,5,13
73,Susceptible,adult,15,0,H_18,15,0,8,9
74,Susceptible,child,15,0,H_18,15,0,15,15
75,Susceptible,child,15,0,H_18,15,0,15,15
76,Susceptible,child,14,15,H_19,14,15,15,15
77,Susceptible,adult,14,15,H_19,14,15,15,2
78,Susceptible,adult,14,15,H_19,14,15,3,0
79,Susceptible,child,14,15,H_19,14,15,15,15
80,Susceptible,child,3,8,H_20,3,8,15,15
81,Susceptible,child,3,8,H_20,3,8,15,15
82,Susceptible,senior,3,8,H_20,3,8,13,19
83,Susceptible,child,3,8,H_20,3,8,5,5
84,Susceptible,adult,1,5,H_21,1,5,16,6
85,Susceptible,adult,1,5,H_21,1,5,4,7
86,Susceptible,adult,1,5,H_21,1,5,17,9
87,Susceptible,adult,1,5,H_21,1,5,14,3
88,Susceptible,adult,16,15,H_22,16,15,19,11
89,Susceptible,adult,16,15,H_22,16,15,16,10
90,Susceptible,adult,16,15,H_22,16,15,13,15
91,Vaccinated,adult,16,15,H_22,16,15,15,1
92,Vaccinated,adult,7,17,H_23,7,17,11,7
93,Vaccinated,adult,7,17,H_23,7,17,13,18
94,Susceptible,adult,7,17,H_23,7,17,9,5
95,Susceptible,adult,7,17,H_23,7,17,10,5
96,Susceptible,adult,17,12,H_24,17,12,11,5
97,Vaccinated,adult,17,12,H_24,17,12,19,16
98,Susceptible,adult,17,12,H_24,17,12,9,8
99,Susceptible,adult,17,12,H_24,17,12,16,5
