agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,8,7,H_0,8,7,16,15,home
1,Infected,adult,8,7,H_0,8,7,3,14,home
2,Infected,child,8,7,H_0,8,7,15,15,home
3,Susceptible,child,8,7,H_0,8,7,5,5,home
4,Vaccinated,adult,11,10,H_1,11,10,7,1,home
5,Susceptible,adult,11,10,H_1,11,10,18,7,home
6,Susceptible,adult,11,10,H_1,11,10,13,15,home
7,Susceptible,adult,11,10,H_1,11,10,3,12,home
8,Susceptible,adult,19,14,H_2,19,14,18,3,home
9,Susceptible,adult,19,14,H_2,19,14,11,0,home
10,Vaccinated,adult,19,14,H_2,19,14,4,12,home
11,Susceptible,child,19,14,H_2,19,14,15,15,home
12,Vaccinated,adult,12,11,H_3,12,11,17,3,home
13,Susceptible,child,12,11,H_3,12,11,5,5,home
14,Susceptible,adult,12,11,H_3,12,11,13,0,home
15,Vaccinated,adult,12,11,H_3,12,11,3,18,home
16,Vaccinated,adult,5,10,H_4,5,10,5,8,home
17,Susceptible,child,5,10,H_4,5,10,15,15,home
18,Susceptible,child,5,10,H_4,5,10,5,5,home
19,Susceptible,child,5,10,H_4,5,10,15,15,home
20,Susceptible,child,18,1,H_5,18,1,15,15,home
21,Susceptible,adult,18,1,H_5,18,1,7,7,home
22,Vaccinated,child,18,1,H_5,18,1,15,15,home
23,Susceptible,child,18,1,H_5,18,1,15,15,home
24,Susceptible,adult,16,7,H_6,16,7,13,0,home
25,Susceptible,child,16,7,H_6,16,7,15,15,home
26,Vaccinated,child,16,7,H_6,16,7,5,5,home
27,Susceptible,adult,16,7,H_6,16,7,5,13,home
28,Susceptible,adult,2,1,H_7,2,1,6,16,home
29,Vaccinated,adult,2,1,H_7,2,1,10,4,home
30,Vaccinated,senior,2,1,H_7,2,1,4,15,home
31,Susceptible,child,2,1,H_7,2,1,15,15,home
32,Susceptible,child,0,4,H_8,0,4,15,15,home
33,Susceptible,adult,0,4,H_8,0,4,5,6,home
34,Susceptible,child,0,4,H_8,0,4,5,5,home
35,Susceptible,senior,0,4,H_8,0,4,2,19,home
36,Susceptible,adult,14,0,H_9,14,0,2,3,home
37,Susceptible,child,14,0,H_9,14,0,15,15,home
38,Susceptible,senior,14,0,H_9,14,0,16,0,home
39,Susceptible,senior,14,0,H_9,14,0,8,2,home
40,Susceptible,child,3,9,H_10,3,9,5,5,home
41,Susceptible,adult,3,9,H_10,3,9,4,3,home
42,Susceptible,senior,3,9,H_10,3,9,11,11,home
43,Susceptible,senior,3,9,H_10,3,9,16,19,home
44,Vaccinated,child,15,6,H_11,15,6,15,15,home
45,Susceptible,adult,15,6,H_11,15,6,2,9,home
46,Susceptible,adult,15,6,H_11,15,6,11,5,home
47,Vaccinated,adult,15,6,H_11,15,6,9,3,home
48,Susceptible,adult,1,19,H_12,1,19,0,18,home
49,Vaccinated,child,1,19,H_12,1,19,15,15,home
50,Susceptible,adult,1,19,H_12,1,19,4,12,home
51,Susceptible,adult,1,19,H_12,1,19,10,15,home
52,Susceptible,adult,4,12,H_13,4,12,19,0,home
53,Susceptible,adult,4,12,H_13,4,12,3,2,home
54,Susceptible,adult,4,12,H_13,4,12,8,9,home
55,Susceptible,senior,4,12,H_13,4,12,1,17,home
56,Susceptible,child,5,12,H_14,5,12,5,5,home
57,Susceptible,adult,5,12,H_14,5,12,9,9,home
58,Susceptible,child,5,12,H_14,5,12,15,15,home
59,Vaccinated,senior,5,12,H_14,5,12,1,9,home
60,Susceptible,adult,17,12,H_15,17,12,6,4,home
61,Vaccinated,adult,17,12,H_15,17,12,8,17,home
62,Susceptible,child,17,12,H_15,17,12,15,15,home
63,Susceptible,adult,17,12,H_15,17,12,0,15,home
64,Susceptible,adult,6,11,H_16,6,11,13,8,home
65,Susceptible,child,6,11,H_16,6,11,5,5,home
66,Susceptible,adult,6,11,H_16,6,11,4,5,home
67,Susceptible,adult,6,11,H_16,6,11,15,3,home
68,Susceptible,senior,9,8,H_17,9,8,1,8,home
69,Susceptible,adult,9,8,H_17,9,8,10,3,home
70,Vaccinated,child,9,8,H_17,9,8,15,15,home
71,Susceptible,child,9,8,H_17,9,8,15,15,home
72,Susceptible,senior,15,1,H_18,15,1,4,0,home
73,Susceptible,adult,15,1,H_18,15,1,17,10,home
74,Susceptible,senior,15,1,H_18,15,1,0,13,home
75,Susceptible,senior,15,1,H_18,15,1,15,4,home
76,Susceptible,child,6,15,H_19,6,15,15,15,home
77,Susceptible,child,6,15,H_19,6,15,15,15,home
78,Susceptible,adult,6,15,H_19,6,15,19,0,home
79,Susceptible,child,6,15,H_19,6,15,15,15,home
80,Susceptible,adult,15,17,H_20,15,17,15,1,home
81,Susceptible,child,15,17,H_20,15,17,5,5,home
82,Susceptible,adult,15,17,H_20,15,17,15,1,home
83,Susceptible,adult,15,17,H_20,15,17,9,0,home
84,Susceptible,adult,3,0,H_21,3,0,13,14,home
85,Susceptible,adult,3,0,H_21,3,0,9,6,home
86,Susceptible,adult,3,0,H_21,3,0,19,12,home
87,Susceptible,adult,3,0,H_21,3,0,15,17,home
88,Susceptible,adult,11,18,H_22,11,18,10,19,home
89,Susceptible,child,11,18,H_22,11,18,15,15,home
90,Susceptible,senior,11,18,H_22,11,18,3,0,home
91,Vaccinated,adult,11,18,H_22,11,18,6,17,home
92,Vaccinated,child,13,12,H_23,13,12,5,5,home
93,Vaccinated,adult,13,12,H_23,13,12,1,2,home
94,Susceptible,senior,13,12,H_23,13,12,18,0,home
95,Susceptible,adult,13,12,H_23,13,12,12,14,home
96,Susceptible,adult,7,12,H_24,7,12,18,19,home
97,Vaccinated,child,7,12,H_24,7,12,5,5,home
98,Susceptible,senior,7,12,H_24,7,12,8,13,home
99,Susceptible,adult,7,12,H_24,7,12,6,19,home
