agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,2,12,H_0,2,12,5,14,home
1,Infected,child,2,12,H_0,2,12,5,5,home
2,Infected,adult,2,12,H_0,2,12,13,4,home
3,Susceptible,adult,2,12,H_0,2,12,19,19,home
4,Vaccinated,adult,19,19,H_1,19,19,1,16,home
5,Susceptible,adult,19,19,H_1,19,19,3,6,home
6,Susceptible,adult,19,19,H_1,19,19,10,10,home
7,Susceptible,adult,19,19,H_1,19,19,18,7,home
8,Susceptible,adult,6,11,H_2,6,11,9,3,home
9,Susceptible,child,6,11,H_2,6,11,15,15,home
10,Vaccinated,adult,6,11,H_2,6,11,18,18,home
11,Susceptible,adult,6,11,H_2,6,11,8,7,home
12,Vaccinated,child,13,5,H_3,13,5,5,5,home
13,Susceptible,child,13,5,H_3,13,5,15,15,home
14,Susceptible,child,13,5,H_3,13,5,5,5,home
15,Vaccinated,child,13,5,H_3,13,5,5,5,home
16,Vaccinated,child,7,3,H_4,7,3,5,5,home
17,Susceptible,child,7,3,H_4,7,3,5,5,home
18,Susceptible,senior,7,3,H_4,7,3,1,9,home
19,Susceptible,adult,7,3,H_4,7,3,0,15,home
20,Susceptible,adult,5,14,H_5,5,14,16,15,home
21,Susceptible,adult,5,14,H_5,5,14,2,11,home
22,Vaccinated,adult,5,14,H_5,5,14,5,3,home
23,Susceptible,adult,5,14,H_5,5,14,15,1,home
24,Susceptible,adult,13,19,H_6,13,19,4,1,home
25,Susceptible,adult,13,19,H_6,13,19,13,8,home
26,Vaccinated,child,13,19,H_6,13,19,15,15,home
27,Susceptible,adult,13,19,H_6,13,19,3,2,home
28,Susceptible,adult,0,18,H_7,0,18,17,8,home
29,Vaccinated,adult,0,18,H_7,0,18,7,10,home
30,Vaccinated,adult,0,18,H_7,0,18,19,18,home
31,Susceptible,adult,0,18,H_7,0,18,0,8,home
32,Susceptible,adult,16,16,H_8,16,16,5,15,home
33,Susceptible,adult,16,16,H_8,16,16,5,11,home
34,Susceptible,adult,16,16,H_8,16,16,2,5,home
35,Susceptible,child,16,16,H_8,16,16,15,15,home
36,Susceptible,adult,5,13,H_9,5,13,12,4,home
37,Susceptible,child,5,13,H_9,5,13,15,15,home
38,Susceptible,adult,5,13,H_9,5,13,8,5,home
39,Susceptible,adult,5,13,H_9,5,13,7,12,home
40,Susceptible,adult,2,0,H_10,2,0,2,3,home
41,Susceptible,adult,2,0,H_10,2,0,18,5,home
42,Susceptible,senior,2,0,H_10,2,0,0,12,home
43,Susceptible,adult,2,0,H_10,2,0,9,12,home
44,Vaccinated,adult,13,19,H_11,13,19,19,11,home
45,Susceptible,adult,13,19,H_11,13,19,1,5,home
46,Susceptible,child,13,19,H_11,13,19,5,5,home
47,Vaccinated,adult,13,19,H_11,13,19,9,8,home
48,Susceptible,adult,0,18,H_12,0,18,14,8,home
49,Vaccinated,senior,0,18,H_12,0,18,10,15,home
50,Susceptible,adult,0,18,H_12,0,18,14,15,home
51,Susceptible,adult,0,18,H_12,0,18,7,16,home
52,Susceptible,adult,18,0,H_13,18,0,1,15,home
53,Susceptible,senior,18,0,H_13,18,0,6,16,home
