agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
0,Infected,adult,9,11,H_0,9,11,3,7,home
1,Infected,senior,9,11,H_0,9,11,12,12,home
2,Infected,adult,9,11,H_0,9,11,14,12,home
3,Susceptible,adult,9,11,H_0,9,11,3,11,home
4,Vaccinated,child,19,3,H_1,19,3,15,15,home
5,Susceptible,adult,19,3,H_1,19,3,7,10,home
6,Susceptible,child,19,3,H_1,19,3,5,5,home
7,Susceptible,adult,19,3,H_1,19,3,6,16,home
8,Susceptible,senior,14,12,H_2,14,12,3,9,home
9,Susceptible,adult,14,12,H_2,14,12,5,16,home
10,Vaccinated,child,14,12,H_2,14,12,15,15,home
11,Susceptible,adult,14,12,H_2,14,12,3,10,home
12,Vaccinated,senior,15,19,H_3,15,19,0,18,home
13,Susceptible,senior,15,19,H_3,15,19,0,4,home
14,Susceptible,adult,15,19,H_3,15,19,15,7,home
15,Vaccinated,senior,15,19,H_3,15,19,2,8,home
16,Vaccinated,adult,5,10,H_4,5,10,16,3,home
17,Susceptible,adult,5,10,H_4,5,10,1,1,home
18,Susceptible,child,5,10,H_4,5,10,5,5,home
19,Susceptible,child,5,10,H_4,5,10,15,15,home
20,Susceptible,adult,11,10,H_5,11,10,6,12,home
21,Susceptible,senior,11,10,H_5,11,10,5,8,home
22,Vaccinated,adult,11,10,H_5,11,10,8,19,home
23,Susceptible,child,11,10,H_5,11,10,15,15,home
24,Susceptible,adult,3,19,H_6,3,19,7,2,home
25,Susceptible,child,3,19,H_6,3,19,15,15,home
26,Vaccinated,child,3,19,H_6,3,19,5,5,home
27,Susceptible,adult,3,19,H_6,3,19,7,17,home
28,Susceptible,adult,2,2,H_7,2,2,18,19,home
29,Vaccinated,adult,2,2,H_7,2,2,13,8,home
30,Vaccinated,adult,2,2,H_7,2,2,9,17,home
31,Susceptible,child,2,2,H_7,2,2,15,15,home
32,Susceptible,adult,17,2,H_8,17,2,10,12,home
33,Susceptible,adult,17,2,H_8,17,2,0,0,home
34,Susceptible,adult,17,2,H_8,17,2,10,15,home
35,Susceptible,adult,17,2,H_8,17,2,15,19,home
36,Susceptible,adult,18,18,H_9,18,18,3,2,home
37,Susceptible,child,18,18,H_9,18,18,15,15,home
38,Susceptible,child,18,18,H_9,18,18,5,5,home
39,Susceptible,adult,18,18,H_9,18,18,4,5,home
40,Susceptible,senior,9,9,H_10,9,9,19,9,home
41,Susceptible,adult,9,9,H_10,9,9,10,14,home
42,Susceptible,adult,9,9,H_10,9,9,14,13,home
43,Susceptible,adult,9,9,H_10,9,9,10,9,home
44,Vaccinated,senior,18,11,H_11,18,11,14,2,home
45,Susceptible,adult,18,11,H_11,18,11,8,3,home
46,Susceptible,adult,18,11,H_11,18,11,0,15,home
47,Vaccinated,adult,18,11,H_11,18,11,1,2,home
48,Susceptible,adult,12,0,H_12,12,0,0,8,home
49,Vaccinated,senior,12,0,H_12,12,0,11,2,home
50,Susceptible,child,12,0,H_12,12,0,15,15,home
51,Susceptible,adult,12,0,H_12,12,0,11,10,home
52,Susceptible,adult,2,13,H_13,2,13,3,8,home
53,Susceptible,adult,2,13,H_13,2,13,5,9,home
54,Susceptible,adult,2,13,H_13,2,13,6,17,home
55,Susceptible,child,2,13,H_13,2,13,5,5,home
56,Susceptible,adult,15,19,H_14,15,19,5,3,home
57,Susceptible,senior,15,19,H_14,15,19,14,14,home
58,Susceptible,child,15,19,H_14,15,19,15,15,home
59,Vaccinated,adult,15,19,H_14,15,19,4,6,home
60,Susceptible,senior,3,0,H_15,3,0,5,19,home
61,Vaccinated,child,3,0,H_15,3,0,15,15,home
62,Susceptible,adult,3,0,H_15,3,0,17,17,home
63,Susceptible,adult,3,0,H_15,3,0,12,5,home
64,Susceptible,senior,14,13,H_16,14,13,3,8,home
65,Susceptible,senior,14,13,H_16,14,13,7,12,home
66,Susceptible,adult,14,13,H_16,14,13,17,2,home
67,Susceptible,senior,14,13,H_16,14,13,17,1,home
68,Susceptible,adult,8,13,H_17,8,13,5,9,home
69,Susceptible,child,8,13,H_17,8,13,15,15,home
70,Vaccinated,adult,8,13,H_17,8,13,9,18,home
71,Susceptible,adult,8,13,H_17,8,13,6,16,home
72,Susceptible,child,14,1,H_18,14,1,15,15,home
73,Susceptible,child,14,1,H_18,14,1,15,15,home
74,Susceptible,adult,14,1,H_18,14,1,15,18,home
75,Susceptible,child,14,1,H_18,14,1,15,15,home
76,Susceptible,adult,0,0,H_19,0,0,8,13,home
77,Susceptible,adult,0,0,H_19,0,0,6,8,home
78,Susceptible,adult,0,0,H_19,0,0,11,1,home
79,Susceptible,senior,0,0,H_19,0,0,7,17,home
80,Susceptible,child,0,11,H_20,0,11,5,5,home
81,Susceptible,adult,0,11,H_20,0,11,19,16,home
82,Susceptible,child,0,11,H_20,0,11,15,15,home
83,Susceptible,senior,0,11,H_20,0,11,16,14,home
84,Susceptible,adult,19,18,H_21,19,18,0,19,home
85,Susceptible,adult,19,18,H_21,19,18,19,5,home
86,Susceptible,senior,19,18,H_21,19,18,17,12,home
87,Susceptible,adult,19,18,H_21,19,18,12,10,home
88,Susceptible,adult,2,16,H_22,2,16,17,10,home
89,Susceptible,adult,2,16,H_22,2,16,11,6,home
90,Susceptible,child,2,16,H_22,2,16,5,5,home
91,Vaccinated,adult,2,16,H_22,2,16,13,6,home
92,Vaccinated,adult,2,4,H_23,2,4,4,9,home
93,Vaccinated,adult,2,4,H_23,2,4,10,11,home
94,Susceptible,adult,2,4,H_23,2,4,11,16,home
95,Susceptible,adult,2,4,H_23,2,4,8,18,home
96,Susceptible,child,1,7,H_24,1,7,5,5,home
97,Vaccinated,adult,1,7,H_24,1,7,10,2,home
98,Susceptible,adult,1,7,H_24,1,7,3,6,home
99,Susceptible,child,1,7,H_24,1,7,15,15,home
