agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y
0,Infected,adult,3,14,H_3_14,3,14,7,7
1,Infected,senior,10,17,H_10_17,10,17,19,15
2,Infected,child,10,12,H_10_12,10,12,5,5
3,Susceptible,adult,18,16,H_18_16,18,16,17,9
4,Vaccinated,adult,19,14,H_19_14,19,14,2,6
5,Susceptible,senior,1,7,H_1_7,1,7,15,8
6,Susceptible,adult,19,9,H_19_9,19,9,13,18
7,Susceptible,adult,11,16,H_11_16,11,16,13,10
8,Susceptible,adult,13,3,H_13_3,13,3,15,3
9,Susceptible,adult,19,18,H_19_18,19,18,8,1
10,Vaccinated,adult,1,5,H_1_5,1,5,9,12
11,Susceptible,adult,2,13,H_2_13,2,13,7,2
12,Vaccinated,adult,12,13,H_12_13,12,13,15,0
13,Susceptible,senior,3,7,H_3_7,3,7,16,6
14,Susceptible,senior,15,2,H_15_2,15,2,7,3
15,Vaccinated,adult,9,19,H_9_19,9,19,10,8
16,Vaccinated,senior,16,17,H_16_17,16,17,15,1
17,Susceptible,child,0,16,H_0_16,0,16,5,5
18,Susceptible,senior,12,3,H_12_3,12,3,3,3
19,Susceptible,child,5,10,H_5_10,5,10,5,5
20,Susceptible,adult,3,15,H_3_15,3,15,5,14
21,Susceptible,senior,10,18,H_10_18,10,18,11,10
22,Vaccinated,adult,11,10,H_11_10,11,10,17,12
23,Susceptible,adult,8,16,H_8_16,8,16,4,17
24,Susceptible,child,19,2,H_19_2,19,2,15,15
25,Susceptible,child,15,18,H_15_18,15,18,15,15
26,Vaccinated,child,10,10,H_10_10,10,10,15,15
27,Susceptible,adult,13,8,H_13_8,13,8,14,18
28,Susceptible,adult,7,16,H_7_16,7,16,10,19
29,Vaccinated,child,3,15,H_3_15,3,15,15,15
30,Vaccinated,adult,11,9,H_11_9,11,9,16,6
31,Susceptible,child,5,19,H_5_19,5,19,5,5
32,Susceptible,adult,17,7,H_17_7,17,7,14,16
33,Susceptible,adult,7,16,H_7_16,7,16,18,0
34,Susceptible,adult,7,5,H_7_5,7,5,5,19
35,Susceptible,senior,19,9,H_19_9,19,9,15,8
36,Susceptible,adult,13,8,H_13_8,13,8,12,1
37,Susceptible,adult,16,14,H_16_14,16,14,9,18
38,Susceptible,adult,1,7,H_1_7,1,7,7,1
39,Susceptible,adult,8,3,H_8_3,8,3,19,16
40,Susceptible,child,19,10,H_19_10,19,10,5,5
41,Susceptible,senior,3,3,H_3_3,3,3,14,8
42,Susceptible,adult,4,0,H_4_0,4,0,7,6
43,Susceptible,child,16,14,H_16_14,16,14,5,5
44,Vaccinated,adult,15,1,H_15_1,15,1,1,7
45,Susceptible,adult,9,6,H_9_6,9,6,2,14
46,Susceptible,child,19,0,H_19_0,19,0,15,15
47,Vaccinated,child,5,5,H_5_5,5,5,5,5
48,Susceptible,adult,3,2,H_3_2,3,2,4,2
49,Vaccinated,adult,19,3,H_19_3,19,3,4,8
50,Susceptible,child,7,15,H_7_15,7,15,15,15
51,Susceptible,adult,9,19,H_9_19,9,19,8,10
52,Susceptible,adult,13,12,H_13_12,13,12,5,5
53,Susceptible,adult,11,18,H_11_18,11,18,12,15
54,Susceptible,senior,8,11,H_8_11,8,11,15,10
55,Susceptible,adult,4,2,H_4_2,4,2,15,9
56,Susceptible,adult,7,2,H_7_2,7,2,3,19
57,Susceptible,adult,11,4,H_11_4,11,4,4,10
58,Susceptible,adult,0,8,H_0_8,0,8,12,0
59,Vaccinated,adult,18,11,H_18_11,18,11,12,12
60,Susceptible,adult,5,2,H_5_2,5,2,9,15
61,Vaccinated,adult,4,16,H_4_16,4,16,17,16
62,Susceptible,adult,1,17,H_1_17,1,17,15,0
63,Susceptible,adult,14,14,H_14_14,14,14,6,17
64,Susceptible,adult,17,0,H_17_0,17,0,8,4
65,Susceptible,child,16,2,H_16_2,16,2,5,5
66,Susceptible,senior,16,3,H_16_3,16,3,12,16
67,Susceptible,adult,3,11,H_3_11,3,11,9,9
68,Susceptible,senior,17,10,H_17_10,17,10,12,4
69,Susceptible,senior,16,2,H_16_2,16,2,4,6
70,Vaccinated,senior,0,0,H_0_0,0,0,5,2
71,Susceptible,child,19,17,H_19_17,19,17,5,5
72,Susceptible,child,1,10,H_1_10,1,10,15,15
73,Susceptible,adult,0,16,H_0_16,0,16,17,10
74,Susceptible,adult,9,6,H_9_6,9,6,13,13
75,Susceptible,senior,16,15,H_16_15,16,15,9,5
76,Susceptible,adult,12,10,H_12_10,12,10,13,3
77,Susceptible,child,17,2,H_17_2,17,2,5,5
78,Susceptible,adult,1,11,H_1_11,1,11,13,7
79,Susceptible,adult,11,3,H_11_3,11,3,3,12
80,Susceptible,adult,5,18,H_5_18,5,18,10,17
81,Susceptible,adult,19,13,H_19_13,19,13,15,17
82,Susceptible,adult,2,8,H_2_8,2,8,2,12
83,Susceptible,adult,17,17,H_17_17,17,17,7,14
84,Susceptible,adult,18,0,H_18_0,18,0,12,6
85,Susceptible,senior,19,1,H_19_1,19,1,11,8
86,Susceptible,adult,11,19,H_11_19,11,19,2,7
87,Susceptible,adult,15,19,H_15_19,15,19,3,7
88,Susceptible,senior,12,14,H_12_14,12,14,15,13
89,Susceptible,child,17,10,H_17_10,17,10,5,5
90,Susceptible,senior,3,4,H_3_4,3,4,18,6
91,Vaccinated,adult,18,10,H_18_10,18,10,6,15
92,Vaccinated,adult,13,14,H_13_14,13,14,15,13
93,Vaccinated,adult,3,17,H_3_17,3,17,16,15
94,Susceptible,child,19,19,H_19_19,19,19,5,5
95,Susceptible,senior,6,5,H_6_5,6,5,14,2
96,Susceptible,adult,2,9,H_2_9,2,9,16,2
97,Vaccinated,senior,8,4,H_8_4,8,4,12,2
98,Susceptible,adult,14,10,H_14_10,14,10,16,7
99,Susceptible,child,2,15,H_2_15,2,15,5,5
