agent_id,state,age_group,x,y,household_id,current_location_type,home_x,home_y,work_x,work_y
2573,Susceptible,adult,1,77,H_857,work,21,9,1,77
1810,Susceptible,adult,50,71,H_603,work,11,55,50,71
2399,Vaccinated,child,65,65,H_799,school,18,72,65,65
1558,Recovered,child,45,45,H_519,school,35,23,45,45
1331,Susceptible,adult,37,72,H_443,work,67,76,37,72
1709,Susceptible,adult,89,85,H_569,work,62,19,89,85
4798,Susceptible,senior,50,68,H_1599,work,13,17,50,68
2749,Susceptible,child,10,10,H_916,school,74,84,10,10
143,Vaccinated,adult,57,71,H_47,work,88,71,57,71
1092,Susceptible,child,45,45,H_364,school,44,28,45,45
2103,Susceptible,child,65,65,H_701,school,56,56,65,65
3492,Susceptible,senior,5,5,H_1164,work,57,31,5,5
3120,Vaccinated,adult,19,20,H_1040,work,49,43,19,20
1743,Susceptible,adult,60,65,H_581,work,84,83,60,65
3634,Vaccinated,adult,87,66,H_1211,work,78,40,87,66
3456,Susceptible,adult,73,35,H_1152,work,7,20,73,35
1892,Vaccinated,child,10,10,H_630,school,54,88,10,10
4532,Susceptible,adult,1,16,H_1510,work,32,45,1,16
4070,Susceptible,adult,73,11,H_1356,work,14,87,73,11
3788,Susceptible,adult,59,15,H_1262,work,15,73,59,15
4866,Susceptible,adult,72,89,H_1622,work,26,56,72,89
4095,Susceptible,senior,86,39,H_1365,home,86,39,2,75
1796,Vaccinated,adult,43,75,H_598,work,62,69,43,75
501,Susceptible,adult,68,64,H_167,work,51,15,68,64
2086,Susceptible,adult,58,52,H_695,work,19,53,58,52
4268,Vaccinated,child,25,25,H_1422,school,44,82,25,25
2872,Vaccinated,senior,28,11,H_957,work,67,53,28,11
4055,Vaccinated,senior,70,64,H_1351,home,70,64,85,76
2844,Recovered,child,65,65,H_948,school,56,78,65,65
385,Vaccinated,senior,6,85,H_128,work,45,54,6,85
2525,Susceptible,adult,30,41,H_841,work,9,40,30,41
3531,Susceptible,senior,58,30,H_1177,home,58,30,8,59
2112,Vaccinated,adult,50,80,H_704,work,47,69,50,80
485,Vaccinated,adult,14,61,H_161,work,64,67,14,61
4525,Vaccinated,senior,37,68,H_1508,work,30,24,37,68
4672,Susceptible,adult,47,11,H_1557,work,48,55,47,11
4367,Susceptible,adult,82,62,H_1455,work,30,70,82,62
2166,Vaccinated,adult,8,60,H_722,work,69,32,8,60
277,Susceptible,senior,46,39,H_92,home,46,39,28,87
1590,Vaccinated,adult,32,38,H_530,work,70,4,32,38
279,Susceptible,adult,84,71,H_93,work,30,7,84,71
4389,Vaccinated,senior,62,5,H_1463,work,60,40,62,5
1117,Vaccinated,senior,81,45,H_372,work,14,72,81,45
1826,Recovered,senior,5,41,H_608,home,5,41,17,77
2701,Susceptible,child,65,65,H_900,school,31,56,65,65
1228,Vaccinated,senior,8,52,H_409,work,85,48,8,52
2691,Susceptible,adult,26,68,H_897,work,43,10,26,68
669,Susceptible,child,75,20,H_223,school,31,85,75,20
1689,Vaccinated,child,65,65,H_563,school,8,35,65,65
744,Susceptible,adult,17,39,H_248,work,22,74,17,39
1389,Susceptible,adult,53,0,H_463,work,80,87,53,0
1523,Susceptible,child,65,65,H_507,school,56,10,65,65
3282,Vaccinated,senior,48,3,H_1094,work,70,69,48,3
3455,Vaccinated,adult,16,30,H_1151,work,9,88,16,30
2315,Vaccinated,senior,47,16,H_771,home,47,16,20,55
4425,Vaccinated,adult,46,56,H_1475,work,63,70,46,56
4415,Susceptible,adult,29,82,H_1471,work,37,19,29,82
1851,Susceptible,adult,47,31,H_617,work,48,79,47,31
1415,Susceptible,senior,64,45,H_471,work,66,48,64,45
3648,Recovered,adult,89,1,H_1216,work,68,62,89,1
691,Vaccinated,senior,42,52,H_230,home,42,52,74,31
3223,Susceptible,adult,57,80,H_1074,work,56,9,57,80
1791,Susceptible,child,10,10,H_597,school,40,80,10,10
1894,Vaccinated,adult,43,54,H_631,work,32,58,43,54
4915,Susceptible,adult,56,34,H_1638,work,76,81,56,34
747,Susceptible,adult,40,8,H_249,work,33,4,40,8
665,Susceptible,senior,62,67,H_221,work,5,45,62,67
2464,Susceptible,adult,40,24,H_821,work,36,86,40,24
1460,Susceptible,child,65,65,H_486,school,60,37,65,65
3303,Vaccinated,adult,26,88,H_1101,work,30,63,26,88
4641,Vaccinated,child,75,20,H_1547,school,44,6,75,20
969,Vaccinated,adult,49,84,H_323,work,42,40,49,84
418,Susceptible,senior,83,24,H_139,work,59,31,83,24
4580,Susceptible,senior,82,42,H_1526,home,82,42,88,72
2572,Vaccinated,child,45,45,H_857,school,21,9,45,45
3708,Vaccinated,child,25,25,H_1236,school,56,40,25,25
4489,Vaccinated,adult,73,5,H_1496,work,61,84,73,5
4543,Vaccinated,child,75,20,H_1514,school,72,31,75,20
3229,Susceptible,adult,47,18,H_1076,work,67,46,47,18
3194,Susceptible,adult,27,53,H_1064,work,18,77,27,53
4950,Susceptible,adult,83,15,H_1650,work,65,66,83,15
2010,Vaccinated,senior,1,33,H_670,home,1,33,20,34
670,Susceptible,adult,47,7,H_223,work,31,85,47,7
2265,Vaccinated,adult,53,11,H_755,work,55,12,53,11
3637,Susceptible,senior,67,37,H_1212,work,20,50,67,37
3466,Susceptible,senior,26,43,H_1155,home,26,43,38,14
2300,Vaccinated,senior,82,61,H_766,work,47,19,82,61
573,Susceptible,adult,48,25,H_191,work,38,78,48,25
892,Vaccinated,child,75,20,H_297,school,24,89,75,20
4952,Vaccinated,adult,26,54,H_1650,work,65,66,26,54
164,Vaccinated,adult,35,7,H_54,work,40,27,35,7
2621,Susceptible,adult,64,13,H_873,work,81,79,64,13
1143,Vaccinated,child,45,45,H_381,school,86,48,45,45
1577,Vaccinated,adult,74,83,H_525,work,85,13,74,83
3803,Susceptible,adult,50,47,H_1267,work,36,10,50,47
1739,Recovered,senior,42,12,H_579,work,40,60,42,12
4233,Susceptible,child,45,45,H_1411,school,76,86,45,45
208,Vaccinated,adult,62,19,H_69,work,54,76,62,19
2636,Vaccinated,adult,17,51,H_878,work,80,38,17,51
2384,Vaccinated,adult,83,77,H_794,work,34,3,83,77
3446,Susceptible,adult,22,36,H_1148,work,61,31,22,36
3092,Susceptible,adult,49,32,H_1030,work,39,65,49,32
4686,Vaccinated,adult,61,29,H_1562,work,31,9,61,29
1193,Vaccinated,senior,39,75,H_397,work,81,58,39,75
214,Vaccinated,adult,49,23,H_71,work,48,76,49,23
4269,Susceptible,adult,54,61,H_1423,work,85,48,54,61
3447,Susceptible,adult,21,30,H_1149,work,87,51,21,30
3576,Susceptible,child,25,25,H_1192,school,70,36,25,25
265,Susceptible,senior,44,58,H_88,work,69,67,44,58
4356,Susceptible,senior,11,11,H_1452,work,61,31,11,11
4826,Vaccinated,adult,40,24,H_1608,work,88,25,40,24
4474,Susceptible,senior,54,70,H_1491,work,1,27,54,70
4589,Susceptible,adult,79,39,H_1529,work,29,27,79,39
1928,Vaccinated,senior,16,37,H_642,work,6,77,16,37
3601,Vaccinated,child,65,65,H_1200,school,43,71,65,65
4432,Susceptible,senior,43,32,H_1477,home,43,32,29,48
4898,Susceptible,adult,63,49,H_1632,work,61,74,63,49
2416,Vaccinated,senior,53,58,H_805,home,53,58,31,46
1746,Susceptible,senior,19,63,H_582,home,19,63,62,51
4177,Susceptible,adult,68,64,H_1392,work,29,31,68,64
165,Susceptible,adult,45,74,H_55,work,83,63,45,74
943,Vaccinated,child,10,10,H_314,school,57,20,10,10
1270,Susceptible,child,75,20,H_423,school,82,62,75,20
1041,Susceptible,adult,67,4,H_347,work,21,59,67,4
2925,Susceptible,child,45,45,H_975,school,47,28,45,45
2413,Susceptible,child,75,20,H_804,school,27,48,75,20
2357,Vaccinated,adult,26,63,H_785,work,44,71,26,63
707,Susceptible,child,75,20,H_235,school,60,28,75,20
2859,Vaccinated,adult,22,72,H_953,work,47,86,22,72
1093,Susceptible,adult,54,47,H_364,work,44,28,54,47
4189,Susceptible,adult,63,86,H_1396,work,4,84,63,86
3023,Susceptible,adult,78,43,H_1007,work,67,69,78,43
4471,Susceptible,senior,5,46,H_1490,work,8,19,5,46
972,Susceptible,child,25,25,H_324,school,69,10,25,25
2592,Vaccinated,senior,43,59,H_864,work,18,32,43,59
3829,Susceptible,child,25,25,H_1276,school,30,31,25,25
